"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,21.21,10.44,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,3.76,6.01,18.08,0.00,8.00,0.00,0.00,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,11.47,3.10,5.88,3.48,27.00,18.89,17.94,31.30,17.38,12.91,0.60,18.89,18.89,19.44,2.40,0.00,12.47,19.93,7.00,10.80,7.82,17.00,2.40,0.75,0.73,18.90,0.37,1.00,10.57,27.79,3.40,3.49,25.04,37.10,0.00,0.10,2.00,39.56,160.41,11.00,127.66,22.00,0.17,30.65,0.00
2.00,4.16,21.29,11.65,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,7.33,7.80,18.08,0.00,8.00,0.00,2.47,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,12.64,3.70,10.71,3.48,27.00,18.89,17.94,55.84,17.38,14.50,0.60,18.89,18.89,19.44,2.40,0.00,12.47,19.93,7.00,10.80,7.82,17.00,2.40,1.34,1.49,18.90,0.50,1.00,13.11,29.41,4.60,4.00,41.31,45.20,2.23,0.20,2.00,51.57,180.51,11.00,149.13,22.00,0.21,32.57,0.00
3.00,8.01,20.97,12.29,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,9.80,9.42,18.08,0.00,8.00,0.00,5.25,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,13.37,4.48,15.55,3.48,27.00,18.89,17.94,73.89,17.38,16.21,0.60,18.89,18.89,19.44,2.40,0.00,12.47,19.93,7.00,10.80,7.82,17.00,2.40,1.94,2.27,18.90,0.62,1.00,16.45,31.29,5.90,4.62,53.52,52.30,5.05,0.20,2.00,59.28,196.17,11.00,161.88,22.00,0.25,34.49,0.00
4.00,11.15,21.12,12.80,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,11.36,11.12,18.08,0.00,8.00,0.45,8.72,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,13.77,5.75,20.47,3.48,27.00,18.89,17.94,90.46,17.38,16.91,0.60,18.89,18.89,19.44,2.40,0.96,12.47,19.93,7.00,10.80,7.82,17.00,2.40,2.57,3.13,18.90,0.70,1.00,22.18,33.99,6.90,5.54,65.86,56.38,9.64,0.30,2.00,65.21,211.74,11.00,171.76,22.00,0.28,30.88,0.00
5.00,13.63,21.21,13.25,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,12.56,12.53,18.08,0.00,8.00,1.30,12.60,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,13.81,6.94,24.96,3.48,27.00,18.89,17.94,103.87,17.38,16.47,0.60,18.89,18.89,19.44,2.40,6.26,12.47,19.93,7.00,10.80,7.82,17.00,2.40,3.31,4.01,18.90,0.76,1.00,29.17,38.00,7.70,6.47,76.09,59.88,16.27,0.30,2.00,69.68,223.34,11.00,178.30,22.00,0.31,27.27,0.00
6.00,15.74,21.03,13.41,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,13.10,13.64,18.08,0.00,8.00,2.25,16.97,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,13.51,7.86,28.15,3.48,27.00,18.89,17.94,112.22,17.38,15.50,0.60,18.89,18.89,19.44,2.40,20.22,12.47,19.93,7.00,10.80,7.82,17.00,2.40,4.39,4.95,18.90,0.78,1.00,39.92,45.95,8.40,7.43,82.48,61.64,29.02,0.30,2.00,73.09,227.86,11.00,178.90,22.00,0.32,24.07,0.00
7.00,16.41,21.09,13.19,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,10.56,14.22,18.08,0.00,8.00,3.40,21.54,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,12.70,8.73,31.61,3.48,27.00,18.89,17.94,101.41,17.38,12.69,0.60,18.89,18.89,19.44,2.40,34.53,12.47,19.93,7.00,10.80,7.82,17.00,2.40,5.39,5.75,18.90,0.77,1.00,50.07,53.83,9.00,8.20,74.18,63.35,43.50,0.40,2.00,70.25,215.13,11.00,166.95,22.00,0.34,20.87,0.00
8.00,15.83,21.11,12.78,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,8.54,14.20,18.08,0.00,8.00,4.75,23.72,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,12.04,9.47,35.88,3.48,27.00,18.89,17.94,75.87,17.38,10.63,0.60,18.89,18.89,19.44,2.40,49.91,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.17,6.14,18.90,0.78,1.00,58.39,61.53,9.60,8.37,61.77,64.90,63.24,0.40,2.00,69.72,205.98,11.00,167.52,22.00,0.33,13.82,0.00
9.00,14.39,21.00,12.28,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,7.41,13.82,18.08,0.00,8.00,6.20,25.09,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,11.23,10.45,40.37,3.48,27.00,18.89,17.94,59.51,17.38,9.67,0.60,18.89,18.89,19.44,2.40,65.64,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.85,6.53,18.90,0.77,1.00,65.85,68.73,10.20,8.65,50.81,65.98,80.98,0.40,2.00,72.38,209.41,11.00,179.43,22.00,0.33,6.77,0.00
10.00,12.18,21.14,11.40,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,6.96,13.13,18.08,0.00,8.00,6.45,26.67,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,9.68,12.14,45.53,3.48,27.00,18.89,17.94,48.88,17.38,8.76,0.60,18.89,18.89,19.44,2.40,82.45,12.47,19.93,7.00,10.80,7.82,17.00,2.40,7.26,6.91,18.90,0.77,1.00,70.70,74.43,10.40,9.26,43.58,65.65,92.74,0.40,2.00,74.98,214.86,11.00,181.40,22.00,0.31,9.19,0.00
11.00,9.16,21.02,9.62,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,8.73,12.35,18.08,0.00,8.00,6.30,28.24,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,7.48,13.71,50.26,3.48,27.00,18.89,17.94,45.02,17.38,7.57,0.60,18.89,18.89,19.44,2.40,96.24,12.47,19.93,7.00,10.80,7.82,17.00,2.40,7.49,7.10,18.90,0.77,1.00,75.34,79.53,10.50,9.67,41.02,66.15,103.02,0.30,2.00,73.81,195.56,11.00,154.81,22.00,0.30,11.62,0.00
12.00,7.95,21.02,7.43,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,11.30,11.68,18.08,0.00,8.00,6.65,30.31,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,6.29,14.91,53.66,3.48,27.00,18.89,17.94,40.64,17.38,6.35,0.60,18.89,18.89,19.44,2.40,100.98,12.47,19.93,7.00,10.80,7.82,17.00,2.40,7.15,6.73,18.90,0.65,1.00,79.36,82.81,10.40,9.49,35.45,69.15,108.84,0.20,2.00,60.44,129.76,11.00,111.77,22.00,0.28,9.73,0.00
13.00,7.89,21.04,5.39,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,12.46,11.19,18.08,0.00,8.00,7.10,32.49,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,5.81,15.98,56.68,3.48,27.00,18.89,17.94,33.53,17.38,5.10,0.60,18.89,18.89,19.44,2.40,105.68,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.85,6.41,18.90,0.63,1.00,82.95,85.81,10.10,9.26,28.33,71.70,114.51,0.20,2.00,45.87,82.44,11.00,62.62,22.00,0.25,7.85,0.00
14.00,6.53,21.06,4.34,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,11.54,10.12,18.08,0.00,8.00,7.05,32.26,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,5.02,16.68,58.52,3.48,27.00,18.89,17.94,26.41,17.38,3.74,0.60,18.89,18.89,19.44,2.40,110.26,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.65,6.22,18.90,0.59,1.00,85.27,87.91,9.80,8.87,21.07,72.89,119.72,0.10,2.00,38.56,56.65,11.00,47.01,22.00,0.21,5.96,0.00
15.00,4.35,21.02,3.78,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,9.10,8.67,18.08,0.00,8.00,6.90,31.34,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,3.95,17.42,60.39,3.48,27.00,18.89,17.94,20.31,17.38,2.83,0.60,18.89,18.89,19.44,2.40,114.81,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.47,6.03,18.90,0.50,1.00,86.95,89.41,9.50,8.54,15.95,74.69,124.99,0.10,2.00,34.52,47.88,11.00,34.78,22.00,0.17,4.06,0.00
16.00,2.12,21.09,2.85,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,6.76,7.37,18.08,0.00,8.00,6.05,30.91,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,3.23,18.25,62.32,3.48,27.00,18.89,17.94,17.44,17.38,2.09,0.60,18.89,18.89,19.44,2.40,119.26,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.34,5.82,18.90,0.36,1.00,86.72,89.09,8.80,8.34,13.54,78.30,130.42,0.10,2.00,28.97,42.31,11.00,28.55,22.00,0.14,3.78,0.00
17.00,0.70,21.07,1.83,14.00,4.20,7.00,10.77,18.62,3.04,0.40,3.30,18.69,4.04,6.41,18.08,0.00,8.00,5.00,30.58,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,2.78,19.10,64.30,3.48,27.00,18.89,17.94,14.37,17.38,1.44,0.60,18.89,18.89,19.44,2.40,123.04,12.47,19.93,7.00,10.80,7.82,17.00,2.40,6.15,5.66,18.90,0.31,1.00,86.19,88.83,8.10,8.08,11.73,81.73,134.60,0.10,2.00,18.24,28.38,11.00,18.63,22.00,0.10,3.49,0.00
18.00,0.11,21.14,1.22,14.00,4.20,7.00,10.77,18.62,3.24,0.40,3.30,18.69,0.97,4.85,18.08,0.00,8.00,4.30,29.90,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,2.04,19.81,65.80,3.48,27.00,18.89,17.94,9.43,17.38,0.84,0.60,18.89,18.89,19.44,2.40,124.19,12.47,19.93,7.00,10.80,7.82,17.00,2.40,5.71,5.52,18.90,0.21,1.00,84.00,87.97,7.40,7.65,8.66,84.17,134.31,0.10,2.00,10.24,17.72,11.00,11.88,22.00,0.07,2.92,0.00
19.00,0.00,21.05,0.69,14.00,4.20,7.00,10.77,18.62,3.24,0.40,3.30,18.69,0.01,2.52,18.08,0.00,8.00,3.70,28.70,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.93,20.07,65.80,3.48,27.00,18.89,17.94,4.51,17.38,0.35,0.60,18.89,18.89,19.44,2.40,123.79,12.47,19.93,7.00,10.80,7.82,17.00,2.40,5.13,4.99,18.90,0.07,1.00,79.95,85.35,6.60,7.12,4.44,85.10,132.14,0.00,2.00,5.03,10.09,11.00,5.28,22.00,0.03,2.35,0.00
20.00,0.00,21.08,0.19,14.00,4.20,7.00,10.77,18.62,3.24,0.40,3.30,18.69,0.00,0.88,18.08,0.00,8.00,2.90,27.50,8.00,10.20,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.23,20.06,65.04,3.48,27.00,18.89,17.94,1.59,17.38,0.07,0.60,18.89,18.89,19.44,2.40,122.34,12.47,19.93,7.00,10.80,7.82,17.00,2.40,4.60,4.09,18.90,0.04,1.00,74.90,81.89,6.30,6.28,1.63,84.21,128.48,0.00,2.00,1.84,4.11,11.00,1.45,22.00,0.02,1.17,0.00
