"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,18.30,23.55,19.70,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,19.00,18.30,18.05,0.00,9.40,8.40,36.61,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.91,17.00,42.28,3.50,0.00,19.51,19.32,119.48,18.15,39.80,0.60,19.51,19.51,19.51,2.40,1.36,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,14.30,16.00,18.00,0.85,1.00,32.75,28.92,1.30,1.60,92.94,53.38,11.33,0.40,2.00,78.65
2.00,18.40,23.49,19.70,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.91,18.40,18.05,0.00,9.40,8.30,42.28,7.70,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,15.02,16.90,51.79,3.50,0.00,19.51,19.32,119.48,18.15,39.80,0.60,19.51,19.51,19.51,2.40,11.95,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,14.50,16.20,18.00,0.87,1.00,39.26,36.00,1.60,1.90,93.22,60.49,21.19,0.40,2.00,79.17
3.00,18.30,23.52,19.40,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.99,18.50,18.05,0.00,9.40,8.80,54.38,7.70,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,15.03,17.90,61.38,3.50,0.00,19.51,19.32,119.48,18.15,39.80,0.60,19.51,19.51,19.51,2.40,25.37,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,14.60,16.30,18.00,0.86,1.00,49.90,42.53,2.00,2.40,93.38,63.16,31.80,0.40,2.00,79.33
4.00,17.80,23.58,17.60,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,19.06,18.50,18.05,0.00,9.40,9.30,58.04,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.79,18.80,65.07,3.50,0.00,19.51,19.32,119.48,18.15,39.80,0.60,19.51,19.51,19.51,2.40,37.67,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,14.50,16.30,18.00,0.86,1.00,53.60,58.28,2.50,2.80,93.40,71.00,43.85,0.40,2.00,79.32
5.00,16.80,23.55,14.30,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,19.06,18.50,18.05,0.00,9.40,9.90,57.43,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.71,19.60,70.61,3.50,0.00,19.51,19.32,119.48,18.15,39.80,0.60,19.51,19.51,19.51,2.40,46.60,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,14.20,16.00,18.00,0.86,1.00,56.60,65.20,3.00,3.40,93.26,78.47,60.34,0.30,2.00,79.16
6.00,15.20,23.55,10.90,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.98,18.50,18.05,0.00,9.40,10.20,56.70,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.71,20.30,71.02,3.50,0.00,19.51,19.32,119.48,18.15,39.80,0.60,19.51,19.51,19.51,2.40,64.09,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,13.80,15.80,18.00,0.72,1.00,59.10,68.10,3.60,4.00,92.84,80.98,76.42,0.20,2.00,78.83
7.00,12.80,23.67,8.70,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.90,18.40,18.05,0.00,9.40,9.00,55.63,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.63,20.60,70.68,3.50,0.00,19.51,19.32,119.48,18.15,39.70,0.60,19.51,19.51,19.51,2.40,77.24,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,13.10,15.50,18.00,0.70,1.00,61.30,70.60,4.00,4.70,91.90,82.92,100.00,0.20,2.00,77.99
8.00,10.10,23.40,6.20,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,18.63,18.20,18.05,0.00,9.40,8.20,54.89,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.46,21.00,70.73,3.50,0.00,19.51,19.32,119.38,18.15,39.60,0.60,19.51,19.51,19.51,2.40,103.60,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,12.30,14.90,18.00,0.66,1.00,63.40,73.40,4.50,5.40,89.78,85.51,108.40,0.10,2.00,76.14
9.00,7.00,23.52,3.90,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,17.85,17.80,18.05,0.00,9.40,8.20,55.13,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.20,21.90,71.70,3.50,0.00,19.51,19.32,125.59,18.15,39.20,0.60,19.51,19.51,19.51,2.40,112.10,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,11.10,13.60,18.00,0.55,1.00,65.40,76.20,5.20,6.00,84.64,89.53,116.10,0.10,2.00,71.57
10.00,3.90,23.45,2.00,14.00,4.20,7.00,12.29,19.22,1.80,0.00,3.50,10.00,16.55,16.70,18.05,0.00,9.40,8.00,54.46,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,13.51,22.60,72.36,3.50,0.00,19.51,19.32,97.55,18.15,36.20,0.60,19.51,19.51,19.51,2.40,114.90,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,10.00,12.40,18.00,0.40,1.00,66.20,77.60,5.70,6.50,68.09,93.15,120.30,0.10,2.00,58.81
