"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,113.04,9.44,5.18,163.91,112.36,115.11,38.07,35.37,159.99,16.50,1.97,6.88,44.02,6.39,9.98,85.48,6.44,19.77,203.38,196.70,67.50,67.10,67.88,20.62,184.17,188.35,184.23,0.00,70.87,50.42,41.21,49.62,51.45,30.67,30.56,30.55,44.98,45.00,110.26,110.22,203.20,0.00,0.00
2.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,111.65,9.44,5.18,163.91,112.36,115.11,38.07,35.37,161.94,16.50,1.97,6.88,44.02,6.39,9.98,85.48,6.44,19.77,194.77,200.90,67.50,67.10,67.88,20.62,184.17,188.35,184.23,0.00,68.43,46.46,41.19,49.64,51.45,30.67,30.56,30.55,44.84,44.86,110.26,110.22,203.20,0.00,0.00
3.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,94.37,9.44,5.18,163.91,112.36,115.11,38.07,35.37,159.99,16.50,1.97,6.88,44.02,6.39,9.98,85.48,6.44,19.77,183.07,186.95,67.48,67.08,67.86,20.91,184.17,188.35,184.23,0.00,67.01,45.00,40.98,49.85,51.45,30.67,30.56,30.55,44.84,44.86,110.24,110.20,203.20,0.00,0.00
4.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,76.69,9.44,5.18,163.91,112.36,115.11,38.07,33.98,159.99,16.50,1.97,6.88,44.02,6.39,9.98,84.73,6.44,19.60,176.47,179.03,56.56,56.21,56.88,26.26,182.42,186.61,182.49,0.00,67.01,45.00,42.08,48.75,51.45,30.67,30.56,30.55,44.84,44.86,106.87,106.83,203.20,0.00,0.00
5.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,66.84,9.44,5.18,163.91,112.36,115.11,38.07,28.38,159.99,16.50,1.97,6.88,44.02,6.39,9.98,71.43,6.44,16.52,173.28,171.51,47.14,46.93,47.33,31.59,173.27,177.44,173.34,0.00,67.01,45.00,45.38,45.44,51.45,30.67,30.56,30.55,44.84,44.86,106.75,106.70,203.20,0.00,0.00
6.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.92,61.25,9.44,5.18,163.91,112.36,115.11,38.07,25.27,159.99,16.50,1.97,6.88,44.02,6.39,9.98,54.67,6.44,12.65,166.77,165.78,32.27,39.95,40.15,32.27,164.24,168.40,164.30,0.00,67.01,45.00,42.25,48.58,51.45,30.67,30.56,30.55,44.84,44.86,65.74,65.73,203.20,0.00,0.00
7.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,14.19,46.92,9.44,5.18,163.91,112.36,115.11,38.07,18.00,158.04,16.50,1.97,6.88,44.02,6.39,9.98,43.00,6.44,9.95,160.89,161.40,29.69,0.00,38.89,38.81,152.14,156.28,152.20,0.00,67.01,45.00,42.27,48.56,51.45,30.67,30.56,30.55,44.69,44.71,26.16,26.16,203.20,0.00,0.00
8.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,18.44,3.47,28.16,12.26,142.31,9.44,5.18,163.91,112.36,115.11,38.07,29.33,159.99,16.50,1.97,6.88,44.02,6.39,9.98,34.55,6.44,7.99,220.39,0.00,21.30,43.54,21.26,21.30,138.92,143.10,138.96,0.00,67.01,45.00,45.86,44.96,51.45,30.67,30.56,30.55,44.84,44.86,0.00,40.63,203.20,0.00,0.00
