"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
11.00,14.98,20.86,15.51,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.20,18.68,10.73,0.00,0.00,19.13,45.82,5.50,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.93,18.52,60.32,2.50,26.80,4.00,16.59,144.48,17.95,39.14,0.60,19.51,19.51,19.51,1.20,54.16,9.00,10.24,3.50,10.80,8.17,5.70,1.20,11.86,13.86,18.90,0.00,0.00,0.74,1.00,50.68,63.33,2.00,2.67,112.22,79.55,64.52,0.30,1.68,80.00,247.74,11.00,209.00,23.00,3.88
12.00,16.29,21.02,16.77,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.34,18.64,10.73,0.00,0.00,17.71,52.21,5.40,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.92,19.46,63.51,2.50,26.60,4.00,16.59,144.48,17.95,39.27,0.60,19.51,19.51,19.51,1.20,63.80,9.00,10.24,3.50,10.80,8.17,5.70,1.20,12.97,14.60,18.90,0.00,0.00,0.83,1.00,55.40,67.30,2.36,3.38,112.43,84.64,75.00,0.30,1.76,80.00,249.42,11.00,210.00,23.00,4.52
13.00,17.28,21.14,17.80,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.56,18.63,10.73,0.00,0.00,17.12,58.81,5.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.94,20.25,65.94,2.50,26.40,4.00,16.59,144.45,17.95,39.33,0.60,19.51,19.51,19.51,1.20,73.70,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.32,14.89,18.90,0.00,0.00,0.90,1.00,59.96,71.07,2.78,4.35,112.54,89.19,85.14,0.30,1.72,80.00,250.40,11.00,209.00,23.00,5.17
14.00,17.81,23.84,18.34,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.43,18.57,10.73,0.00,0.00,16.80,62.95,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.97,20.22,67.22,2.50,26.20,4.00,16.59,144.36,17.95,39.32,0.60,19.51,19.51,19.51,1.20,83.77,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.40,15.04,18.90,0.00,0.00,0.92,1.00,63.15,72.70,3.22,5.39,112.51,91.25,91.57,0.40,1.68,80.00,250.40,11.00,208.00,23.00,5.82
15.00,17.85,23.62,18.39,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.13,18.56,10.73,0.00,0.00,17.24,66.27,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.98,19.93,68.14,2.50,26.10,4.00,16.59,135.18,17.95,39.14,0.60,19.51,19.51,19.51,1.20,93.89,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.44,15.02,18.90,0.00,0.00,0.91,1.00,65.89,73.60,3.62,6.10,112.33,92.45,96.75,0.40,1.72,80.00,249.71,11.00,208.00,23.00,6.46
16.00,17.77,23.70,18.25,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,17.37,18.63,10.73,0.00,0.00,17.94,68.87,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.99,20.04,69.25,2.50,26.10,4.00,16.59,140.45,17.95,38.98,0.60,19.51,19.51,19.51,1.20,100.06,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.46,14.93,18.90,0.00,0.00,0.93,1.00,68.31,73.62,4.01,6.69,112.06,92.68,102.72,0.40,1.68,80.00,248.16,11.00,208.00,23.00,6.46
17.00,17.42,23.72,17.79,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,17.24,18.64,10.73,0.00,0.00,19.30,71.22,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,16.00,20.28,70.43,2.50,26.20,4.00,16.59,143.67,17.95,38.82,0.60,19.51,19.51,19.51,1.20,104.91,9.00,10.24,3.50,10.80,8.17,5.70,1.20,12.97,14.61,18.90,0.00,0.00,0.92,1.00,70.63,73.36,4.31,7.15,111.82,92.62,108.94,0.40,1.72,80.00,249.25,11.00,206.00,23.00,6.46
18.00,16.42,23.81,16.72,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,17.84,18.55,10.73,0.00,0.00,20.88,71.99,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.98,20.55,71.34,2.50,26.00,4.00,16.59,144.38,17.95,38.75,0.60,19.51,19.51,19.51,1.20,109.81,9.00,10.24,3.50,10.80,8.17,5.70,1.20,12.31,14.20,18.90,0.00,0.00,0.92,1.00,71.34,72.45,4.59,7.56,111.74,92.57,111.97,0.30,1.76,80.00,250.40,11.00,204.00,23.00,5.82
19.00,14.94,23.80,15.46,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,18.62,18.57,10.73,0.00,0.00,21.79,72.24,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.95,20.83,72.18,2.50,25.90,4.00,16.59,144.48,17.95,38.71,0.60,19.51,19.51,19.51,1.20,114.73,9.00,10.24,3.50,10.80,8.17,5.70,1.20,11.34,13.60,18.90,0.00,0.00,0.92,1.00,71.51,71.33,4.77,7.97,111.80,92.52,113.93,0.20,1.76,80.00,250.40,11.00,199.00,23.00,5.17
20.00,13.10,23.22,14.25,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,18.77,18.60,10.73,0.00,0.00,22.48,72.31,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.94,20.96,72.24,2.50,26.00,4.00,16.59,144.48,17.95,38.33,0.60,19.51,19.51,19.51,1.20,117.99,9.00,10.24,3.50,10.80,8.17,5.70,1.20,10.26,12.94,18.90,0.00,0.00,0.77,1.00,71.77,72.04,4.91,8.38,111.27,91.61,117.09,0.20,1.80,80.00,249.96,11.00,194.00,23.00,4.52
21.00,11.57,23.30,12.69,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,18.46,18.51,10.73,0.00,0.00,23.33,72.32,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.81,21.04,72.04,2.50,26.00,4.00,16.59,144.48,17.95,37.63,0.60,19.51,19.51,19.51,1.20,120.71,9.00,10.24,3.50,10.80,8.17,5.70,1.20,9.25,11.64,18.90,0.00,0.00,0.75,1.00,72.07,73.34,4.77,8.25,110.20,90.42,120.65,0.10,1.84,80.00,248.70,11.00,185.00,23.00,3.88
22.00,10.35,22.87,10.74,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,17.52,18.23,10.73,0.00,0.00,24.22,72.21,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.40,20.90,71.70,2.50,26.10,4.00,16.59,144.36,17.95,36.19,0.60,19.51,19.51,19.51,1.20,122.41,9.00,10.24,3.50,10.80,8.17,5.70,1.20,8.27,10.13,18.90,0.00,0.00,0.70,1.00,71.47,74.63,4.52,7.93,107.74,89.00,122.52,0.10,1.84,79.94,245.73,11.00,176.00,23.00,3.23
23.00,8.47,22.60,9.10,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,16.13,17.63,10.73,0.00,0.00,24.94,72.06,4.60,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,14.58,20.67,71.32,2.50,26.00,4.00,16.59,143.50,17.95,34.24,0.60,19.51,19.51,19.51,1.20,123.77,9.00,10.24,3.50,10.80,8.17,5.60,1.20,7.77,9.69,18.90,0.00,0.00,0.59,1.00,70.58,75.91,4.26,7.54,102.66,87.51,123.82,0.10,1.84,78.84,237.00,11.00,143.00,23.00,2.58
24.00,5.69,22.15,6.40,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,14.14,16.47,10.73,0.00,0.00,25.60,72.02,6.80,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,13.37,20.43,70.55,2.50,25.90,4.00,16.59,127.95,17.95,29.92,0.60,19.51,19.51,19.51,1.20,124.24,9.00,10.24,3.50,10.80,8.17,5.60,1.20,7.42,9.59,18.90,0.00,0.00,0.43,1.00,69.76,75.03,3.98,7.12,94.15,86.18,125.10,0.10,1.88,71.10,220.70,11.00,109.00,23.00,1.94
25.00,2.95,21.70,3.88,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,6.90,14.02,10.73,0.00,0.00,25.50,72.01,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,10.82,20.18,69.66,2.50,26.00,4.00,16.59,94.01,17.95,22.26,0.60,19.51,19.51,19.51,1.20,124.40,9.00,10.24,3.50,10.80,8.17,5.60,1.20,6.66,8.55,18.90,0.00,0.00,0.37,1.00,68.97,73.42,3.71,6.73,76.00,84.91,126.38,0.10,1.88,53.67,187.84,11.00,55.00,23.00,1.29
26.00,1.10,21.49,2.03,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.68,9.35,10.73,0.00,0.00,25.15,70.32,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,5.92,20.26,68.95,2.50,26.10,4.00,16.59,51.77,17.95,12.64,0.60,19.51,19.51,19.51,1.20,123.61,9.00,10.24,3.50,10.80,8.17,5.60,1.20,5.76,7.20,18.90,0.00,0.00,0.25,1.00,67.07,71.77,3.45,6.34,45.70,84.36,123.39,0.00,1.92,27.18,141.78,11.00,2.00,23.00,0.65
27.00,0.22,21.10,0.50,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,4.27,10.73,0.00,0.00,24.55,68.06,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,1.45,20.46,68.30,2.50,26.30,4.00,16.59,17.08,17.95,4.65,0.60,19.51,19.51,19.51,1.20,122.51,9.00,10.24,3.50,10.80,8.17,5.60,1.20,5.16,6.65,18.90,0.00,0.00,0.09,1.00,64.81,70.09,3.09,5.64,14.92,84.05,118.98,0.00,1.96,9.18,82.29,11.00,1.00,23.00,0.32
28.00,0.04,21.26,0.06,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,1.38,10.73,0.00,0.00,23.85,64.56,7.60,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.16,20.65,66.87,2.50,26.40,4.00,16.59,4.14,17.95,1.08,0.60,19.51,19.51,19.51,1.20,118.21,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.65,6.37,18.90,0.00,0.00,0.04,1.00,60.47,69.48,2.70,4.84,3.04,82.69,111.25,0.00,2.00,2.48,20.76,11.00,0.00,23.00,0.00
29.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,22.51,60.65,7.50,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,20.83,65.18,2.50,26.60,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,112.84,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.40,6.28,18.90,0.00,0.00,0.00,1.00,55.44,69.23,2.52,4.24,0.00,80.97,102.41,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
30.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,20.95,54.95,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,20.40,62.90,2.50,26.80,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,97.41,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.23,6.25,18.90,0.00,0.00,0.00,1.00,53.55,69.15,2.40,3.69,0.00,78.03,86.87,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
31.00,0.00,20.88,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,19.53,48.67,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,19.75,60.42,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,78.62,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.08,6.07,18.90,0.00,0.00,0.00,1.00,52.70,69.14,2.12,3.23,0.00,74.67,69.10,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
32.00,0.00,19.81,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,18.17,43.25,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,19.05,58.08,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,66.73,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.92,5.83,18.90,0.00,0.00,0.00,1.00,51.54,69.11,1.78,2.79,0.00,71.74,56.55,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
33.00,0.00,19.87,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,17.11,38.12,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,18.34,55.80,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,57.14,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.65,5.78,18.90,0.00,0.00,0.00,1.00,50.28,69.07,1.61,2.45,0.00,68.95,45.72,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
34.00,0.00,19.91,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,16.17,35.29,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,18.00,53.58,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,47.50,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.34,5.80,18.90,0.00,0.00,0.00,1.00,46.42,67.56,1.48,2.14,0.00,68.00,34.83,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
35.00,0.00,20.19,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,15.46,33.24,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,17.79,51.37,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,37.85,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.02,5.54,18.90,0.00,0.00,0.00,1.00,41.69,65.55,1.34,1.86,0.00,67.67,23.91,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
36.00,0.00,21.29,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,14.82,32.13,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.42,46.62,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,31.14,9.00,10.24,3.50,10.80,8.17,5.60,1.20,2.70,5.20,18.90,0.00,0.00,0.00,1.00,37.48,61.46,1.19,1.59,0.00,64.75,18.48,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
37.00,0.00,21.79,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,15.46,31.33,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,14.66,41.02,2.50,27.10,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,25.42,9.00,10.24,3.50,10.80,8.17,5.60,1.20,2.94,5.82,18.90,0.00,0.00,0.00,1.00,33.44,56.66,1.06,1.41,0.00,60.97,14.88,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
38.00,0.00,21.82,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,16.53,28.67,7.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,13.56,37.07,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,20.62,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.37,6.76,18.90,0.00,0.00,0.00,1.00,29.53,51.68,0.93,1.26,0.00,58.17,12.01,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
39.00,0.00,23.28,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,17.74,25.39,7.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,12.67,33.65,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,16.13,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.19,6.65,18.90,0.00,0.00,0.00,1.00,25.67,46.64,0.81,1.10,0.00,55.71,9.37,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
40.00,0.00,23.10,0.00,14.00,2.90,7.90,5.80,9.85,1.60,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,19.00,23.01,7.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,11.95,31.26,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,12.37,9.00,10.24,3.50,10.80,8.17,5.60,1.20,2.81,6.19,18.90,0.00,0.00,0.00,1.00,23.45,43.94,0.71,0.95,0.00,53.87,8.09,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
