"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,0.00,18.89,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,0.00,3.02,6.40,12.25,10.46,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,19.78,52.09,2.15,28.12,3.50,11.66,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,75.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.40,9.00,18.40,0.00,0.44,72.15,89.24,8.52,7.07,0.00,73.51,88.00,0.00,1.54,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,18.69,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,0.00,3.02,6.40,12.22,9.28,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,20.18,51.96,2.15,28.12,3.50,11.68,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,73.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.32,8.89,18.40,0.00,0.44,71.14,87.06,8.45,6.80,0.00,74.16,87.00,0.00,1.53,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,18.71,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,0.00,3.02,6.40,11.81,10.13,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,19.67,50.24,2.15,28.12,3.50,11.66,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,70.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,6.93,9.06,18.40,0.00,0.44,72.09,85.44,8.62,6.79,0.00,73.31,86.00,0.00,1.52,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,18.43,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,0.00,3.02,6.40,11.86,10.76,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,19.90,50.24,2.15,28.12,3.50,11.66,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,68.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.14,9.11,18.40,0.00,0.44,69.06,83.30,8.46,6.49,0.00,71.96,84.00,0.00,1.50,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,18.52,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,0.00,3.02,6.40,12.29,11.44,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,19.52,50.63,2.15,28.12,3.50,11.69,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,67.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.30,9.21,18.40,0.00,0.44,68.43,81.47,8.23,6.17,0.00,73.52,82.00,0.00,1.48,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,18.50,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,0.00,3.02,6.40,12.74,12.42,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,19.54,50.03,2.15,28.12,3.50,11.70,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,65.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.67,9.57,18.40,0.00,0.44,66.75,80.35,8.18,5.98,0.00,75.36,80.00,0.00,1.45,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,18.27,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,3.10,3.02,6.40,12.62,14.36,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,19.17,50.55,2.15,28.12,3.50,11.70,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,62.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.84,9.65,18.40,0.00,0.44,65.92,78.94,8.41,6.49,0.00,78.46,77.00,0.00,1.44,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,18.30,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,3.10,3.02,6.40,13.45,15.07,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,18.56,48.10,2.15,28.12,3.50,11.70,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,58.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.73,9.92,18.40,0.00,0.44,62.89,76.98,8.27,6.41,0.00,75.49,74.00,0.00,1.43,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,18.28,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,3.10,3.02,6.40,14.51,14.61,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,18.23,46.16,2.15,28.12,3.50,11.72,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,55.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.71,10.03,18.40,0.00,0.44,61.27,75.90,8.00,6.31,0.00,67.96,71.00,0.10,1.41,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,18.35,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,0.00,0.00,3.10,3.02,6.40,14.51,13.67,0.00,2.30,6.00,2.50,18.84,9.90,3.00,4.50,1.30,0.00,18.06,44.60,2.15,28.12,3.50,11.73,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,53.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.65,10.06,18.40,0.00,0.44,60.01,75.12,7.80,6.24,0.00,66.89,69.00,0.20,1.40,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
