"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,6.41,18.08,5.56,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,3.99,10.06,3.10,0.00,5.80,20.66,16.20,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,8.47,14.03,41.50,2.20,28.27,3.50,11.96,61.00,14.49,17.28,0.60,3.50,3.50,4.00,2.30,23.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,12.30,12.50,9.45,0.08,0.46,45.30,59.40,5.40,5.50,43.92,69.80,50.00,0.40,1.29,18.65,161.47,0.00,91.19,12.14,0.07,11.77,31.74
2.00,10.10,18.31,8.30,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,3.99,13.08,3.10,0.00,5.80,20.85,17.30,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,10.12,14.06,41.60,2.20,28.19,3.50,11.85,98.00,14.49,26.07,0.60,3.50,3.50,4.00,2.30,26.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,13.00,12.70,9.45,0.12,0.45,47.20,56.64,5.60,5.80,70.56,70.10,52.00,0.40,1.28,30.35,208.19,0.00,144.56,12.14,0.13,23.72,64.27
3.00,10.10,18.18,9.98,0.00,2.80,7.20,3.30,3.90,1.30,0.00,3.50,14.49,7.64,14.55,0.00,0.00,5.80,21.45,20.20,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,11.58,14.26,41.09,2.20,28.10,3.50,11.82,120.00,14.49,29.95,0.60,3.50,3.50,4.00,2.30,31.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,13.60,13.00,9.45,0.58,0.45,49.20,57.08,5.90,6.20,86.40,71.90,55.00,0.40,1.27,40.67,212.22,0.00,165.33,12.14,0.18,34.40,77.81
4.00,12.92,18.05,12.06,0.00,2.80,7.20,3.30,3.90,1.30,0.00,3.50,14.49,7.64,14.93,0.00,3.13,5.80,21.48,23.10,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.34,14.52,42.11,2.20,28.02,3.50,11.79,126.00,14.49,31.01,0.60,3.50,3.50,4.00,2.30,39.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,14.10,13.30,9.45,0.79,0.45,51.20,57.62,6.20,6.60,90.72,73.70,59.00,0.40,1.27,48.43,217.75,0.00,172.64,12.14,0.24,38.84,83.60
5.00,12.92,18.10,13.38,0.00,2.80,7.20,3.30,3.90,1.20,0.00,3.50,14.49,11.19,15.05,0.00,3.13,5.80,18.35,27.80,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.47,14.95,43.48,2.20,27.83,3.50,11.78,128.00,14.49,31.09,0.60,3.50,3.50,4.00,2.30,43.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,14.40,13.40,9.45,0.98,0.45,52.90,58.88,6.40,7.10,92.16,74.70,60.00,0.30,1.26,54.77,219.24,0.00,174.16,12.14,0.30,39.59,84.70
6.00,14.62,17.95,14.73,0.00,2.80,7.20,3.30,3.90,1.20,0.00,3.50,14.49,11.19,15.11,0.00,3.13,5.80,17.43,32.50,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.50,15.52,44.87,2.20,27.66,3.50,11.79,127.00,14.49,30.81,0.60,3.50,3.50,4.00,2.30,45.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,14.60,13.40,9.45,1.10,0.45,54.60,60.64,6.60,7.60,91.44,75.70,60.00,0.20,1.25,59.88,219.55,0.00,174.74,12.14,0.33,39.75,85.51
7.00,14.62,18.16,15.54,0.00,2.80,7.20,3.30,3.90,1.20,0.00,3.50,14.49,12.96,15.27,0.00,3.13,5.80,16.84,36.10,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.60,16.02,46.03,2.20,27.49,3.50,11.81,127.00,14.49,30.74,0.60,3.50,3.50,4.00,2.30,46.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,15.10,13.80,9.45,1.20,0.45,60.40,62.84,7.40,8.30,91.44,77.70,62.00,0.20,1.24,63.87,219.75,0.00,174.08,12.14,0.35,39.56,85.39
8.00,15.09,18.12,16.21,0.00,2.80,7.20,3.30,3.90,1.20,0.00,3.50,14.49,12.96,15.37,0.00,3.13,5.80,16.63,39.70,0.00,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.67,16.21,46.93,2.20,27.31,3.50,11.81,128.00,14.49,30.45,0.60,3.50,3.50,4.00,2.30,48.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,15.60,14.10,9.45,1.22,0.45,66.20,64.65,8.20,8.90,92.16,79.70,66.00,0.10,1.23,66.91,219.44,0.00,173.14,12.14,0.36,39.21,85.00
9.00,15.09,18.30,16.52,0.00,2.80,7.20,3.30,3.90,1.20,0.00,3.50,14.49,13.34,15.34,3.10,3.13,5.80,17.55,45.10,2.65,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.63,16.44,47.16,2.20,27.17,3.50,11.84,128.00,14.49,30.25,0.60,3.50,3.50,4.00,2.30,50.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,15.90,14.40,9.45,1.21,0.45,71.80,67.44,9.00,9.40,92.16,81.60,69.00,0.10,1.22,68.84,219.17,0.00,173.08,12.14,0.38,38.78,85.31
10.00,14.30,19.17,16.42,0.00,2.80,7.20,3.30,3.90,1.20,0.00,3.50,14.49,13.34,15.36,3.10,3.14,5.80,18.50,50.50,2.91,2.40,6.00,5.00,18.84,9.90,3.00,4.50,1.30,12.65,16.74,47.39,2.20,27.04,3.50,11.91,127.00,14.49,30.13,0.60,3.50,3.50,4.00,2.30,53.00,5.40,4.00,1.80,10.43,8.20,4.00,2.30,16.30,14.60,9.45,1.23,0.45,77.50,70.16,9.90,9.90,91.44,83.40,73.00,0.10,1.21,69.65,219.62,0.00,172.90,12.14,0.39,38.34,85.21
