"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,16.37,0.00,0.00,4.20,8.00,3.00,5.30,1.56,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,16.40,67.10,7.78,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,28.58,76.90,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,83.20,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,79.90,92.50,2.00,2.00,0.00,108.30,77.70,0.00,1.72,0.00,0.00,0.00,0.00,11.00
2.00,0.00,16.62,0.00,0.00,4.20,8.00,3.00,5.30,1.44,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,15.40,63.10,7.76,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,28.65,76.80,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,79.70,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,80.30,93.90,2.00,2.00,0.00,108.10,74.20,0.00,1.72,0.00,0.00,0.00,0.00,11.00
3.00,0.00,17.17,0.00,0.00,4.20,8.00,3.00,5.30,1.61,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,14.40,60.90,5.88,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,28.63,76.70,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,77.20,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,81.10,95.80,2.00,2.00,0.00,108.20,71.40,0.00,1.76,0.00,0.00,0.00,0.00,11.00
4.00,0.00,17.26,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,13.40,57.50,5.31,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,28.54,76.00,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,73.30,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,82.30,96.20,2.00,2.00,0.00,108.10,68.00,0.00,1.72,0.00,0.00,0.00,0.00,11.00
5.00,0.00,17.71,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,12.30,50.10,5.60,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,28.39,75.20,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,68.90,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,83.60,96.20,2.00,2.00,0.00,107.90,64.60,0.00,1.72,0.00,0.00,0.00,0.00,11.00
6.00,0.00,19.15,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,11.50,43.40,5.73,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,28.18,73.70,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,63.90,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,82.40,94.80,2.00,2.00,0.00,107.20,56.20,0.00,1.68,0.00,0.00,0.00,0.00,11.00
7.00,0.00,18.69,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,11.60,38.50,5.74,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,27.79,71.80,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,58.60,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,80.30,92.90,2.00,2.00,0.00,106.30,46.30,0.00,1.64,0.00,0.00,0.00,0.00,11.00
8.00,0.00,18.28,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,11.80,35.00,5.76,5.50,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,27.21,70.40,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,53.50,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,76.50,91.20,2.00,2.00,0.00,105.40,43.10,0.00,1.60,0.00,0.00,0.00,0.00,11.00
9.00,0.00,18.13,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,12.20,35.90,5.76,5.50,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,26.55,69.10,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,48.50,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,72.20,89.70,2.00,2.00,0.00,104.50,42.20,0.00,1.60,0.00,0.00,0.00,0.00,11.00
10.00,0.00,18.29,0.00,0.00,4.20,8.00,3.00,5.30,1.81,0.00,3.40,19.25,0.00,0.00,3.10,0.00,7.20,12.70,35.20,0.00,5.50,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,25.82,68.40,1.85,27.00,3.50,10.50,0.00,16.99,0.00,0.60,4.00,4.50,4.70,1.20,49.80,6.20,5.00,18.45,1.80,10.80,7.31,4.60,2.40,3.00,2.00,18.90,0.00,0.00,0.00,1.00,69.30,88.20,2.00,2.00,0.00,103.90,45.00,0.00,1.56,0.00,0.00,0.00,0.00,11.00
