"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,0.00,22.51,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,21.07,16.90,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,14.47,44.62,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,25.61,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.69,3.43,18.90,0.00,0.00,0.00,1.00,35.70,62.32,1.10,0.58,0.00,50.76,25.26,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
2.00,0.00,22.32,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.00,0.00,12.68,0.00,0.00,20.47,16.80,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.00,13.74,40.95,2.30,26.80,4.00,16.10,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,22.81,12.88,19.51,6.00,10.80,6.71,5.80,2.40,0.87,3.54,3.90,0.00,0.00,0.00,1.00,32.65,56.00,1.00,0.64,0.00,50.39,23.08,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
3.00,0.06,22.79,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,0.55,0.26,12.68,0.00,0.00,19.66,16.70,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,0.14,12.95,36.95,2.30,26.90,4.00,16.10,9.50,17.95,1.78,0.60,19.51,19.51,19.51,1.20,19.75,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.07,3.70,9.20,0.00,0.00,0.00,1.00,28.99,48.49,0.90,0.65,8.18,49.15,20.70,0.00,2.00,2.87,18.61,11.00,20.60,0.00,23.00
4.00,0.45,22.43,0.08,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,1.81,1.77,12.68,0.00,0.00,18.26,16.80,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,1.62,12.23,33.28,2.30,26.80,4.00,16.10,46.75,17.95,8.88,0.60,19.51,19.51,19.51,1.20,16.95,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.39,4.02,18.10,0.00,0.00,0.00,1.00,25.12,40.57,0.80,0.48,39.49,47.32,18.52,0.00,2.00,18.50,57.42,11.00,66.60,0.06,23.00
5.00,1.63,22.21,1.07,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,3.94,4.53,12.68,0.00,0.00,16.95,17.00,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,4.91,11.71,30.63,2.30,26.80,4.00,16.10,88.76,17.95,18.09,0.60,19.51,19.51,19.51,1.20,14.90,12.88,19.51,6.00,10.80,6.71,5.80,2.40,1.88,4.54,18.90,0.00,0.00,0.03,1.00,21.47,33.06,0.70,0.33,68.53,43.74,16.90,0.00,2.00,43.02,115.00,11.00,125.00,0.12,23.00
6.00,3.92,22.20,2.68,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.00,9.16,9.26,12.68,0.00,0.00,15.91,18.80,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.00,11.89,31.79,2.30,26.80,4.00,16.10,124.59,17.95,28.92,0.60,19.51,19.51,19.51,1.20,14.66,12.88,19.51,6.00,10.80,6.71,5.80,2.40,2.90,5.68,18.90,0.00,0.00,0.05,1.00,18.41,26.75,0.90,0.25,91.07,41.71,16.41,0.00,2.00,66.27,179.90,11.00,179.00,0.18,23.00
7.00,6.67,22.15,5.29,13.79,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.00,15.31,13.55,12.68,0.00,0.00,14.73,21.20,0.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.48,12.29,34.34,2.30,26.80,4.00,16.10,141.79,17.95,34.32,0.60,19.51,19.51,19.51,1.20,14.13,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.81,6.71,18.90,0.00,0.00,0.06,1.00,16.37,22.44,1.10,0.26,101.88,44.34,15.33,0.00,2.00,77.00,213.24,11.00,194.50,0.25,23.00
8.00,8.94,22.12,8.72,13.81,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.00,16.96,16.76,12.68,0.00,0.00,13.09,26.50,3.20,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.39,12.70,36.90,2.30,26.80,4.00,16.10,144.10,17.95,36.15,0.60,19.51,19.51,19.51,1.20,13.59,12.88,19.51,6.00,10.80,6.71,5.80,2.40,4.38,7.41,18.90,0.00,0.00,0.09,1.00,18.59,24.31,1.40,0.55,105.96,47.14,14.25,0.10,2.00,79.25,226.85,11.00,201.60,0.37,23.00
9.00,10.66,21.80,11.18,13.89,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.64,18.03,12.68,0.00,0.00,11.42,32.80,3.90,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.34,12.88,38.06,2.30,26.60,4.00,16.10,144.18,17.95,37.30,0.60,19.51,19.51,19.51,1.20,13.35,12.88,19.51,6.00,10.80,6.71,5.80,2.40,5.05,8.19,18.90,0.00,0.00,0.44,1.00,23.47,28.44,1.70,0.85,107.84,50.41,13.76,0.20,2.00,79.90,237.82,11.00,203.90,0.49,23.00
10.00,12.00,22.00,13.27,13.90,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.78,18.58,12.68,0.00,0.00,9.68,40.50,4.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.76,13.77,42.50,2.30,26.50,4.00,16.10,143.74,17.95,37.81,0.60,19.51,19.51,19.51,1.20,13.64,12.88,19.51,6.00,10.80,6.71,5.80,2.40,6.01,9.24,18.90,0.00,0.00,0.59,1.00,28.35,32.57,2.30,1.17,108.69,54.01,15.41,0.20,2.00,79.93,244.24,11.00,204.00,0.62,23.00
11.00,13.69,22.06,14.74,13.90,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.12,18.62,12.68,0.00,0.00,8.15,48.60,5.50,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.76,14.57,46.76,2.30,26.40,4.00,16.10,142.77,17.95,38.10,0.60,19.51,19.51,19.51,1.20,17.52,12.88,19.51,6.00,10.80,6.71,5.80,2.40,7.09,10.30,18.90,0.00,0.00,0.74,1.00,30.57,34.44,3.10,1.55,108.67,58.58,23.20,0.30,2.00,79.94,248.06,11.00,204.00,0.74,23.00
12.00,15.46,21.80,15.89,13.89,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,17.84,18.50,12.68,0.00,0.00,7.26,54.40,5.40,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.64,15.52,51.07,2.30,26.20,4.00,16.10,142.92,17.95,38.51,0.60,19.51,19.51,19.51,1.20,22.24,12.88,19.51,6.00,10.80,6.71,5.80,2.40,8.53,11.37,18.90,0.00,0.00,0.83,1.00,36.94,40.50,3.80,2.08,109.16,63.65,30.85,0.30,2.00,79.98,249.48,11.00,204.00,0.86,23.00
13.00,16.72,21.73,17.07,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.08,18.49,12.68,0.00,0.00,6.94,59.40,5.30,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.63,16.87,55.34,2.30,26.20,4.00,16.10,143.79,17.95,38.96,0.60,19.51,19.51,19.51,1.20,29.45,12.88,19.51,6.00,10.80,6.71,5.80,2.40,9.81,12.32,18.90,0.00,0.00,0.90,1.00,42.89,44.63,4.30,2.61,110.18,70.22,38.05,0.30,2.00,80.00,250.40,11.00,204.00,0.99,23.00
14.00,17.55,21.46,18.02,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.16,18.48,12.68,0.00,0.00,8.35,64.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.74,17.93,59.25,2.30,26.10,4.00,16.10,144.28,17.95,39.23,0.60,19.51,19.51,19.51,1.20,37.18,12.88,19.51,6.00,10.80,6.71,5.80,2.40,10.60,12.88,18.90,0.00,0.00,0.92,1.00,48.58,48.61,5.10,3.16,111.03,76.40,45.36,0.40,2.00,80.00,250.40,11.00,204.00,1.11,23.00
15.00,17.86,20.90,18.37,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,18.05,18.47,12.68,0.00,0.00,9.74,69.80,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.82,18.13,61.94,2.30,26.00,4.00,16.10,140.51,17.95,39.19,0.60,19.51,19.51,19.51,1.20,46.48,12.88,19.51,6.00,10.80,6.71,5.80,2.40,11.06,13.20,18.90,0.00,0.00,0.91,1.00,53.45,51.90,5.90,3.70,111.56,81.37,52.96,0.40,2.00,80.00,249.52,11.00,204.00,1.23,23.00
16.00,17.88,20.43,18.40,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,0.00,17.61,18.56,12.68,0.00,0.00,15.10,72.30,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.85,18.42,64.60,2.30,26.00,4.00,16.10,137.20,17.95,39.08,0.60,19.51,19.51,19.51,1.20,57.76,12.88,19.51,6.00,10.80,6.71,5.80,2.40,10.52,12.79,18.90,0.00,0.00,0.93,1.00,57.83,55.32,6.50,4.26,111.65,85.87,62.20,0.40,2.00,80.00,248.16,11.00,204.00,1.23,23.00
17.00,17.70,20.07,18.13,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,17.14,18.61,12.68,0.00,0.00,12.15,73.90,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.86,18.96,67.07,2.30,25.60,4.00,16.10,142.54,17.95,38.93,0.60,19.51,19.51,19.51,1.20,74.95,12.88,19.51,6.00,10.80,6.71,5.80,2.40,9.97,12.33,18.90,0.00,0.00,0.92,1.00,60.73,58.93,7.00,4.85,111.54,88.94,76.38,0.40,2.00,80.00,249.62,11.00,204.00,1.23,23.00
18.00,17.14,19.64,17.38,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,17.33,18.60,12.68,0.00,0.00,12.30,74.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.85,19.41,69.02,2.30,25.30,4.00,16.10,144.44,17.95,38.74,0.60,19.51,19.51,19.51,1.20,90.61,12.88,19.51,6.00,10.80,6.71,5.80,2.40,9.39,11.74,18.90,0.00,0.00,0.92,1.00,63.30,61.91,7.70,5.54,111.44,91.32,89.88,0.30,2.00,80.00,250.40,11.00,204.00,1.11,23.00
19.00,15.73,19.54,15.92,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.19,18.54,12.68,0.00,0.00,12.47,75.00,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.74,19.64,69.41,2.30,25.90,4.00,16.10,144.47,17.95,38.69,0.60,19.51,19.51,19.51,1.20,101.65,12.88,19.51,6.00,10.80,6.71,5.80,2.40,8.64,10.88,18.90,0.00,0.00,0.92,1.00,64.87,62.97,8.40,6.20,111.52,91.59,101.32,0.20,2.00,80.00,250.40,11.00,204.00,0.99,23.00
20.00,13.93,19.28,14.72,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.75,18.61,12.68,0.00,0.00,12.76,74.50,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.69,19.81,69.69,2.30,25.90,4.00,16.10,144.48,17.95,38.54,0.60,19.51,19.51,19.51,1.20,111.30,12.88,19.51,6.00,10.80,6.71,5.80,2.40,7.38,9.19,18.90,0.00,0.00,0.77,1.00,66.01,63.84,8.40,6.77,111.39,91.25,111.47,0.20,2.00,80.00,250.40,11.00,204.00,0.86,23.00
21.00,12.10,19.71,13.51,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.71,18.60,12.68,0.00,0.00,13.05,73.60,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.61,19.85,69.62,2.30,25.90,4.00,16.10,144.48,17.95,38.19,0.60,19.51,19.51,19.51,1.20,116.77,12.88,19.51,6.00,10.80,6.71,5.80,2.40,6.15,7.57,18.90,0.00,0.00,0.75,1.00,65.85,64.11,8.30,7.16,110.73,89.04,117.74,0.10,2.00,80.00,250.19,11.00,204.00,0.74,23.00
22.00,10.90,19.76,11.74,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,18.20,18.41,12.68,0.00,0.00,13.36,73.50,5.10,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,15.43,19.90,69.68,2.30,25.90,4.00,16.10,144.47,17.95,37.40,0.60,19.51,19.51,19.51,1.20,121.31,12.88,19.51,6.00,10.80,6.71,5.80,2.40,5.03,6.11,18.90,0.00,0.00,0.70,1.00,65.91,64.45,8.10,6.96,109.44,87.00,123.08,0.10,2.00,79.96,246.97,11.00,203.40,0.62,23.00
23.00,9.70,19.66,10.08,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,16.96,18.00,12.68,0.00,0.00,13.73,73.70,4.60,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.98,20.02,70.16,2.30,25.90,4.00,16.10,143.80,17.95,35.86,0.60,19.51,19.51,19.51,1.20,123.03,12.88,19.51,6.00,10.80,6.71,5.80,2.40,4.12,4.86,18.90,0.00,0.00,0.59,1.00,66.64,64.98,7.80,6.75,106.19,85.47,125.63,0.10,2.00,79.45,238.25,11.00,197.40,0.49,23.00
24.00,7.73,19.79,8.15,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,15.33,17.17,12.68,0.00,0.00,14.26,73.30,6.80,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,14.22,20.06,70.17,2.30,25.90,4.00,16.10,139.31,17.95,33.33,0.60,19.51,19.51,19.51,1.20,124.38,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.81,4.24,18.90,0.00,0.00,0.43,1.00,67.29,65.19,7.60,6.49,100.37,83.83,127.35,0.10,2.00,76.14,221.98,11.00,181.70,0.37,23.00
25.00,4.58,19.63,4.64,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,11.19,15.52,12.68,0.00,0.00,14.86,72.90,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,12.61,19.89,68.79,2.30,26.00,4.00,16.10,113.04,17.95,27.79,0.60,19.51,19.51,19.51,1.20,124.58,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.59,3.74,18.90,0.00,0.00,0.37,1.00,67.72,64.40,7.30,6.22,87.38,81.82,126.59,0.10,2.00,64.68,188.55,11.00,147.60,0.25,23.00
26.00,2.03,19.32,1.90,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,1.70,11.93,12.68,0.00,0.00,15.69,70.50,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,9.37,19.79,67.43,2.30,26.10,4.00,16.10,68.47,17.95,17.15,0.60,19.51,19.51,19.51,1.20,124.46,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.62,3.55,18.90,0.00,0.00,0.25,1.00,67.44,64.07,6.80,5.89,59.42,80.53,125.05,0.00,2.00,42.07,141.66,11.00,90.90,0.12,23.00
27.00,0.52,19.40,0.13,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,0.00,0.00,6.90,12.68,0.00,0.00,16.27,67.60,7.00,0.00,4.80,3.60,17.76,13.85,10.00,13.66,1.40,4.15,19.92,66.16,2.30,26.30,4.00,16.10,29.97,17.95,7.05,0.60,19.51,19.51,19.51,1.20,123.36,12.88,19.51,6.00,10.80,6.71,5.80,2.40,3.52,3.30,18.90,0.00,0.00,0.09,1.00,65.04,65.08,6.20,5.53,27.40,81.39,121.19,0.00,2.00,16.84,82.03,11.00,34.30,0.06,23.00
