"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,18.49,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,10.34,7.80,17.66,30.00,8.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.12,10.45,1.96,28.07,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,86.47,4.70,9.00,2.00,10.43,8.25,3.60,2.30,13.84,13.50,9.50,0.00,0.94,15.34,13.47,6.80,6.80,0.00,13.22,84.67,0.00,1.59,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,18.35,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,11.21,7.80,15.20,24.90,8.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.32,10.66,1.96,28.16,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,67.28,4.70,9.00,2.00,10.43,8.25,3.60,2.30,13.48,13.21,9.50,0.00,0.94,15.57,15.95,6.80,6.80,0.00,15.00,60.46,0.00,1.60,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,18.51,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,11.21,7.80,12.95,19.90,8.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.50,10.84,1.96,28.33,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,52.37,4.70,9.00,2.00,10.43,8.25,3.60,2.30,13.21,13.08,9.50,0.00,0.93,15.79,18.23,5.95,5.95,0.00,16.64,41.74,0.00,1.60,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,18.55,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,11.21,7.80,11.31,14.90,8.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.64,10.97,1.96,28.36,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,46.83,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.95,12.95,9.50,0.00,0.92,15.93,19.90,5.95,5.95,0.00,17.83,37.40,0.00,1.59,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,18.88,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,11.21,7.80,11.37,13.50,7.60,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.61,10.67,1.96,28.41,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,36.54,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.80,12.91,9.50,0.00,0.91,15.48,19.71,5.95,5.95,0.00,17.71,29.34,0.00,1.59,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,18.90,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,3.10,11.21,7.80,11.49,12.20,6.50,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.57,10.01,1.96,28.42,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,31.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.64,12.86,9.50,0.00,0.91,14.47,19.30,5.95,5.95,0.00,17.44,25.00,0.00,1.58,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,18.88,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,0.00,11.21,7.80,11.61,12.00,0.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.52,9.35,1.96,28.47,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,25.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.36,12.72,9.50,0.00,0.90,13.47,18.88,3.75,3.75,0.00,17.17,20.00,0.00,1.56,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,18.94,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,0.00,11.21,7.80,11.66,11.90,0.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.50,9.05,1.96,28.42,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,18.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,12.09,12.59,9.50,0.00,0.90,13.02,18.69,3.75,3.75,0.00,17.05,13.00,0.00,1.54,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,18.79,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,0.00,4.90,7.80,12.01,11.30,3.00,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.43,8.20,1.96,28.35,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,14.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,11.95,12.54,9.50,0.00,0.89,11.75,17.25,3.55,3.55,0.00,16.54,9.00,0.00,1.53,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,18.84,0.00,13.53,4.50,7.40,3.10,5.20,1.50,0.00,3.50,15.00,0.00,0.00,0.00,4.90,7.80,12.36,10.70,3.70,5.30,15.46,4.50,18.55,9.90,3.00,4.50,3.00,0.00,3.36,7.34,1.96,28.32,3.30,11.40,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,12.00,4.70,9.00,2.00,10.43,8.25,3.60,2.30,11.82,12.49,9.50,0.00,0.90,10.48,15.81,3.55,3.55,0.00,16.03,8.00,0.00,1.52,0.00,0.00,11.00,0.00,12.14,0.00,0.00,0.00,0.00
