"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,0.00,23.40,0.00,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,14.19,37.00,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,0.00,24.31,77.20,3.30,0.00,19.51,19.32,0.00,9.20,0.00,0.60,19.51,19.51,19.51,2.40,74.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,8.33,12.84,9.00,0.00,0.00,0.00,1.23,94.00,102.40,2.97,2.69,0.00,111.20,63.51,0.00,2.00,0.00,0.00
2.00,0.00,23.60,0.00,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,13.42,36.79,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,0.00,24.55,76.90,3.30,0.00,19.51,19.32,0.00,9.20,0.00,0.60,19.51,19.51,19.51,2.40,74.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,8.33,12.88,9.00,0.00,0.00,0.00,1.23,92.10,100.10,3.17,2.78,0.00,110.10,68.44,0.00,2.00,0.00,0.00
3.00,0.00,23.49,0.00,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,12.96,34.78,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,0.00,24.70,76.30,3.30,0.00,19.51,19.32,0.00,9.20,0.00,0.60,19.51,19.51,19.51,2.40,74.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,8.63,13.14,9.00,0.00,0.00,0.00,1.23,90.10,98.00,3.48,2.93,0.00,109.00,71.77,0.00,2.00,0.00,0.00
4.00,0.00,23.85,0.00,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,12.61,32.16,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,0.00,24.75,76.00,3.30,0.00,19.51,19.32,0.00,9.20,0.00,0.60,19.51,19.51,19.51,2.40,74.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,9.02,13.47,9.00,0.00,0.00,0.00,1.23,87.50,94.10,3.84,3.09,0.00,108.80,74.56,0.00,2.00,0.00,0.00
5.00,0.00,23.85,0.00,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,0.00,0.00,17.56,0.00,8.40,12.79,31.75,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,0.00,24.88,75.00,3.30,0.00,19.51,19.32,0.00,9.20,0.00,0.60,19.51,19.51,19.51,2.40,75.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,9.42,13.68,9.00,0.00,0.00,0.00,1.23,84.80,89.60,4.14,3.42,0.00,108.40,76.08,0.00,2.00,0.00,0.00
6.00,0.19,23.99,0.05,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,0.58,0.06,17.56,0.00,8.40,13.13,32.08,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,0.45,25.07,73.80,3.30,0.00,19.51,19.32,2.89,9.20,1.49,0.60,19.51,19.51,19.51,2.40,75.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,9.83,13.86,9.00,0.00,0.00,0.00,1.23,82.50,86.00,4.43,3.80,2.24,108.30,77.17,0.00,2.00,0.15,0.00
7.00,2.03,23.94,0.79,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,1.80,1.52,17.56,0.00,8.40,13.44,30.29,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,4.09,25.27,72.70,3.30,0.00,19.51,19.32,31.17,9.20,8.51,0.60,19.51,19.51,19.51,2.40,77.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,10.39,14.15,9.00,0.00,0.00,0.03,1.23,80.30,82.80,4.69,4.31,22.99,108.50,75.65,0.00,2.00,8.07,3.00
8.00,4.81,23.80,3.15,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,3.91,5.54,17.56,0.00,8.40,13.74,27.80,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,9.51,25.47,71.70,3.30,0.00,19.51,19.32,90.25,9.20,18.08,0.60,19.51,19.51,19.51,2.40,79.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,11.01,14.46,9.00,0.00,0.00,0.06,1.23,77.80,79.30,4.95,4.86,64.59,105.70,73.26,0.00,2.00,26.88,12.00
9.00,8.80,24.03,6.10,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,7.40,11.00,17.56,0.00,8.40,13.74,27.77,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,11.86,25.47,70.70,3.30,0.00,19.51,19.32,120.18,9.20,26.20,0.60,19.51,19.51,19.51,2.40,79.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,11.34,14.50,9.00,0.00,0.00,0.07,1.23,75.20,75.70,5.10,4.98,87.71,102.10,65.92,0.00,2.00,48.19,26.00
10.00,11.31,23.99,9.00,14.00,4.20,8.30,9.70,16.00,1.80,0.70,3.50,0.00,11.36,14.81,17.56,0.00,8.40,13.64,28.55,8.10,10.15,15.22,3.90,19.32,19.32,19.51,19.51,0.00,13.07,25.27,73.20,3.30,0.00,19.51,19.32,131.61,9.20,31.92,0.60,19.51,19.51,19.51,2.40,77.00,12.88,19.51,19.51,7.00,0.00,0.00,17.56,2.40,11.59,14.44,9.00,0.00,0.00,0.10,1.23,73.80,75.00,5.22,4.95,94.80,102.50,56.93,0.00,2.00,61.47,46.00
