"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,19.50,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,16.04,27.87,0.80,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,19.27,47.75,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,36.00,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.55,0.40,18.90,0.00,0.00,0.00,1.00,37.22,63.60,1.07,1.42,0.00,62.19,32.90,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,19.50,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,16.04,27.87,0.80,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,18.87,46.11,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,35.90,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.55,0.40,18.90,0.00,0.00,0.00,1.00,37.22,63.60,1.07,1.42,0.00,61.81,32.50,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,19.68,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,16.53,27.05,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,18.67,44.76,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,36.00,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.49,0.37,18.90,0.00,0.00,0.00,1.00,34.58,61.75,0.98,1.26,0.00,61.43,31.40,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,19.77,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,17.03,26.32,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,18.66,43.72,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,36.30,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.43,0.35,18.90,0.00,0.00,0.00,1.00,32.56,60.56,0.94,1.16,0.00,61.51,30.10,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,19.77,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,17.60,25.77,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,18.79,43.24,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,36.60,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.39,0.30,18.90,0.00,0.00,0.00,1.00,31.20,58.02,0.87,1.10,0.00,61.60,28.70,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,20.16,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,18.20,25.30,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,19.04,43.31,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,38.70,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.35,0.25,18.90,0.00,0.00,0.00,1.00,30.07,55.03,0.78,1.06,0.00,61.70,29.40,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,20.32,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,18.65,23.96,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,19.50,43.67,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,41.50,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.36,0.23,18.90,0.00,0.00,0.00,1.00,28.40,52.71,0.73,0.95,0.00,61.80,30.70,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,20.47,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,19.06,22.33,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,20.15,44.30,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,36.40,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.39,0.21,18.90,0.00,0.00,0.00,1.00,26.56,50.62,0.70,0.82,0.00,61.31,27.20,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,20.46,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.00,17.48,0.00,4.00,19.34,21.52,0.00,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,20.50,45.21,3.25,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,28.80,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.38,0.37,18.90,0.00,0.00,0.00,1.00,25.17,50.66,0.71,0.78,0.00,60.81,22.00,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,20.68,0.00,14.00,3.00,7.30,6.40,8.90,2.10,0.40,0.00,19.00,0.00,0.17,17.48,0.00,4.00,19.56,20.99,2.60,0.00,3.20,2.50,18.45,9.50,11.65,16.50,1.45,0.00,20.56,46.39,3.25,27.00,19.42,17.96,3.16,17.96,0.66,0.60,19.42,19.42,19.42,2.40,25.60,12.82,19.42,7.00,10.80,7.11,15.92,2.40,0.37,0.59,18.90,0.00,0.00,0.00,1.00,23.93,51.41,0.72,0.77,4.00,60.29,20.00,0.00,2.00,0.00,0.00,11.00,0.00
