"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
11.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,89.05,19.19,0.63,26.42,12.26,50.00,9.44,5.18,163.91,56.52,85.24,36.25,24.16,175.70,14.58,1.97,6.88,43.84,6.39,9.98,56.26,6.44,13.01,144.33,0.00,43.13,43.07,0.00,36.11,140.92,150.80,140.96,0.00,67.01,30.93,42.83,37.00,53.05,30.67,30.56,30.55,41.46,41.47,41.53,41.53,203.20,11.85,20.25
12.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,88.33,19.19,0.63,26.42,12.26,50.00,9.44,5.18,163.91,56.52,84.36,36.25,15.09,175.70,14.58,1.97,6.88,43.84,6.39,9.98,44.67,6.44,10.33,144.33,0.00,38.22,20.62,38.26,20.62,172.14,184.92,0.00,0.00,67.01,30.93,45.49,33.42,53.05,30.67,30.56,30.55,41.17,41.18,20.62,20.62,203.20,11.85,20.25
13.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,50.00,9.44,5.18,163.91,56.52,111.18,36.25,30.88,180.33,14.58,1.97,0.00,43.84,6.39,9.98,50.57,6.44,11.70,0.00,0.00,38.33,0.00,45.31,38.33,141.41,151.36,0.00,0.00,67.01,30.93,46.93,37.98,53.05,30.67,30.56,30.55,42.50,42.52,26.88,26.88,203.20,11.85,20.25
14.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,50.00,9.44,5.18,163.91,56.52,111.18,36.25,27.09,179.79,14.58,1.97,0.00,43.84,6.39,9.98,41.78,6.44,9.66,0.00,0.00,50.54,0.00,50.72,20.62,0.00,169.90,0.00,0.00,0.00,55.18,45.74,34.45,53.05,30.67,30.56,30.55,42.36,42.37,20.62,20.62,203.20,11.85,20.25
15.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,91.53,19.19,0.63,26.42,12.26,50.00,9.44,5.18,163.91,56.52,88.26,36.25,24.74,166.98,14.58,1.97,0.00,43.84,6.39,9.98,41.24,6.44,9.54,144.33,0.00,20.62,0.00,50.08,36.70,0.00,136.61,0.00,0.00,0.00,49.92,47.70,44.74,53.05,30.67,30.56,30.55,41.17,41.18,20.62,20.62,203.20,11.85,20.25
16.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,98.97,19.19,0.63,26.42,0.00,60.00,9.44,5.18,163.91,56.52,97.30,36.25,24.74,175.70,14.58,1.97,0.00,43.84,6.39,9.98,40.53,6.44,9.37,144.33,0.00,46.08,0.00,59.50,20.62,0.00,113.37,0.00,0.00,0.00,45.90,44.99,31.55,53.05,30.67,30.56,30.55,41.31,41.33,20.62,20.62,203.20,11.85,20.25
17.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,108.24,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,108.58,36.25,21.73,175.70,14.58,1.97,0.00,43.84,6.39,9.98,59.80,6.44,13.83,144.33,0.00,43.31,0.00,43.31,29.32,0.00,157.03,0.00,0.00,0.00,62.39,46.38,48.77,53.05,30.67,30.56,30.55,41.83,41.85,39.33,39.33,203.20,11.85,20.25
18.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,111.18,36.25,24.74,175.70,14.58,1.97,0.00,43.84,6.39,9.98,68.64,6.44,15.88,147.40,0.00,32.68,0.00,32.68,32.68,0.00,172.83,0.00,0.00,0.00,69.97,46.30,48.86,53.05,30.67,30.56,30.55,41.83,41.85,43.15,43.15,203.20,11.85,20.25
19.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,111.18,36.25,27.16,175.70,14.58,1.97,0.00,43.84,6.39,9.98,79.74,6.44,18.44,157.25,0.00,28.85,0.00,59.03,28.85,90.99,96.97,0.00,0.00,67.01,45.00,45.75,50.12,53.05,30.67,30.56,30.55,41.83,41.85,52.56,52.55,203.20,11.85,20.25
20.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,13.79,60.00,9.44,5.18,163.91,56.52,111.18,36.25,27.27,175.70,14.58,1.97,0.00,43.84,6.39,9.98,79.81,6.44,18.46,159.86,0.00,40.74,0.00,67.88,40.74,85.17,91.20,0.00,0.00,67.01,45.00,44.85,49.59,53.05,30.67,30.56,30.55,41.83,41.85,53.01,53.00,203.20,11.85,20.25
21.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.63,60.00,9.44,5.18,163.91,56.52,111.18,36.25,33.47,183.65,14.58,1.97,0.00,43.84,6.39,9.98,85.48,6.44,19.77,168.17,0.00,51.17,0.00,54.55,54.55,96.33,102.34,0.00,0.00,67.01,45.00,51.82,47.58,53.05,30.67,30.56,30.55,42.36,42.37,85.20,85.17,203.20,11.85,20.25
22.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.64,60.00,9.44,5.18,163.91,56.52,111.18,36.25,35.37,186.74,14.58,1.97,0.00,43.84,6.39,9.98,85.48,6.44,19.77,171.19,0.00,48.10,0.00,67.88,48.10,0.00,102.32,96.32,0.00,67.01,45.00,46.52,55.37,53.05,30.67,30.56,30.55,42.50,42.52,89.46,89.42,203.20,11.85,20.25
23.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,35.37,185.77,14.58,1.97,0.00,43.84,6.39,9.98,85.48,6.44,19.77,169.09,0.00,26.80,0.00,53.79,26.80,0.00,91.86,85.84,0.00,67.01,45.00,47.74,58.46,53.05,30.67,30.56,30.55,42.36,42.37,56.98,56.97,203.20,11.85,20.25
24.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,32.87,178.89,14.58,1.97,0.00,43.84,6.39,9.98,85.20,6.44,19.71,165.33,0.00,48.29,0.00,67.88,38.10,0.00,78.03,71.74,0.00,67.01,45.00,44.97,50.13,53.05,30.67,30.56,30.55,42.36,42.37,60.22,60.21,203.20,11.85,20.25
25.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,2.47,60.00,9.44,5.18,163.91,56.52,111.18,36.25,24.74,172.01,14.58,1.97,0.00,87.69,6.39,9.98,78.58,6.44,18.18,161.89,0.00,45.13,0.00,67.88,32.73,0.00,0.00,102.16,0.00,67.01,45.00,44.01,46.16,53.05,30.67,30.56,30.55,41.31,41.33,32.78,32.78,203.20,11.85,20.25
26.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,0.00,60.00,9.44,5.18,163.91,56.52,111.18,36.25,27.00,162.61,14.58,1.97,0.00,87.69,6.39,9.98,73.02,6.44,16.89,157.63,0.00,35.04,0.00,67.88,35.04,0.00,0.00,81.08,0.00,67.01,45.00,39.29,46.10,53.05,30.67,30.56,30.55,41.17,41.18,20.62,20.62,203.20,11.85,20.25
27.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,0.00,60.00,9.44,5.18,163.91,56.52,111.18,36.25,32.62,166.81,14.58,1.97,0.00,87.69,6.39,9.98,78.33,6.44,18.12,162.01,0.00,67.50,0.00,67.88,20.62,0.00,0.00,0.00,0.00,67.01,45.00,40.17,47.75,53.05,30.67,30.56,30.55,41.31,41.33,35.31,35.31,203.20,11.85,20.25
28.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,9.56,60.00,9.44,5.18,163.91,56.52,111.18,36.25,35.35,169.13,14.58,1.97,0.00,87.69,6.39,9.98,83.08,6.44,19.22,164.02,0.00,44.19,0.00,51.50,51.50,0.00,0.00,0.00,0.00,67.01,45.00,44.99,50.17,53.05,30.67,30.56,30.55,41.31,41.33,43.52,43.51,203.20,11.85,20.25
29.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,18.00,175.70,14.58,1.97,0.00,87.69,6.39,9.98,85.48,6.44,19.77,173.50,0.00,61.52,0.00,63.85,61.35,0.00,147.34,0.00,0.00,67.01,30.93,50.25,44.90,53.05,30.67,30.56,30.55,41.83,41.85,53.01,53.00,203.20,11.85,20.25
30.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,24.74,175.70,14.58,1.97,0.00,87.69,6.39,9.98,85.48,6.44,19.77,176.41,0.00,65.46,0.00,65.83,65.28,0.00,175.76,0.00,0.00,67.01,30.93,47.60,47.55,53.05,30.67,30.56,30.55,41.83,41.85,64.46,64.44,203.20,11.85,20.25
31.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,24.74,177.28,14.58,1.97,0.00,87.69,6.39,9.98,85.48,6.44,19.77,179.94,0.00,67.50,0.00,67.88,20.62,67.34,73.68,67.34,0.00,67.01,45.00,44.98,50.17,53.05,30.67,30.56,30.55,42.19,42.21,44.30,44.29,203.20,11.85,20.25
32.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,35.37,174.12,14.58,1.97,0.00,87.69,6.39,9.98,85.48,6.44,19.77,178.60,0.00,40.31,0.00,67.88,40.31,78.32,84.48,78.32,0.00,67.01,45.00,44.98,50.18,53.05,30.67,30.56,30.55,41.48,41.49,50.27,50.26,203.20,11.85,20.25
33.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,111.18,36.25,35.37,175.70,14.58,1.97,0.00,87.69,6.39,9.98,85.48,6.44,19.77,191.71,0.00,39.50,0.00,67.88,39.50,132.44,141.17,132.47,0.00,74.91,53.40,44.98,50.18,53.05,30.67,30.56,30.55,41.83,41.85,53.01,53.00,203.20,11.85,20.25
34.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,13.31,60.00,9.44,5.18,163.91,56.52,111.18,36.25,18.00,175.70,27.66,1.97,0.00,87.69,6.39,9.98,85.48,6.44,19.77,208.26,0.00,67.50,0.00,67.88,20.62,184.17,197.14,184.23,0.00,74.91,53.40,45.00,50.15,53.05,30.67,30.56,30.55,41.83,41.85,53.01,53.00,203.20,11.85,20.25
35.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,111.18,36.25,18.00,196.09,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,195.91,190.40,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,53.40,44.98,50.17,53.05,30.67,30.56,30.55,41.83,41.85,53.01,53.00,203.20,11.85,20.25
36.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,111.18,36.25,18.00,201.68,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,195.83,195.65,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,44.98,50.17,53.05,30.67,30.56,30.55,41.83,41.85,53.01,53.00,203.20,11.85,20.25
37.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,91.37,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,217.94,217.68,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,46.07,54.01,53.05,30.67,30.56,30.55,41.83,41.85,59.78,59.77,203.20,11.85,20.25
38.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,110.82,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,224.05,223.79,26.80,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,52.87,65.94,53.05,30.67,30.56,30.55,41.83,41.85,100.58,100.54,203.20,11.85,20.25
39.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,113.75,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,225.32,225.06,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,53.05,30.67,30.56,30.55,42.36,42.37,106.95,106.90,203.20,11.85,20.25
40.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,122.24,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,228.01,227.75,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,53.05,30.67,30.56,30.55,42.50,42.52,110.26,110.22,203.20,11.85,20.25
41.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,113.92,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,224.29,224.03,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,51.87,64.85,53.05,30.67,30.56,30.55,41.64,41.66,110.26,110.22,203.20,11.85,20.25
42.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,114.54,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,225.52,225.26,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,52.21,65.22,53.05,30.67,30.56,30.55,42.50,42.52,109.92,109.87,203.20,11.85,20.25
43.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,111.00,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,223.60,223.34,67.50,67.10,67.88,20.62,184.17,197.14,184.23,0.00,74.91,76.30,52.46,65.50,53.05,30.67,30.56,30.55,41.93,41.94,100.41,100.36,203.20,11.85,20.25
44.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,111.51,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,27.66,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,224.61,224.35,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,53.40,66.47,53.05,30.67,30.56,30.55,42.31,42.32,110.26,110.22,203.20,11.85,20.25
45.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,95.93,9.44,5.18,163.91,56.52,111.18,36.25,18.00,230.00,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,217.19,216.94,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,52.48,65.52,53.05,30.67,30.56,30.55,41.31,41.33,99.34,99.30,203.20,11.85,20.25
46.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,81.71,9.44,5.18,163.91,56.52,111.18,36.25,18.00,222.39,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,207.64,207.40,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,76.30,40.03,47.49,53.05,30.67,30.56,30.55,41.31,41.33,0.00,59.60,203.20,11.85,20.25
47.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,14.92,81.71,9.44,5.18,163.91,56.52,111.18,36.25,24.74,223.54,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,210.64,203.25,45.07,44.40,45.07,45.07,184.17,197.14,184.23,0.00,74.91,76.30,45.64,57.16,53.05,30.67,30.56,30.55,41.31,41.33,0.00,110.22,203.20,11.85,20.25
48.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,110.37,19.19,0.63,26.42,13.65,74.78,9.44,5.18,163.91,56.52,111.18,36.25,18.00,170.81,25.00,1.97,6.88,87.69,6.39,9.98,85.48,6.44,19.77,186.04,185.92,23.30,67.10,67.88,23.30,184.17,197.14,184.23,0.00,74.91,53.40,44.98,50.17,53.05,30.67,30.56,30.55,41.17,41.18,0.00,0.00,203.20,11.85,20.25
