"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,95.82,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,93.48,38.07,26.38,203.81,14.58,1.97,0.00,43.84,6.39,9.98,41.00,6.44,9.48,206.57,0.00,59.11,0.00,59.42,42.48,0.00,160.10,0.00,0.00,67.01,30.93,50.42,44.74,53.05,30.67,30.56,30.55,42.50,42.52,21.09,21.09,132.03,0.00,0.00
2.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,99.67,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,98.16,38.07,30.73,203.81,14.58,1.97,0.00,43.84,6.39,9.98,52.90,6.44,12.24,212.76,0.00,41.43,0.00,55.14,41.43,90.71,96.69,0.00,0.00,67.01,30.93,66.56,0.00,53.05,30.67,30.56,30.55,41.83,41.85,21.13,21.13,134.17,0.00,0.00
3.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,86.51,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,82.14,38.07,27.40,205.79,14.58,1.97,0.00,43.84,6.39,9.98,62.47,6.44,14.45,144.33,144.33,47.23,0.00,67.34,37.05,0.00,197.14,0.00,0.00,67.01,45.00,41.95,36.88,53.05,30.67,30.56,30.55,41.83,41.85,24.74,24.74,139.08,0.00,0.00
4.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,104.44,19.19,0.63,26.42,14.92,60.00,9.44,5.18,163.91,56.52,103.97,38.07,29.55,215.11,14.58,1.97,0.00,43.84,6.39,9.98,67.79,6.44,15.68,221.80,0.00,67.00,0.00,67.36,27.53,0.00,105.75,99.70,0.00,67.01,45.00,59.22,0.00,53.05,30.67,30.56,30.55,41.83,41.85,35.96,35.96,137.23,0.00,0.00
5.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,90.82,19.19,0.63,26.42,10.99,60.00,9.44,5.18,163.91,56.52,87.39,38.07,30.69,221.80,14.58,1.97,0.00,43.84,6.39,9.98,68.60,6.44,15.87,144.33,144.33,48.35,0.00,67.44,52.83,0.00,105.89,99.83,0.00,67.01,45.00,43.28,41.61,53.05,30.67,30.56,30.55,42.50,42.52,57.42,57.41,137.94,0.00,0.00
6.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,92.21,19.19,0.63,26.42,10.96,60.00,9.44,5.18,163.91,56.52,89.08,38.07,34.20,224.82,14.58,1.97,0.00,43.84,6.39,9.98,70.39,6.44,16.28,144.33,144.33,67.06,0.00,67.42,37.40,0.00,104.67,98.64,0.00,67.01,45.00,43.67,42.98,53.05,30.67,30.56,30.55,42.21,42.23,66.72,66.71,138.40,0.00,0.00
7.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,105.82,19.19,0.63,26.42,10.96,60.00,9.44,5.18,163.91,56.52,105.64,38.07,35.37,227.23,14.58,1.97,0.00,43.84,6.39,9.98,68.73,6.44,15.90,0.00,224.50,67.03,0.00,67.41,33.31,0.00,93.02,87.01,0.00,67.01,45.00,39.73,46.13,53.05,30.67,30.56,30.55,42.50,42.52,47.07,47.07,132.96,0.00,0.00
8.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,104.75,19.19,0.63,26.42,10.96,60.00,9.44,5.18,163.91,56.52,104.34,38.07,35.37,223.14,14.58,1.97,0.00,43.84,6.39,9.98,67.37,6.44,15.58,0.00,223.24,66.93,0.00,67.32,32.28,0.00,171.20,0.00,0.00,67.01,45.00,43.20,41.35,53.05,30.67,30.56,30.55,42.36,42.37,47.30,47.29,130.26,0.00,0.00
9.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,103.30,19.19,0.63,26.42,10.96,60.00,9.44,5.18,163.91,56.52,102.57,38.07,33.79,216.74,14.58,1.97,0.00,43.84,6.39,9.98,62.55,6.44,14.47,0.00,220.89,53.07,0.00,53.07,53.07,0.00,144.91,0.00,0.00,67.01,45.00,42.21,37.97,53.05,30.67,30.56,30.55,41.31,41.33,29.84,29.84,124.36,0.00,0.00
10.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,102.03,19.19,0.63,26.42,9.55,60.00,9.44,5.18,163.91,56.52,101.03,38.07,32.64,207.77,14.58,1.97,0.00,43.84,6.39,9.98,57.47,6.44,13.29,0.00,218.42,50.39,0.00,50.39,50.39,0.00,125.99,0.00,0.00,67.01,45.00,41.62,34.90,53.05,30.67,30.56,30.55,41.31,41.33,21.16,21.16,120.57,0.00,0.00
11.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,103.43,19.19,0.63,26.42,2.47,60.00,9.44,5.18,163.91,56.52,102.73,38.07,29.55,210.46,14.58,1.97,0.00,43.84,6.39,9.98,56.87,6.44,13.15,0.00,220.34,60.49,0.00,60.82,28.64,0.00,123.98,0.00,0.00,67.01,30.93,41.51,35.43,53.05,30.67,30.56,30.55,41.17,41.18,21.78,21.78,118.70,0.00,0.00
12.00,48.41,29.95,67.13,635.03,206.59,7.75,6.65,103.99,19.19,0.63,26.42,12.26,60.00,9.44,5.18,163.91,56.52,103.41,38.07,35.37,212.39,14.58,1.97,0.00,43.84,6.39,9.98,60.22,6.44,13.93,0.00,221.36,66.69,0.00,67.07,22.09,0.00,148.49,0.00,0.00,0.00,62.41,37.79,42.64,53.05,30.67,30.56,30.55,41.31,41.33,24.88,24.88,123.46,0.00,0.00
