"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,70.03,29.52,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,82.10,5.13,2.82,164.07,112.47,97.31,39.92,18.00,204.87,33.33,4.42,6.88,87.77,0.00,6.39,9.98,74.55,9.54,17.26,150.36,0.00,62.26,61.87,21.89,21.89,98.40,109.45,98.40,5.67,74.99,67.06,45.91,40.60,52.16,30.70,30.59,30.58,84.94,61.30,50.22,50.21,203.40,17.59,20.27
2.00,55.08,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.79,5.13,2.82,164.07,112.47,97.31,39.92,18.00,204.87,33.33,4.42,6.88,87.77,0.00,6.39,9.98,64.60,9.54,14.96,150.36,0.00,46.19,20.60,46.19,46.19,81.89,94.84,81.90,5.67,74.99,67.06,22.28,30.38,52.16,30.70,30.59,30.58,85.00,61.69,49.77,49.77,203.40,17.59,20.27
3.00,55.08,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.48,5.13,2.82,164.07,112.47,97.31,39.92,18.00,204.67,33.33,4.42,6.88,87.77,0.00,6.39,9.98,56.89,9.54,13.17,150.36,0.00,53.72,64.27,20.60,20.60,118.54,127.07,0.00,5.67,74.99,67.06,20.60,28.84,52.16,30.70,30.59,30.58,85.00,61.69,29.68,29.68,203.40,17.59,20.27
4.00,72.37,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.79,5.13,2.82,164.07,112.47,97.31,39.92,4.12,204.87,33.33,4.42,6.88,87.77,0.00,6.39,9.98,33.13,9.54,7.67,144.18,0.00,20.60,66.20,20.60,0.00,131.24,139.81,0.00,5.67,74.99,75.00,46.76,41.15,52.16,30.70,30.59,30.58,20.60,85.00,53.79,53.78,203.40,17.59,20.27
5.00,72.37,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,82.10,5.13,2.82,164.07,112.47,97.31,39.92,18.00,204.87,33.33,4.42,6.88,87.77,0.00,6.39,9.98,36.39,9.54,8.42,144.18,0.00,67.57,0.00,20.60,0.00,139.13,148.76,0.00,5.67,74.99,75.00,46.40,45.78,52.16,30.70,30.59,30.58,20.60,20.60,60.31,60.30,203.40,17.59,20.27
6.00,72.37,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.79,5.13,2.82,164.07,112.47,97.31,39.92,18.00,204.87,33.33,4.42,6.88,87.77,0.00,6.39,9.98,54.55,9.54,12.63,150.36,0.00,33.04,22.24,22.42,22.25,175.94,180.17,0.00,5.67,74.99,76.38,50.40,42.05,52.16,30.70,30.59,30.58,39.39,23.25,0.00,0.00,203.40,17.59,20.27
7.00,63.84,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.79,5.13,2.82,164.07,112.47,97.31,39.92,4.12,205.06,33.33,4.42,6.88,87.77,0.00,6.39,9.98,61.47,9.54,14.23,151.95,0.00,54.04,64.39,20.60,20.60,179.83,184.03,0.00,5.67,74.99,75.00,37.45,38.18,52.16,30.70,30.59,30.58,24.29,0.00,0.00,0.00,203.40,17.59,20.27
8.00,52.37,28.92,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.48,5.13,2.82,164.07,112.47,97.31,39.92,18.00,204.67,33.33,4.42,6.88,87.77,0.00,6.39,9.98,25.94,9.54,6.01,150.36,0.00,20.60,58.88,59.56,20.60,0.00,80.33,0.00,5.67,74.99,67.06,0.00,36.99,52.16,30.70,30.59,30.58,61.30,84.94,0.00,0.00,203.40,17.59,20.27
9.00,72.37,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,82.10,5.13,2.82,164.07,112.47,130.82,39.92,18.00,204.87,33.33,4.42,6.88,87.77,0.00,6.39,9.98,0.00,9.54,0.00,0.00,0.00,20.60,20.60,0.00,0.00,109.49,115.93,109.50,5.67,74.99,75.00,50.63,41.81,52.16,30.70,30.59,30.58,85.00,44.20,0.00,0.00,203.40,17.59,20.27
10.00,72.37,29.98,67.20,626.61,204.04,3.09,3.24,110.48,17.58,1.52,30.17,14.93,81.79,5.13,2.82,164.07,112.47,132.84,39.92,4.12,205.06,33.33,4.42,6.88,87.77,0.00,6.39,9.98,0.00,9.54,0.00,0.00,0.00,20.60,40.49,0.00,0.00,136.38,145.64,136.42,5.67,74.99,75.00,54.29,42.96,52.16,30.70,30.59,30.58,39.47,20.60,0.00,0.00,203.40,17.59,20.27
