"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.37,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.40,26.00,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,8.10,19.40,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,12.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.00,0.18,18.00,0.00,1.00,30.10,15.70,0.30,0.10,0.00,31.10,3.00,0.00,2.00,0.00
2.00,0.00,23.49,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.40,11.22,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,7.60,17.70,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,6.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.66,0.88,18.00,0.00,1.00,27.50,14.00,0.20,0.10,0.00,26.70,4.00,0.00,2.00,0.00
3.00,0.00,23.37,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.10,10.14,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,7.30,16.20,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,3.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.66,0.83,18.00,0.00,1.00,25.50,12.60,0.20,0.10,0.00,22.60,3.90,0.00,2.00,0.00
4.00,0.00,23.43,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.00,9.38,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,7.10,14.70,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,3.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.74,0.85,18.00,0.00,1.00,23.40,11.20,0.10,0.10,0.00,20.80,3.80,0.00,2.00,0.00
5.00,0.00,23.38,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.00,7.83,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,6.90,13.40,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,2.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.78,0.95,18.00,0.00,1.00,21.30,9.90,0.10,0.10,0.00,19.80,4.50,0.00,2.00,0.00
6.00,0.00,23.48,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.00,6.03,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,7.10,13.30,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,2.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.81,1.08,18.00,0.00,1.00,20.60,9.00,0.10,0.10,0.00,20.10,5.50,0.00,2.00,0.00
7.00,0.00,23.46,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,4.00,4.73,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,7.50,13.80,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,2.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.77,1.07,18.00,0.00,1.00,20.30,8.30,0.10,0.10,0.00,20.90,5.70,0.00,2.00,0.00
8.00,0.00,23.35,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,3.90,3.61,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,7.90,15.00,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,2.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.72,1.02,18.00,0.00,1.00,22.30,9.20,0.10,0.20,0.00,24.30,5.70,0.00,2.00,0.00
9.00,0.00,23.49,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.20,3.70,3.17,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,8.40,16.80,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,2.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.75,1.06,18.00,0.00,1.00,24.80,10.60,0.10,0.20,0.00,28.60,5.60,0.00,2.00,0.00
10.00,0.00,23.37,0.00,14.00,4.20,7.80,12.29,19.22,1.80,0.70,3.50,10.00,0.10,0.00,18.05,0.00,9.20,3.60,2.96,8.10,8.70,15.41,4.60,19.32,19.32,19.51,19.51,2.60,0.00,8.90,17.90,3.52,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,3.00,12.88,20.00,19.51,8.40,0.00,6.99,10.00,2.40,0.81,1.13,18.00,0.00,1.00,27.40,12.10,0.10,0.30,0.00,32.50,5.50,0.00,2.00,0.00
