"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,73.90,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.79,0.00,228.42,53.71,49.55,60.04,22.03,184.35,197.33,184.41,2.94,74.99,65.11,66.62,62.40,76.75,15.06,15.06,15.05,87.20,87.36,94.97,88.42,155.00,20.46,20.42,22.16,21.95,0.00
2.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,75.64,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.79,0.00,228.42,48.89,46.20,46.80,35.85,184.35,197.33,184.41,2.32,74.99,65.11,66.62,62.40,76.75,17.81,0.00,17.78,87.20,87.36,93.12,84.14,155.00,20.46,20.42,22.16,21.95,0.00
3.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,74.77,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.32,0.00,228.42,42.21,52.99,53.40,21.97,184.35,197.33,184.41,1.99,74.99,65.11,66.62,62.40,76.75,0.00,0.00,30.58,87.20,87.36,93.32,81.85,155.00,20.46,20.42,22.16,21.95,0.00
4.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,73.44,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,17.95,0.00,228.42,33.41,44.72,58.69,26.84,184.35,197.33,184.41,0.00,74.99,65.11,66.62,62.40,76.75,0.00,0.00,0.00,87.20,87.36,102.73,84.88,155.00,20.46,20.42,22.16,21.95,0.00
5.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,29.36,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,16.60,0.00,228.42,20.60,57.54,39.87,39.87,184.35,197.33,184.41,0.00,74.99,65.11,66.62,62.40,76.75,0.00,0.00,0.00,87.20,87.36,84.63,84.60,155.00,20.46,20.42,22.16,21.95,0.00
6.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,68.68,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,16.60,0.00,228.42,29.04,43.62,21.85,26.71,184.35,197.33,184.41,0.00,74.99,65.11,66.62,62.40,76.75,0.00,0.00,0.00,87.20,85.00,95.71,92.12,155.00,20.46,20.42,22.16,21.95,0.00
7.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,56.21,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.79,0.00,228.42,21.02,21.00,21.01,35.97,184.35,197.33,184.41,0.00,74.99,65.11,66.62,62.40,76.75,0.00,0.00,0.00,87.20,87.36,109.83,64.40,155.00,20.46,20.42,22.16,21.95,0.00
8.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,62.24,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.47,0.00,228.42,20.60,20.60,20.60,48.43,184.35,197.33,184.41,0.00,74.99,65.11,66.62,62.40,76.75,0.00,0.00,0.00,87.20,87.36,110.37,63.18,155.00,20.46,20.42,22.16,21.95,0.00
9.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,82.91,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.79,0.00,228.42,28.32,43.07,55.53,25.15,184.35,197.33,184.41,1.11,74.99,65.11,66.62,62.40,76.75,0.00,17.03,0.00,87.20,87.36,103.38,77.32,155.00,20.46,20.42,22.16,21.95,0.00
10.00,78.57,29.98,67.20,650.00,211.66,6.91,7.25,110.48,19.21,3.37,38.90,0.00,87.68,7.27,3.91,80.39,112.47,132.84,47.08,214.98,13.89,6.88,43.97,0.00,6.39,0.00,47.49,5.47,19.79,0.00,228.42,42.75,36.95,57.83,21.97,184.35,197.33,184.41,1.73,74.99,65.11,66.62,62.40,76.75,0.00,26.63,0.00,87.20,87.36,97.10,88.57,155.00,20.46,20.42,22.16,21.95,0.00
