"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,68.32,29.95,43.97,601.24,146.88,7.98,8.37,110.37,16.68,0.37,0.00,14.92,118.14,5.13,2.82,118.96,90.88,106.56,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,85.48,3.45,19.77,0.00,0.00,20.62,51.75,52.12,51.86,0.00,0.00,125.13,3.98,67.01,67.01,36.42,45.76,27.99,30.67,30.56,0.00,82.47,0.00,47.94,0.00,128.89
2.00,62.70,29.95,43.97,601.24,146.88,7.98,8.37,110.37,16.68,0.37,0.00,14.92,108.91,5.13,2.82,118.96,88.71,106.56,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,85.48,3.45,19.77,0.00,0.00,57.30,0.00,57.60,21.45,0.00,0.00,66.72,3.98,67.01,67.01,28.84,43.92,27.99,30.67,30.56,0.00,35.22,0.00,95.19,0.00,124.74
3.00,63.93,29.95,43.97,601.24,146.88,7.98,8.37,108.29,16.68,0.37,0.00,14.92,109.14,5.13,2.82,118.96,88.57,104.02,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,85.48,3.45,19.77,0.00,0.00,66.15,0.00,66.52,0.00,0.00,0.00,71.64,3.98,0.00,75.00,27.59,43.48,27.99,30.67,30.56,0.00,30.30,0.00,100.11,0.00,125.66
4.00,72.37,29.95,43.97,601.24,146.88,7.98,8.37,92.69,16.68,0.37,0.00,14.92,92.41,5.13,2.82,118.96,86.20,85.04,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,83.36,3.45,19.28,0.00,0.00,67.50,0.00,39.89,0.00,0.00,0.00,66.49,3.26,0.00,67.01,38.16,49.81,27.99,25.10,25.00,0.00,50.90,0.00,85.52,0.00,118.54
5.00,63.03,29.95,43.97,601.24,146.88,7.98,8.37,88.84,16.68,0.37,0.00,14.92,86.80,5.13,2.82,118.96,85.36,80.36,0.00,18.00,73.79,0.00,1.33,6.88,65.01,6.39,0.00,72.77,3.45,16.83,0.00,0.00,67.50,0.00,67.88,0.00,0.00,0.00,66.49,2.83,0.00,67.01,28.36,44.88,27.99,21.75,21.69,0.00,41.17,0.00,89.24,0.00,116.73
6.00,72.37,29.95,43.97,601.24,146.88,7.98,8.37,82.33,16.68,0.37,0.00,14.92,81.71,5.13,2.82,118.96,83.67,72.43,0.00,18.00,73.79,0.00,1.33,6.88,65.01,6.39,0.00,52.09,3.45,12.05,0.00,0.00,53.58,0.00,53.81,0.00,0.00,0.00,66.49,2.07,0.00,67.01,41.10,46.53,27.99,15.89,15.88,0.00,52.82,0.00,83.60,0.00,113.53
7.00,63.36,29.95,43.97,601.24,146.88,7.98,8.37,84.30,16.68,0.37,0.00,14.92,84.57,5.13,2.82,118.96,84.53,74.83,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,59.79,3.45,13.83,0.00,0.00,67.01,0.00,67.38,0.00,0.00,0.00,66.49,1.88,0.00,67.01,30.11,44.32,27.99,14.45,14.44,0.00,70.21,0.00,60.20,0.00,116.16
8.00,72.37,29.95,43.97,601.24,146.88,7.98,8.37,87.90,16.68,0.37,0.00,14.92,94.14,5.13,2.82,118.96,85.68,79.21,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,68.68,3.45,15.89,0.00,0.00,53.58,0.00,53.81,0.00,0.00,0.00,66.49,2.32,0.00,67.01,40.55,47.08,27.99,17.82,17.80,0.00,65.33,0.00,71.09,0.00,120.75
9.00,64.61,29.95,43.97,601.24,146.88,7.98,8.37,85.10,16.68,0.37,0.00,14.92,89.98,5.13,2.82,118.96,84.53,75.81,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,63.21,3.45,14.62,0.00,0.00,65.14,0.00,65.50,0.00,0.00,0.00,66.49,1.88,0.00,67.01,29.39,44.42,27.99,28.92,0.00,0.00,64.81,0.00,65.60,0.00,118.58
10.00,64.18,29.95,43.97,601.24,146.88,7.98,8.37,85.07,16.68,0.37,0.00,14.92,90.27,5.13,2.82,118.96,84.16,75.77,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,65.17,3.45,15.08,0.00,0.00,65.79,0.00,66.16,0.00,0.00,0.00,66.49,2.00,0.00,67.01,30.92,44.55,27.99,30.67,0.00,0.00,70.21,0.00,60.20,0.00,118.88
11.00,64.74,29.95,43.97,601.24,146.88,7.98,8.37,85.53,16.68,0.37,0.00,14.92,88.32,5.13,2.82,118.96,83.99,76.33,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,64.95,3.45,15.02,0.00,0.00,64.94,0.00,65.30,0.00,0.00,0.00,66.49,2.00,0.00,67.01,29.11,44.01,27.99,30.67,0.00,0.00,35.45,0.00,94.97,0.00,118.16
12.00,65.14,29.95,43.97,601.24,146.88,7.98,8.37,75.99,16.68,0.37,0.00,14.92,81.71,5.13,2.82,118.96,69.86,64.72,0.00,15.07,73.79,0.00,1.33,6.88,65.01,6.39,0.00,60.24,3.45,13.93,0.00,0.00,61.17,0.00,67.88,0.00,0.00,0.00,66.49,0.00,0.00,0.00,29.88,44.25,27.99,0.00,0.00,0.00,41.27,0.00,109.76,0.00,77.00
13.00,66.21,29.69,43.97,601.24,146.88,7.98,8.37,36.76,16.68,0.37,0.00,14.92,81.71,5.13,2.82,118.96,69.86,16.99,0.00,18.00,73.79,0.00,1.33,6.88,65.01,0.00,0.00,60.24,3.45,13.93,0.00,0.00,56.05,0.00,67.88,0.00,0.00,0.00,66.49,0.00,0.00,0.00,32.01,44.83,27.99,0.00,0.00,0.00,52.11,0.00,110.26,0.00,21.80
