"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,18.09,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.66,21.76,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,20.67,54.29,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,15.06,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.99,13.58,18.00,0.00,0.00,0.00,1.22,44.83,72.63,3.46,2.14,0.00,83.42,16.00,0.00,1.04,0.00,0.00,5.00,0.00,11.00
2.00,0.00,18.09,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.66,21.76,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,20.67,54.29,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,15.06,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.99,13.58,18.00,0.00,0.00,0.00,1.22,44.83,72.63,3.46,2.14,0.00,83.42,16.00,0.00,1.04,0.00,0.00,5.00,0.00,11.00
3.00,0.00,18.22,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.56,18.92,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,19.43,52.44,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,10.69,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.84,13.40,18.00,0.00,0.00,0.00,1.22,43.66,71.38,3.21,1.97,0.00,81.53,12.05,0.00,1.00,0.00,0.00,5.00,0.00,11.00
4.00,0.00,18.12,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.12,16.40,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.12,51.16,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,7.78,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.76,13.27,18.00,0.00,0.00,0.00,1.22,43.90,70.84,3.04,1.87,0.00,80.16,9.05,0.00,1.00,0.00,0.00,5.00,0.00,11.00
5.00,0.00,17.94,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.09,14.04,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,17.28,48.42,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,6.02,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.76,13.38,18.00,0.00,0.00,0.00,1.22,43.95,71.15,2.75,1.60,0.00,78.79,6.52,0.00,1.00,0.00,0.00,5.00,0.00,11.00
6.00,0.00,17.70,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.21,11.72,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,16.61,45.20,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,4.65,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.77,13.58,18.00,0.00,0.00,0.00,1.22,43.94,71.72,2.41,1.26,0.00,77.42,4.15,0.00,0.96,0.00,0.00,5.00,0.00,11.00
7.00,0.00,18.56,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.17,10.04,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,17.22,44.41,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,5.37,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.79,13.57,18.00,0.00,0.00,0.00,1.22,43.90,70.77,2.13,1.08,0.00,77.67,3.82,0.00,1.00,0.00,0.00,5.00,0.00,11.00
8.00,0.00,19.47,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,16.08,8.57,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.25,44.43,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,6.80,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.80,13.48,18.00,0.00,0.00,0.00,1.22,43.85,69.30,1.86,0.95,0.00,78.47,4.17,0.00,0.96,0.00,0.00,5.00,0.00,11.00
9.00,0.00,19.32,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,15.60,7.74,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.64,45.56,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,8.36,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,9.95,13.69,18.00,0.00,0.00,0.00,1.22,42.72,68.38,1.88,1.03,0.00,79.14,6.25,0.00,0.92,0.00,0.00,5.00,0.00,11.00
10.00,0.00,19.46,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.60,15.00,7.11,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.82,47.05,1.75,27.00,3.20,10.00,0.00,17.86,0.00,0.60,4.00,4.00,5.00,2.40,9.97,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,10.14,13.98,18.00,0.00,0.00,0.00,1.22,41.23,67.64,2.00,1.18,0.00,79.77,8.91,0.00,0.96,0.00,0.00,5.00,0.00,11.00
11.00,0.00,19.34,0.00,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.00,0.01,3.10,0.00,7.60,14.14,7.27,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.65,47.44,1.75,27.00,3.20,10.00,0.03,17.86,0.00,0.60,4.00,4.00,5.00,2.40,10.18,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,10.63,14.24,18.00,0.00,0.00,0.00,1.22,39.79,66.84,2.06,1.25,0.05,80.07,10.52,0.00,0.92,0.00,0.00,5.00,25.00,11.00
12.00,3.09,20.17,0.85,14.00,3.00,8.00,2.60,5.30,1.20,0.40,3.50,18.00,0.34,0.67,3.10,0.00,7.60,13.21,7.70,0.00,4.30,6.50,4.30,18.45,10.00,3.50,5.00,2.80,1.54,18.38,47.46,1.75,27.00,3.20,10.00,12.07,17.86,1.17,0.60,4.00,4.00,5.00,2.40,9.91,5.30,7.00,14.56,3.00,10.70,7.95,4.00,2.40,11.21,14.48,18.00,0.00,0.00,0.00,1.22,38.36,66.03,2.10,1.29,6.86,80.26,11.79,0.00,0.92,5.88,16.68,5.00,50.00,11.00
