"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CS INTIPAMPA EXP","CTCASAGRANDE"
1.00,4.32,15.83,4.52,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,10.99,15.29,14.00,0.00,0.00,16.16,72.90,7.00,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,12.57,25.34,83.90,2.20,27.00,5.00,18.05,110.15,17.95,27.53,0.60,19.51,19.51,19.51,0.00,126.20,9.50,15.00,4.00,10.80,8.11,5.80,2.40,5.37,6.43,18.90,0.00,0.00,0.37,1.00,103.00,98.80,11.30,11.76,86.77,109.40,119.00,0.10,2.00,61.79,243.87,11.00,156.69,5.36,23.00
2.00,1.98,15.82,1.98,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,1.69,11.84,14.00,0.00,0.00,15.44,72.60,7.00,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,9.45,25.11,83.31,2.20,27.00,5.00,18.05,68.07,17.95,17.13,0.60,19.51,19.51,19.51,0.00,126.30,9.50,15.00,4.00,10.80,8.11,5.80,2.40,5.17,6.16,18.90,0.00,0.00,0.25,1.00,100.90,98.50,11.30,11.39,59.51,107.97,119.00,0.00,2.00,38.40,201.59,11.00,111.58,2.68,23.00
3.00,0.55,16.12,0.18,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,6.93,14.00,0.00,0.00,14.57,72.30,7.00,0.00,4.80,3.60,17.56,13.46,11.71,15.61,0.00,4.25,24.85,82.74,2.20,27.00,5.00,18.05,29.94,17.95,7.10,0.60,19.51,19.51,19.51,0.00,125.30,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.90,5.69,18.90,0.00,0.00,0.09,1.00,98.70,97.60,11.00,10.95,27.73,106.19,118.00,0.00,2.00,15.26,70.65,11.00,55.60,1.34,23.00
4.00,0.09,15.77,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,2.57,14.00,0.00,0.00,13.23,71.40,7.60,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.98,24.57,82.18,2.20,27.00,5.00,18.05,9.92,17.95,2.33,0.60,19.51,19.51,19.51,0.00,123.80,9.50,15.00,4.00,10.80,8.11,5.80,2.40,4.42,4.62,18.90,0.00,0.00,0.04,1.00,96.70,96.80,10.60,10.30,9.37,104.41,114.00,0.00,2.00,4.36,12.57,11.00,15.43,0.00,23.00
5.00,0.00,16.20,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,0.43,14.00,0.00,0.00,11.99,68.70,7.50,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.09,24.38,81.37,2.20,27.00,5.00,18.05,1.18,17.95,0.23,0.60,19.51,19.51,19.51,0.00,120.80,9.50,15.00,4.00,10.80,8.11,5.80,2.40,3.91,3.59,18.90,0.00,0.00,0.00,1.00,95.10,96.50,10.00,9.56,0.85,102.79,108.00,0.00,2.00,0.50,1.37,11.00,1.43,0.00,23.00
6.00,0.00,17.39,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,0.00,14.00,0.00,0.00,11.05,64.80,7.30,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.00,24.29,80.30,2.20,27.00,5.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,0.00,116.40,9.50,15.00,4.00,10.80,8.11,5.80,2.40,3.28,2.70,18.90,0.00,0.00,0.00,1.00,93.00,95.80,9.40,8.57,0.00,101.17,100.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
7.00,0.00,17.58,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,0.00,14.00,0.00,0.00,10.25,57.50,7.30,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.00,24.20,79.30,2.20,27.00,5.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,0.00,108.10,9.50,15.00,4.00,10.80,8.11,5.80,2.40,2.72,1.93,18.90,0.00,0.00,0.00,1.00,89.20,94.30,9.00,7.71,0.00,99.64,90.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
8.00,0.00,17.86,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,0.00,14.00,0.00,0.00,9.89,50.60,7.30,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.00,24.11,78.35,2.20,27.00,5.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,0.00,100.10,9.50,15.00,4.00,10.80,8.11,5.80,2.40,2.37,1.56,18.90,0.00,0.00,0.00,1.00,85.60,92.90,8.70,7.27,0.00,98.10,80.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
9.00,0.00,18.27,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,0.00,14.00,0.00,0.00,9.38,45.10,7.30,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.00,24.01,77.18,2.20,27.00,5.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,0.00,93.10,9.50,15.00,4.00,10.80,8.11,5.80,2.40,2.01,1.26,18.90,0.00,0.00,0.00,1.00,82.70,91.90,8.30,6.71,0.00,96.46,69.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
10.00,0.00,18.63,0.00,18.00,0.00,7.90,5.80,7.00,1.50,0.00,3.00,19.26,0.00,0.00,14.00,0.00,0.00,8.48,40.10,7.30,0.00,15.41,3.60,17.56,13.46,11.71,15.61,0.00,0.00,23.91,75.78,2.20,27.00,5.00,18.05,0.00,17.95,0.00,0.60,19.51,19.51,19.51,0.00,85.90,9.50,15.00,4.00,10.80,8.11,5.80,2.40,1.66,1.18,18.90,0.00,0.00,0.00,1.00,79.20,91.10,7.80,5.80,0.00,94.83,59.00,0.00,2.00,0.00,0.00,11.00,0.00,0.00,23.00
