"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,51.94,3.46,18.30,220.60,0.00,67.57,67.16,41.71,29.23,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,85.00,63.17,69.46,110.32,203.40,19.44,20.27,16.80,22.00
2.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,38.55,3.46,15.20,220.60,0.00,67.57,67.16,41.71,29.23,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,85.00,63.17,69.46,110.32,203.40,19.44,20.27,22.80,16.00
3.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,38.55,3.46,15.20,220.60,0.00,67.57,67.16,41.71,29.23,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,63.17,85.00,69.46,110.32,203.40,19.44,20.27,16.80,22.00
4.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,38.55,3.46,15.20,220.60,0.00,67.57,67.16,41.71,29.23,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,63.17,85.00,69.46,110.32,203.40,19.44,20.27,16.80,22.00
5.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,38.09,3.46,15.10,220.60,0.00,67.57,67.16,41.71,29.23,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,0.00,85.00,63.17,81.13,110.32,203.40,19.44,20.27,16.80,22.58
6.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,39.02,3.46,15.31,220.60,0.00,0.00,28.72,41.26,67.39,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,0.00,85.00,63.17,69.46,110.32,203.40,19.44,20.27,22.80,22.58
7.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,38.55,3.46,15.20,220.60,0.00,0.00,45.37,45.83,45.83,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,0.00,63.17,85.00,69.46,110.32,203.40,19.44,20.27,22.80,22.58
8.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,38.55,3.46,15.20,220.60,0.00,67.57,41.07,67.94,28.90,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,0.00,85.00,67.05,77.24,110.32,203.40,19.44,20.27,16.80,22.58
9.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,6.28,197.78,191.98,67.57,41.03,28.94,67.39,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,63.17,81.12,110.32,203.40,19.44,20.27,16.80,22.58
10.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,6.28,191.10,186.41,67.57,41.00,67.94,28.97,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,63.43,80.86,110.32,203.40,19.44,20.27,16.80,22.58
11.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,112.47,132.84,18.00,216.79,33.23,4.22,6.88,83.14,0.00,6.39,9.98,50.17,3.46,17.89,0.00,219.46,67.57,67.16,41.71,29.23,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,30.58,67.40,85.00,71.06,110.32,203.40,19.44,20.27,16.80,22.58
12.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,112.47,132.84,18.00,216.79,33.23,4.22,6.88,83.14,0.00,6.39,9.98,58.37,3.46,19.79,0.00,220.60,0.00,66.20,20.60,20.60,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,30.58,85.00,66.66,71.81,110.32,203.40,19.44,20.27,16.80,22.58
13.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,112.47,132.84,37.90,216.79,33.23,4.22,6.88,83.14,0.00,6.39,9.98,0.00,3.46,6.28,0.00,150.36,0.00,0.00,0.00,0.00,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,85.00,110.37,110.32,203.40,19.44,20.27,22.80,22.58
14.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,112.47,132.84,18.00,216.79,33.23,4.22,6.88,83.14,0.00,6.39,9.98,0.00,3.46,6.28,0.00,144.18,0.00,0.00,0.00,20.60,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,63.25,20.60,110.32,203.40,19.44,20.27,16.80,22.58
15.00,78.56,29.98,67.20,596.92,194.37,9.09,9.95,91.81,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,25.20,132.83,36.13,216.79,33.23,4.22,0.00,83.14,0.00,6.39,9.98,0.00,3.45,6.28,0.00,150.36,0.00,0.00,0.00,0.00,184.34,197.33,184.41,5.67,74.99,67.05,59.28,66.54,57.92,30.70,30.58,30.58,85.00,85.00,110.37,110.32,203.40,19.44,20.27,22.80,22.58
16.00,78.56,0.00,67.20,596.91,194.36,9.09,9.95,110.47,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,5.15,132.84,44.97,216.79,0.00,4.22,0.00,83.14,0.00,0.00,9.98,0.00,3.15,6.28,0.00,144.18,0.00,0.00,0.00,0.00,163.18,179.44,163.25,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.58,30.58,85.00,85.00,110.37,110.32,203.40,19.44,20.27,22.80,22.58
17.00,78.57,29.98,67.20,596.93,194.38,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,55.43,132.84,18.00,216.79,33.23,4.22,0.00,83.14,16.00,6.39,9.98,0.00,3.46,6.28,0.00,144.18,0.00,0.00,0.00,20.60,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.58,30.58,63.24,85.00,20.61,110.32,203.40,19.44,20.27,16.80,22.58
18.00,78.57,29.98,67.20,596.93,194.38,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,37.92,132.84,18.00,216.79,33.23,4.22,0.00,83.14,16.00,6.39,9.98,0.00,3.46,6.28,0.00,144.18,0.00,0.00,0.00,20.60,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.58,30.58,63.25,85.00,20.61,110.32,203.40,19.44,20.27,16.80,22.58
