"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,4.61,23.68,4.41,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,7.90,9.33,17.49,0.00,8.00,4.35,22.48,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,4.68,4.70,18.05,3.15,27.00,19.44,18.46,15.70,17.88,5.19,0.60,19.44,19.44,19.44,2.40,69.87,12.83,19.92,8.00,10.70,8.10,17.49,2.40,8.19,4.35,18.00,0.63,1.00,49.68,60.20,2.35,4.01,13.20,37.31,82.95,0.20,2.00,66.10,147.40,0.00,117.70,0.00,0.24,5.91,0.00
2.00,1.54,23.56,2.81,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,6.00,8.01,17.49,0.00,8.00,4.08,23.56,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,3.70,5.14,19.29,3.15,27.00,19.44,18.46,11.90,17.88,4.13,0.60,19.44,19.44,19.44,2.40,78.23,12.83,19.92,8.00,10.70,8.10,17.49,2.40,6.32,2.75,18.00,0.59,1.00,50.99,62.03,2.74,3.98,10.10,38.29,85.31,0.10,2.00,62.00,145.30,0.00,114.60,0.00,0.20,4.74,0.00
3.00,0.24,23.75,1.35,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,3.94,6.88,17.49,0.00,8.00,3.81,22.77,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,2.89,5.77,20.85,3.15,27.00,19.44,18.46,9.00,17.88,3.47,0.60,19.44,19.44,19.44,2.40,86.33,12.83,19.92,8.00,10.70,8.10,17.49,2.40,4.24,1.42,18.00,0.50,1.00,45.90,59.47,3.02,4.43,7.80,35.34,99.99,0.10,2.00,59.40,119.60,0.00,99.20,0.00,0.16,4.38,0.00
4.00,0.01,23.79,1.05,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,1.97,5.18,17.49,0.00,8.00,3.34,22.17,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,2.02,6.18,22.01,3.15,27.00,19.44,18.46,6.80,17.88,2.48,0.60,19.44,19.44,19.44,2.40,99.21,12.83,19.92,8.00,10.70,8.10,17.49,2.40,3.04,0.82,18.00,0.36,1.00,40.46,55.84,3.08,4.67,6.10,34.32,123.44,0.10,2.00,56.80,95.70,0.00,56.10,0.00,0.12,4.01,0.00
5.00,0.00,23.66,0.72,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.42,3.55,17.49,0.00,8.00,2.49,23.28,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,1.24,6.44,22.81,3.15,27.00,19.44,18.46,4.40,17.88,1.49,0.60,19.44,19.44,19.44,2.40,106.20,12.83,19.92,8.00,10.70,8.10,17.49,2.40,2.24,0.39,18.00,0.31,1.00,38.19,55.02,2.92,4.31,4.20,33.48,130.45,0.10,2.00,33.20,70.70,0.00,13.20,0.00,0.08,3.30,0.00
6.00,0.00,23.62,0.18,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,2.06,17.49,0.00,8.00,1.63,25.09,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.55,6.66,23.48,3.15,27.00,19.44,18.46,2.10,17.88,0.62,0.60,19.44,19.44,19.44,2.40,109.94,12.83,19.92,8.00,10.70,8.10,17.49,2.40,1.63,0.13,18.00,0.22,1.00,37.48,55.58,2.67,3.66,2.20,32.70,128.41,0.10,2.00,19.00,35.70,0.00,0.80,0.00,0.06,2.58,0.00
7.00,0.00,24.07,0.01,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.71,17.49,0.00,8.00,0.98,25.76,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.11,7.02,24.17,3.15,27.00,19.44,18.46,0.70,17.88,0.12,0.60,19.44,19.44,19.44,2.40,107.32,12.83,19.92,8.00,10.70,8.10,17.49,2.40,1.26,0.07,18.00,0.07,1.00,39.15,60.17,2.24,3.30,0.80,36.37,121.21,0.00,2.00,11.20,12.30,0.00,0.10,22.00,0.03,1.29,0.00
8.00,0.00,23.75,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.21,17.49,0.00,8.00,0.56,25.90,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.02,7.39,24.91,3.15,27.00,19.44,18.46,0.20,17.88,0.03,0.60,19.44,19.44,19.44,2.40,102.38,12.83,19.92,8.00,10.70,8.10,17.49,2.40,1.08,0.08,18.00,0.04,1.00,41.40,65.06,1.86,3.06,0.20,40.58,111.14,0.00,2.00,0.30,0.60,11.00,0.00,22.00,0.01,0.00,0.00
9.00,0.00,23.83,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.26,25.79,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,7.64,25.46,3.15,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,96.22,12.83,19.92,8.00,10.70,8.10,17.49,2.40,0.77,0.07,18.00,0.00,1.00,43.38,69.74,1.65,2.80,0.00,43.19,97.33,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
10.00,0.00,23.82,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.09,26.39,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,7.83,26.28,3.15,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,92.05,12.83,19.92,8.00,10.70,8.10,17.49,2.40,0.46,0.07,18.00,0.00,1.00,43.77,73.69,1.58,2.48,0.00,44.39,86.55,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
