"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,8.26,23.94,6.10,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,10.49,14.21,0.00,0.00,8.40,3.10,23.00,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.43,22.50,83.77,3.25,0.00,19.51,19.32,130.14,18.15,36.44,0.60,19.51,19.51,19.51,2.40,61.13,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,2.20,2.20,18.00,0.41,1.23,86.56,95.84,3.30,3.70,98.76,100.00,31.65,0.10,2.00,59.02
2.00,11.00,23.88,8.58,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,13.47,15.59,0.00,0.00,8.40,2.20,24.80,4.80,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,14.79,23.10,87.26,3.25,0.00,19.51,19.32,134.41,18.15,37.12,0.60,19.51,19.51,19.51,2.40,61.58,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,2.00,2.10,18.00,0.56,1.23,86.56,95.42,3.80,4.10,102.10,103.00,23.18,0.20,2.00,67.21
3.00,13.66,24.08,11.32,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,15.84,16.31,0.00,0.00,8.40,1.80,29.20,7.40,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.10,24.70,93.07,3.25,0.00,19.51,19.32,136.92,18.15,37.42,0.60,19.51,19.51,19.51,2.40,57.87,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.80,1.90,18.00,0.69,1.23,82.70,95.87,5.20,5.00,103.95,109.00,21.52,0.20,2.00,71.16
4.00,15.55,23.66,14.22,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,17.24,16.65,0.00,0.00,8.40,1.50,33.50,8.00,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.23,26.00,93.04,3.25,0.00,19.51,19.32,138.51,18.15,37.53,0.60,19.51,19.51,19.51,2.40,60.33,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.60,1.70,18.00,0.77,1.23,84.38,91.57,6.50,5.90,105.07,114.00,21.46,0.30,2.00,73.20
5.00,16.70,23.91,16.92,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,18.32,16.84,0.00,0.00,8.40,1.70,38.40,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.27,26.60,95.36,3.25,0.00,19.51,19.32,139.28,18.15,37.64,0.60,19.51,19.51,19.51,2.40,61.32,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.60,1.60,18.00,0.84,1.23,87.12,92.66,7.90,6.90,105.76,117.00,21.22,0.30,2.00,74.55
6.00,17.59,24.02,18.93,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,18.96,17.09,0.00,0.00,8.40,2.00,43.10,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.35,27.10,97.03,3.25,0.00,19.51,19.32,140.17,18.15,37.92,0.60,19.51,19.51,19.51,2.40,67.19,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.70,1.70,18.00,0.86,1.23,83.92,92.97,9.20,8.00,106.34,120.00,28.59,0.30,2.00,75.82
7.00,18.13,23.90,19.76,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,18.97,17.46,0.00,0.00,8.40,2.80,47.20,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.56,27.20,97.42,3.25,0.00,19.51,19.32,141.73,18.15,38.81,0.60,19.51,19.51,19.51,2.40,62.66,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,1.80,1.80,18.00,0.85,1.23,84.76,92.92,10.10,9.10,106.99,120.00,38.77,0.40,2.00,77.03
8.00,18.33,23.99,19.89,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,18.95,17.69,0.00,0.00,8.40,3.70,51.50,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.71,27.20,92.87,3.25,0.00,19.51,19.32,142.65,18.15,39.34,0.60,19.51,19.51,19.51,2.40,68.32,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,2.20,2.10,18.00,0.87,1.23,80.61,88.14,11.00,9.90,107.53,119.00,54.44,0.40,2.00,77.75
9.00,18.36,23.84,19.85,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,18.96,17.80,0.00,0.00,8.40,4.50,56.10,8.10,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.77,26.90,93.30,3.25,0.00,19.51,19.32,142.87,18.15,39.33,0.60,19.51,19.51,19.51,2.40,69.59,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,3.40,2.90,18.00,0.86,1.23,80.98,88.92,11.60,10.30,107.66,118.00,66.57,0.40,2.00,78.15
10.00,18.23,23.44,19.38,6.00,3.00,7.30,12.29,19.22,1.80,0.00,3.50,0.00,18.97,17.81,0.00,0.00,8.40,5.10,59.60,6.30,10.73,15.61,5.00,19.32,19.32,19.51,19.51,2.60,15.79,26.60,88.78,3.25,0.00,19.51,19.32,142.85,18.15,39.19,0.60,19.51,19.51,19.51,2.40,76.20,12.88,20.49,19.51,8.40,0.00,6.63,0.00,2.40,4.30,3.50,18.00,0.86,1.23,81.66,89.49,12.20,10.60,107.64,117.00,82.32,0.40,2.00,78.25
