"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,9.35,22.81,6.87,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,11.28,11.84,19.00,0.00,7.20,13.16,16.14,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,7.69,3.17,12.04,3.24,27.00,20.00,19.00,32.00,19.00,11.97,0.60,19.70,19.70,19.70,2.40,64.66,12.47,20.00,8.00,0.00,8.10,20.00,2.40,6.38,3.50,18.00,0.63,0.00,43.54,55.34,2.71,3.56,32.35,36.90,64.04,0.20,2.00,34.70,98.88,11.00,73.44,22.00,0.25,16.04,64.41
2.00,5.41,22.63,4.80,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,9.09,10.22,19.00,0.00,7.20,14.31,16.89,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,6.04,3.27,12.78,3.24,27.00,20.00,19.00,29.32,19.00,9.00,0.60,19.70,19.70,19.70,2.40,76.00,12.47,20.00,8.00,0.00,8.10,20.00,2.40,7.74,4.16,18.00,0.59,0.00,42.99,55.09,2.57,3.15,28.14,37.45,70.22,0.10,2.00,27.26,70.51,11.00,45.96,22.00,0.21,17.20,62.80
3.00,2.13,22.80,3.51,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,6.69,8.59,19.00,0.00,7.20,15.25,16.64,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,4.59,3.58,13.60,3.24,27.00,20.00,19.00,24.73,19.00,6.24,0.60,19.70,19.70,19.70,2.40,85.03,12.47,20.00,8.00,0.00,8.10,20.00,2.40,8.36,4.17,18.00,0.50,0.00,38.90,52.96,2.51,3.09,23.34,34.92,73.19,0.10,2.00,23.39,55.42,11.00,41.57,22.00,0.17,18.36,71.00
4.00,0.37,22.80,2.46,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,4.03,6.82,19.00,0.00,7.20,15.69,14.26,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,3.47,3.90,14.48,3.24,27.00,20.00,19.00,19.93,19.00,4.58,0.60,19.70,19.70,19.70,2.40,93.42,12.47,20.00,8.00,0.00,8.10,20.00,2.40,8.62,3.94,18.00,0.36,0.00,35.69,51.41,2.40,3.22,18.04,33.40,82.53,0.10,2.00,19.44,43.19,11.00,34.94,22.00,0.14,15.27,67.00
5.00,0.00,23.08,1.58,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,1.90,5.17,19.00,0.00,7.20,15.25,12.09,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,2.43,4.24,15.54,3.24,27.00,20.00,19.00,12.69,19.00,3.33,0.60,19.70,19.70,19.70,2.40,101.05,12.47,20.00,8.00,0.00,8.10,20.00,2.40,8.98,4.20,18.00,0.31,0.00,33.59,49.92,2.17,2.98,12.44,33.43,101.38,0.10,2.00,14.60,33.13,11.00,24.26,22.00,0.10,12.17,52.06
6.00,0.00,23.11,0.72,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,0.37,3.62,19.00,0.00,7.20,14.18,10.64,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,1.41,4.68,17.06,3.24,27.00,20.00,19.00,6.47,19.00,2.00,0.60,19.70,19.70,19.70,2.40,105.91,12.47,20.00,8.00,0.00,8.10,20.00,2.40,9.35,4.74,18.00,0.21,0.00,31.23,47.73,1.88,2.50,6.87,33.70,121.95,0.10,2.00,8.73,18.37,11.00,13.51,22.00,0.06,8.44,38.45
7.00,0.00,23.22,0.08,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,0.00,1.70,19.00,0.00,7.20,12.67,9.52,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,0.48,5.20,18.76,3.24,27.00,20.00,19.00,2.65,19.00,0.72,0.60,19.70,19.70,19.70,2.40,106.68,12.47,20.00,8.00,0.00,8.10,20.00,2.40,9.34,5.08,18.00,0.07,0.00,28.40,45.37,1.54,1.95,2.97,34.01,128.62,0.00,2.00,3.53,9.18,11.00,3.37,22.00,0.03,4.71,17.79
8.00,0.00,23.17,0.00,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,0.00,0.55,19.00,0.00,7.20,10.90,8.16,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,0.07,5.83,19.31,3.24,27.00,20.00,19.00,0.72,19.00,0.12,0.60,19.70,19.70,19.70,2.40,99.27,12.47,20.00,8.00,0.00,8.10,20.00,2.40,8.48,4.28,18.00,0.04,0.00,25.11,44.31,1.15,1.63,0.95,34.19,120.27,0.00,2.00,0.94,3.04,11.00,0.25,22.00,0.02,2.36,2.06
9.00,0.00,23.30,0.00,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,0.00,0.09,19.00,0.00,7.20,9.13,6.73,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,0.01,6.34,19.77,3.24,27.00,20.00,19.00,0.09,19.00,0.01,0.60,19.70,19.70,19.70,2.40,90.29,12.47,20.00,8.00,0.00,8.10,20.00,2.40,7.48,3.66,18.00,0.00,0.00,22.73,43.98,0.85,1.35,0.13,34.55,105.36,0.00,2.00,0.12,0.42,11.00,0.00,22.00,0.00,0.00,0.00
10.00,0.00,23.12,0.00,14.00,4.20,0.00,13.00,20.00,3.60,0.00,3.50,13.00,0.00,0.00,19.00,0.00,7.20,7.39,4.82,8.00,10.86,13.97,5.00,20.00,20.00,20.00,20.00,1.40,0.00,6.56,20.03,3.24,27.00,20.00,19.00,0.00,19.00,0.00,0.60,19.70,19.70,19.70,2.40,79.36,12.47,20.00,8.00,0.00,8.10,20.00,2.40,6.29,3.06,18.00,0.00,0.00,21.83,44.73,0.67,1.15,0.00,35.44,83.76,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
