"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,2.80,0.40,3.30,0.00,0.00,0.00,8.00,10.00,13.05,32.74,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,18.98,55.95,2.90,26.00,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,57.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,8.52,10.57,19.00,0.00,1.31,50.67,67.43,5.51,4.90,0.00,77.45,62.00,0.00,1.92,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
2.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,8.00,10.00,13.80,32.86,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,19.38,56.63,2.90,26.10,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,54.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,7.38,9.28,19.00,0.00,1.31,46.41,66.44,5.08,4.70,0.00,77.08,61.00,0.00,1.92,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
3.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,8.00,10.00,11.73,31.53,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,19.21,56.52,2.90,26.00,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,52.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,6.97,8.87,19.00,0.00,1.31,45.02,69.04,5.05,5.03,0.00,74.71,59.00,0.00,1.92,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
4.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,8.00,10.00,12.27,29.87,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,19.20,56.82,2.90,26.00,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,50.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,6.70,8.68,19.00,0.00,1.31,43.95,69.05,4.86,4.95,0.00,74.56,58.00,0.00,1.88,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
5.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,4.00,10.00,13.64,27.55,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,19.86,57.98,2.90,26.00,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,48.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,6.61,8.83,19.00,0.00,1.31,44.45,69.95,5.04,4.89,0.00,73.62,57.00,0.00,1.88,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
6.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,4.00,10.00,14.19,24.99,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,19.97,58.55,2.90,26.10,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,46.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,6.39,8.67,19.00,0.00,1.31,46.75,70.73,4.88,4.84,0.00,73.60,55.00,0.00,1.88,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
7.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,4.00,10.00,16.09,21.62,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,20.37,58.60,2.90,26.10,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,43.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,7.05,9.24,19.00,0.00,1.31,40.64,65.10,4.50,4.53,0.00,76.86,53.00,0.00,1.84,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
8.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,4.00,10.00,17.12,20.69,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,20.31,58.77,2.90,26.10,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,41.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,7.00,9.43,19.00,0.00,1.31,39.90,64.49,4.30,4.49,0.00,78.30,51.00,0.00,1.80,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
9.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,4.00,10.00,15.76,19.77,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,20.35,58.79,2.90,26.10,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,38.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,6.91,8.82,19.00,0.00,1.31,32.88,52.86,3.07,3.50,0.00,77.62,49.00,0.10,1.80,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
10.00,0.00,0.00,0.00,14.00,0.00,7.70,4.50,13.22,3.00,0.40,3.30,0.00,0.00,0.00,8.00,10.00,14.89,19.32,0.00,10.69,0.00,2.50,18.27,18.27,7.00,10.69,0.00,0.00,20.19,58.33,2.90,26.10,0.00,18.46,0.00,7.50,0.00,0.60,8.00,9.00,9.00,0.00,34.00,9.00,9.00,3.30,10.70,0.00,9.00,2.20,7.13,9.03,19.00,0.00,1.31,33.56,52.36,3.74,3.59,0.00,75.92,48.00,0.20,1.80,0.00,0.00,11.00,0.00,13.50,0.00,0.00,0.00
