"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
15.00,7.84,21.00,8.58,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,16.88,17.54,10.73,0.00,0.00,22.72,23.14,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,14.77,14.45,32.77,2.50,26.90,4.00,16.59,144.47,17.95,36.34,0.60,19.51,19.51,19.51,1.20,27.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,8.37,11.60,18.90,0.00,0.00,0.06,1.00,14.78,16.00,0.61,1.04,105.84,61.12,25.00,0.00,1.76,79.71,209.65,11.00,190.00,23.00,1.29
16.00,10.05,21.16,10.48,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.36,18.40,10.73,0.00,0.00,22.19,23.52,3.20,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.51,14.23,34.57,2.50,26.90,4.00,16.59,144.48,17.95,37.80,0.60,19.51,19.51,19.51,1.20,28.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,9.12,12.00,18.90,0.00,0.00,0.09,1.00,14.78,16.00,0.77,1.29,108.87,65.75,27.00,0.10,1.72,80.00,226.72,11.00,199.00,23.00,1.94
17.00,11.78,21.06,12.38,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.96,18.78,10.73,0.00,0.00,21.36,25.18,3.90,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.91,14.60,37.52,2.50,26.90,4.00,16.59,144.48,17.95,38.68,0.60,19.51,19.51,19.51,1.20,28.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,9.95,12.55,18.90,0.00,0.00,0.44,1.00,7.32,8.04,1.15,1.64,110.65,72.62,29.00,0.20,1.72,80.00,238.32,11.00,203.00,23.00,2.58
18.00,13.30,21.20,14.04,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.76,18.86,10.73,0.00,0.00,20.43,27.27,4.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.97,15.17,41.62,2.50,26.90,4.00,16.59,144.48,17.95,38.96,0.60,19.51,19.51,19.51,1.20,29.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,10.81,13.16,18.90,0.00,0.00,0.59,1.00,7.32,8.04,1.61,2.03,111.68,79.50,30.00,0.20,1.72,80.00,243.95,11.00,207.00,23.00,3.23
19.00,14.98,20.86,15.51,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.20,18.68,10.73,0.00,0.00,19.13,32.85,5.50,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.93,16.31,46.14,2.50,26.80,4.00,16.59,144.48,17.95,39.14,0.60,19.51,19.51,19.51,1.20,31.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,11.86,13.86,18.90,0.00,0.00,0.74,1.00,23.44,26.65,2.00,2.67,112.22,85.50,33.00,0.30,1.68,80.00,247.74,11.00,209.00,23.00,3.88
20.00,16.29,21.02,16.77,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.34,18.64,10.73,0.00,0.00,17.71,39.60,5.40,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.92,17.64,51.08,2.50,26.60,4.00,16.59,144.48,17.95,39.27,0.60,19.51,19.51,19.51,1.20,35.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,12.97,14.60,18.90,0.00,0.00,0.83,1.00,23.44,26.65,2.36,3.38,112.43,91.50,37.00,0.30,1.76,80.00,249.42,11.00,210.00,23.00,4.52
21.00,17.28,21.14,17.80,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.56,18.63,10.73,0.00,0.00,17.12,47.38,5.30,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.94,18.70,55.22,2.50,26.40,4.00,16.59,144.45,17.95,39.33,0.60,19.51,19.51,19.51,1.20,42.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.32,14.89,18.90,0.00,0.00,0.90,1.00,47.58,51.47,2.78,4.35,112.54,94.59,41.00,0.30,1.72,80.00,250.40,11.00,209.00,23.00,5.17
22.00,17.81,23.84,18.34,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.43,18.57,10.73,0.00,0.00,16.80,55.51,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.97,19.68,58.57,2.50,26.20,4.00,16.59,144.36,17.95,39.32,0.60,19.51,19.51,19.51,1.20,50.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.40,15.04,18.90,0.00,0.00,0.92,1.00,47.58,51.47,3.22,5.39,112.51,97.69,47.00,0.40,1.68,80.00,250.40,11.00,208.00,23.00,5.82
23.00,17.85,23.62,18.39,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,18.13,18.56,10.73,0.00,0.00,17.24,60.74,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.98,19.95,61.17,2.50,26.10,4.00,16.59,135.18,17.95,39.14,0.60,19.51,19.51,19.51,1.20,59.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.44,15.02,18.90,0.00,0.00,0.91,1.00,78.71,82.92,3.62,6.10,112.33,98.35,54.00,0.40,1.72,80.00,249.71,11.00,208.00,23.00,6.46
24.00,17.77,23.70,18.25,14.00,2.90,7.90,5.80,9.85,1.20,0.40,3.30,20.11,17.37,18.63,10.73,0.00,0.00,17.94,64.99,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.99,19.99,63.02,2.50,26.10,4.00,16.59,140.45,17.95,38.98,0.60,19.51,19.51,19.51,1.20,71.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,13.46,14.93,18.90,0.00,0.00,0.93,1.00,78.71,82.92,4.01,6.69,112.06,99.02,63.00,0.40,1.68,80.00,248.16,11.00,208.00,23.00,6.46
25.00,17.42,23.72,17.79,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,17.24,18.64,10.73,0.00,0.00,19.30,67.35,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,16.00,20.25,64.13,2.50,26.20,4.00,16.59,143.67,17.95,38.82,0.60,19.51,19.51,19.51,1.20,81.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,12.97,14.61,18.90,0.00,0.00,0.92,1.00,94.75,99.84,4.31,7.15,111.82,99.10,71.00,0.40,1.72,80.00,249.25,11.00,206.00,23.00,6.46
26.00,16.42,23.81,16.72,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,17.84,18.55,10.73,0.00,0.00,20.88,69.08,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.98,20.58,64.50,2.50,26.00,4.00,16.59,144.38,17.95,38.75,0.60,19.51,19.51,19.51,1.20,92.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,12.31,14.20,18.90,0.00,0.00,0.92,1.00,89.48,96.24,2.75,5.35,111.74,99.19,78.00,0.30,1.76,80.00,250.40,11.00,204.00,23.00,5.82
27.00,14.94,23.80,15.46,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,18.62,18.57,10.73,0.00,0.00,21.79,69.25,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.95,20.78,64.43,2.50,25.90,4.00,16.59,144.48,17.95,38.71,0.60,19.51,19.51,19.51,1.20,101.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,11.34,13.60,18.90,0.00,0.00,0.92,1.00,88.55,100.78,2.54,5.05,111.80,98.58,87.00,0.20,1.76,80.00,250.40,11.00,199.00,23.00,5.17
28.00,13.10,23.22,14.25,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,18.77,18.60,10.73,0.00,0.00,22.48,68.89,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.94,20.93,63.89,2.50,26.00,4.00,16.59,144.48,17.95,38.33,0.60,19.51,19.51,19.51,1.20,110.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,10.26,12.94,18.90,0.00,0.00,0.77,1.00,91.59,101.16,2.66,5.46,111.27,97.97,97.00,0.20,1.80,80.00,249.96,11.00,194.00,23.00,4.52
29.00,11.57,23.30,12.69,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,18.46,18.51,10.73,0.00,0.00,23.33,69.29,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.81,20.74,63.16,2.50,26.00,4.00,16.59,144.48,17.95,37.63,0.60,19.51,19.51,19.51,1.20,116.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,9.25,11.64,18.90,0.00,0.00,0.75,1.00,91.60,101.14,2.58,5.35,110.20,96.02,104.00,0.10,1.84,80.00,248.70,11.00,185.00,23.00,3.88
30.00,10.35,22.87,10.74,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,17.52,18.23,10.73,0.00,0.00,24.22,69.94,5.10,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,15.40,20.45,62.21,2.50,26.10,4.00,16.59,144.36,17.95,36.19,0.60,19.51,19.51,19.51,1.20,119.00,9.00,10.24,3.50,10.80,8.17,5.70,1.20,8.27,10.13,18.90,0.00,0.00,0.70,1.00,94.07,101.62,2.48,5.21,107.74,94.06,110.00,0.10,1.84,79.94,245.73,11.00,176.00,23.00,3.23
31.00,8.47,22.60,9.10,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,16.13,17.63,10.73,0.00,0.00,24.94,70.70,4.60,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,14.58,20.01,61.16,2.50,26.00,4.00,16.59,143.50,17.95,34.24,0.60,19.51,19.51,19.51,1.20,121.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,7.77,9.69,18.90,0.00,0.00,0.59,1.00,93.92,103.95,2.24,4.70,102.66,91.65,114.00,0.10,1.84,78.84,237.00,11.00,143.00,23.00,2.58
32.00,5.69,22.15,6.40,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,14.14,16.47,10.73,0.00,0.00,25.60,71.48,6.80,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,13.37,19.53,59.99,2.50,25.90,4.00,16.59,127.95,17.95,29.92,0.60,19.51,19.51,19.51,1.20,123.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,7.42,9.59,18.90,0.00,0.00,0.43,1.00,109.30,108.27,2.74,5.70,94.15,89.24,117.00,0.10,1.88,71.10,220.70,11.00,109.00,23.00,1.94
33.00,2.95,21.70,3.88,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,6.90,14.02,10.73,0.00,0.00,25.50,71.56,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,10.82,18.94,58.95,2.50,26.00,4.00,16.59,94.01,17.95,22.26,0.60,19.51,19.51,19.51,1.20,125.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,6.66,8.55,18.90,0.00,0.00,0.37,1.00,111.68,110.30,3.71,6.73,76.00,86.05,120.00,0.10,1.88,53.67,187.84,11.00,55.00,23.00,1.29
34.00,1.10,21.49,2.03,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.68,9.35,10.73,0.00,0.00,25.15,71.41,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,5.92,18.31,58.05,2.50,26.10,4.00,16.59,51.77,17.95,12.64,0.60,19.51,19.51,19.51,1.20,126.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,5.76,7.20,18.90,0.00,0.00,0.25,1.00,111.68,110.30,3.45,6.34,45.70,82.86,123.00,0.00,1.92,27.18,141.78,11.00,2.00,23.00,0.65
35.00,0.22,21.10,0.50,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,4.27,10.73,0.00,0.00,24.55,69.34,7.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,1.45,18.20,57.43,2.50,26.30,4.00,16.59,17.08,17.95,4.65,0.60,19.51,19.51,19.51,1.20,127.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,5.16,6.65,18.90,0.00,0.00,0.09,1.00,111.92,110.54,3.09,5.64,14.92,79.58,124.00,0.00,1.96,9.18,82.29,11.00,1.00,23.00,0.32
36.00,0.04,21.26,0.06,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,1.38,10.73,0.00,0.00,23.85,66.62,7.60,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.16,18.27,57.11,2.50,26.40,4.00,16.59,4.14,17.95,1.08,0.60,19.51,19.51,19.51,1.20,126.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.65,6.37,18.90,0.00,0.00,0.04,1.00,111.92,110.54,2.70,4.84,3.04,76.30,121.00,0.00,2.00,2.48,20.76,11.00,0.00,23.00,0.00
37.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,22.51,63.81,7.50,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,18.65,56.10,2.50,26.60,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,122.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.40,6.28,18.90,0.00,0.00,0.00,1.00,104.66,106.88,2.52,4.24,0.00,74.33,113.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
38.00,0.00,21.43,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,20.95,60.96,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,19.13,54.40,2.50,26.80,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,116.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.23,6.25,18.90,0.00,0.00,0.00,1.00,104.66,106.88,2.40,3.69,0.00,72.35,100.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
39.00,0.00,20.88,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,19.53,56.01,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,18.66,52.84,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,106.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,4.08,6.07,18.90,0.00,0.00,0.00,1.00,94.75,99.84,2.12,3.23,0.00,70.87,86.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
40.00,0.00,19.81,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,18.17,50.35,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,17.87,51.41,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,93.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.92,5.83,18.90,0.00,0.00,0.00,1.00,94.75,99.84,1.78,2.79,0.00,69.39,71.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
41.00,0.00,19.87,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,17.11,46.46,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,17.00,49.70,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,78.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.65,5.78,18.90,0.00,0.00,0.00,1.00,94.75,99.84,1.61,2.45,0.00,67.25,57.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
42.00,0.00,19.91,0.00,14.00,2.90,7.90,5.80,9.85,1.50,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,16.17,43.14,7.30,0.00,15.41,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.11,47.70,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,63.00,9.00,10.24,3.50,10.80,8.17,5.60,1.20,3.34,5.80,18.90,0.00,0.00,0.00,1.00,94.75,99.84,1.48,2.14,0.00,65.12,44.00,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00
