"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE","CSINTIPAMPAEXP"
1.00,0.00,17.64,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,20.78,33.14,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.54,30.63,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,29.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.29,7.98,18.90,0.00,0.00,0.00,1.00,57.96,61.75,1.21,1.64,0.00,54.29,20.00,0.00,1.84,0.00,0.00,11.00,0.00,23.00,0.00
2.00,0.00,17.64,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,20.78,33.14,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.54,30.63,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,29.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.29,7.98,18.90,0.00,0.00,0.00,1.00,57.96,61.75,1.21,1.64,0.00,54.29,20.00,0.00,1.84,0.00,0.00,11.00,0.00,23.00,0.00
3.00,0.00,18.37,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,21.08,32.78,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.26,29.09,2.50,27.20,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,30.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.33,8.15,18.90,0.00,0.00,0.00,1.00,38.33,42.09,1.16,1.55,0.00,53.94,21.00,0.00,1.80,0.00,0.00,11.00,0.00,23.00,0.00
4.00,0.00,20.33,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,21.40,32.43,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.02,28.43,2.50,27.30,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,31.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.39,8.27,18.90,0.00,0.00,0.00,1.00,38.33,42.09,1.18,1.48,0.00,53.60,23.00,0.00,1.80,0.00,0.00,11.00,0.00,23.00,0.00
5.00,0.00,20.65,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,21.84,32.24,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.19,28.21,2.50,27.40,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,33.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.48,8.60,18.90,0.00,0.00,0.00,1.00,38.33,42.09,1.25,1.54,0.00,52.32,26.00,0.00,1.80,0.00,0.00,11.00,0.00,23.00,0.00
6.00,0.00,21.06,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,22.33,32.09,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.49,28.46,2.50,27.20,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,35.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.58,8.99,18.90,0.00,0.00,0.00,1.00,38.33,42.09,1.34,1.65,0.00,51.05,28.00,0.00,1.80,0.00,0.00,11.00,0.00,23.00,0.00
7.00,0.00,20.65,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,22.89,31.24,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,16.30,28.69,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,36.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,4.79,9.16,18.90,0.00,0.00,0.00,1.00,53.21,60.32,1.33,1.66,0.00,50.30,29.00,0.00,1.80,0.00,0.00,11.00,0.00,23.00,0.00
8.00,0.00,20.72,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,23.49,30.15,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,15.94,28.91,2.50,27.00,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,35.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,5.02,9.25,18.90,0.00,0.00,0.00,1.00,53.21,60.32,1.29,1.63,0.00,49.55,29.00,0.00,1.80,0.00,0.00,11.00,0.00,23.00,0.00
9.00,0.00,20.78,0.00,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.00,0.00,10.73,0.00,0.00,23.63,28.90,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,15.32,28.97,2.50,26.90,4.00,16.59,0.00,17.95,0.00,0.60,19.51,19.51,19.51,1.20,35.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,5.14,9.38,18.90,0.00,0.00,0.00,1.00,53.21,60.32,1.15,1.51,0.00,49.56,28.00,0.00,1.76,0.00,0.00,11.00,0.00,23.00,0.00
10.00,0.00,20.89,0.03,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,0.09,0.04,10.73,0.00,0.00,23.61,27.59,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,0.00,14.62,28.89,2.50,26.90,4.00,16.59,1.48,17.95,0.44,0.60,19.51,19.51,19.51,1.20,34.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,5.21,9.52,18.90,0.00,0.00,0.00,1.00,53.21,60.32,0.97,1.35,1.12,49.56,27.00,0.00,1.76,0.25,0.00,11.00,0.00,23.00,0.00
11.00,0.18,20.93,0.65,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,1.41,1.71,10.73,0.00,0.00,23.51,26.22,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,1.37,14.29,29.28,2.50,27.00,4.00,16.59,29.92,17.95,5.80,0.60,19.51,19.51,19.51,1.20,33.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,5.83,10.00,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.78,1.22,28.70,50.63,25.00,0.00,1.76,11.96,18.75,11.00,37.00,23.00,0.00
12.00,0.78,21.04,1.86,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,2.79,5.00,10.73,0.00,0.00,23.37,24.83,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,5.28,14.08,30.16,2.50,27.00,4.00,16.59,74.94,17.95,14.90,0.60,19.51,19.51,19.51,1.20,32.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,6.63,10.60,18.90,0.00,0.00,0.00,1.00,38.33,42.09,0.59,1.10,59.05,51.70,24.00,0.00,1.72,41.06,57.42,11.00,75.00,23.00,0.32
13.00,2.53,21.08,3.19,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,6.06,10.62,10.73,0.00,0.00,23.26,23.88,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,9.69,14.25,30.91,2.50,26.90,4.00,16.59,114.85,17.95,26.63,0.60,19.51,19.51,19.51,1.20,30.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,7.20,10.96,18.90,0.00,0.00,0.03,1.00,23.44,26.65,0.52,0.99,84.87,54.10,24.00,0.00,1.76,64.23,112.77,11.00,128.00,23.00,0.65
14.00,5.05,20.91,5.89,14.00,2.90,7.90,5.80,9.85,1.40,0.40,3.30,20.11,12.83,15.64,10.73,0.00,0.00,23.15,23.06,0.00,0.00,4.80,4.00,17.76,13.85,10.00,13.66,1.40,13.41,14.54,31.56,2.50,26.90,4.00,16.59,139.98,17.95,33.46,0.60,19.51,19.51,19.51,1.20,28.00,9.00,10.24,3.50,10.80,8.17,5.80,1.20,7.69,11.23,18.90,0.00,0.00,0.05,1.00,23.44,26.65,0.49,0.87,99.85,56.49,24.00,0.00,1.76,76.54,174.89,11.00,180.00,23.00,0.97
