"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.83,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,6.70,9.60,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,21.50,53.30,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,38.10,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,9.70,13.20,18.00,0.00,1.00,5.50,24.80,0.20,0.20,0.00,88.80,48.30,0.00,2.00,0.00
2.00,0.00,23.83,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,7.80,9.60,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,21.80,49.70,3.50,0.00,19.51,19.32,0.00,18.15,0.00,0.60,19.51,19.51,19.51,2.40,34.40,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,10.10,13.40,18.00,0.00,1.00,4.00,21.60,0.20,0.20,0.00,102.80,49.70,0.00,2.00,0.00
3.00,0.00,23.82,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.00,0.00,18.05,0.00,9.40,9.80,10.20,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.00,21.60,48.10,3.50,0.00,19.51,19.32,0.00,18.15,0.10,0.60,19.51,19.51,19.51,2.40,29.30,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,10.90,13.80,18.00,0.00,1.00,2.50,18.40,0.20,0.10,0.00,100.90,51.30,0.00,2.00,0.00
4.00,0.10,23.73,0.00,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,0.71,1.30,18.05,0.00,9.40,11.50,10.70,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,0.90,21.40,46.60,3.50,0.00,19.51,19.32,2.48,18.15,3.70,0.60,19.51,19.51,19.51,2.40,26.90,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,11.60,14.10,18.00,0.00,1.00,1.40,15.90,0.20,0.10,1.80,99.90,52.30,0.00,2.00,0.00
5.00,1.80,23.82,0.60,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,7.57,6.80,18.05,0.00,9.40,12.70,10.90,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,4.60,21.50,45.40,3.50,0.00,19.51,19.32,26.71,18.15,11.50,0.60,19.51,19.51,19.51,2.40,25.20,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,12.00,14.40,18.00,0.02,1.00,0.40,13.70,0.10,0.10,19.88,99.20,53.10,0.00,2.00,3.35
6.00,4.30,23.45,1.50,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,12.20,11.60,18.05,0.00,9.40,13.40,11.30,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,8.28,21.60,44.70,3.50,0.00,19.51,19.32,51.43,18.15,22.70,0.60,19.51,19.51,19.51,2.40,24.60,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,12.30,14.70,18.00,0.05,1.00,2.00,14.50,0.10,0.10,39.27,98.10,56.10,0.00,2.00,20.06
7.00,6.40,23.45,3.90,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,14.43,14.40,18.05,0.00,9.40,12.70,12.00,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,12.76,21.60,45.80,3.50,0.00,19.51,19.32,105.57,18.15,30.70,0.60,19.51,19.51,19.51,2.40,24.20,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,12.90,14.90,18.00,0.06,1.00,4.40,16.30,0.10,0.10,69.75,96.90,59.70,0.00,2.00,45.33
8.00,8.70,23.48,6.50,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,15.72,15.90,18.05,0.00,9.40,12.10,13.00,7.60,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.73,21.60,47.30,3.50,0.00,19.51,19.32,137.70,18.15,34.40,0.60,19.51,19.51,19.51,2.40,24.00,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,13.40,15.10,18.00,0.09,1.00,7.30,18.90,0.20,0.20,101.15,96.90,63.50,0.00,2.00,65.61
9.00,11.50,23.49,8.90,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,16.65,16.90,18.05,0.00,9.40,11.70,14.70,8.10,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.84,21.60,49.60,3.50,0.00,19.51,19.32,141.77,18.15,35.70,0.60,19.51,19.51,19.51,2.40,23.80,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,13.80,15.30,18.00,0.41,1.00,10.30,21.70,0.30,0.20,103.39,97.20,67.30,0.10,2.00,71.39
10.00,13.90,23.47,11.70,14.00,4.20,7.00,12.29,19.22,1.80,0.70,3.50,10.00,17.33,17.50,18.05,0.00,9.40,11.20,17.00,8.00,8.90,14.83,4.70,19.32,19.32,19.51,19.51,2.60,14.84,23.20,42.60,3.50,0.00,19.51,19.32,143.57,18.15,37.00,0.60,19.51,19.51,19.51,2.40,23.40,12.88,20.00,19.51,8.40,0.00,6.92,10.00,2.40,14.10,15.50,18.00,0.56,1.00,13.50,25.00,0.50,0.30,105.07,97.90,69.60,0.20,2.00,73.58
