"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,101.94,39.88,26.10,204.97,13.33,1.97,6.88,66.31,0.00,9.98,85.48,5.46,19.77,149.76,149.76,39.99,39.77,65.80,27.97,184.17,197.14,0.00,0.00,74.91,76.30,34.87,41.40,50.81,30.67,30.56,30.55,68.88,69.00,110.26,110.22,203.20,19.40,0.00
2.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,104.32,39.88,18.00,204.97,13.33,1.97,6.88,66.31,0.00,9.98,85.48,5.46,19.77,183.53,183.42,23.30,67.10,67.88,23.30,184.17,197.14,0.00,0.00,74.91,76.30,34.87,41.39,50.81,30.67,30.56,30.55,47.14,47.16,110.26,110.22,203.20,19.40,0.00
3.00,0.00,29.85,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,132.71,39.88,18.00,204.97,13.33,1.97,6.88,66.31,0.00,9.98,85.48,5.46,19.77,192.74,192.58,23.30,67.10,67.88,23.30,184.17,197.14,0.00,0.00,74.91,76.30,50.60,46.00,50.81,30.67,30.56,30.55,47.28,47.31,110.26,110.22,203.20,19.40,0.00
4.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,112.36,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,85.48,5.46,19.77,145.30,145.30,22.73,66.32,67.10,22.73,184.17,197.14,0.00,0.00,74.91,76.30,34.91,41.36,50.81,30.67,30.56,30.55,47.14,47.16,110.26,110.22,203.20,19.40,0.00
5.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,102.76,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,77.54,5.46,17.94,0.00,181.02,42.11,56.94,29.85,29.85,157.37,169.21,0.00,0.00,74.91,66.99,34.50,41.76,50.81,30.67,30.56,30.55,47.14,47.16,96.34,96.29,138.07,19.40,0.00
6.00,0.00,27.31,67.13,599.97,195.18,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,99.68,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,58.43,5.46,13.51,0.00,172.56,40.08,40.04,23.76,23.76,129.13,137.43,0.00,0.00,73.29,59.60,34.47,41.80,50.81,30.67,30.56,30.55,47.14,47.16,0.00,76.54,131.79,19.40,0.00
7.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,96.04,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,49.82,5.46,11.52,0.00,168.95,38.39,0.00,38.39,38.39,102.91,109.06,0.00,0.00,70.90,53.99,33.81,41.51,50.81,30.67,30.56,30.55,47.14,47.16,0.00,43.89,129.65,19.40,0.00
8.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,96.19,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,46.00,5.46,10.64,0.00,167.70,36.00,0.00,36.00,36.00,99.30,105.35,0.00,0.00,70.80,51.09,31.82,40.58,50.81,30.67,30.56,30.55,46.99,47.02,0.00,27.44,130.21,19.40,0.00
9.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,98.27,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,50.67,5.46,11.72,170.88,0.00,0.00,0.00,67.88,0.00,110.17,116.66,0.00,0.00,71.00,56.52,35.40,44.39,50.81,30.67,30.56,30.55,47.28,47.31,56.12,56.11,135.60,19.40,0.00
10.00,0.00,27.31,67.13,635.03,206.59,7.75,6.65,110.37,16.86,4.01,26.22,14.92,70.00,5.13,2.82,121.34,101.06,101.94,39.88,35.37,204.97,13.33,1.97,6.88,66.31,0.00,9.98,48.23,5.46,11.16,0.00,171.77,0.00,0.00,55.03,54.59,116.10,123.02,0.00,0.00,70.98,55.99,36.72,36.71,50.81,30.67,30.56,30.55,47.14,47.16,46.32,46.31,142.91,19.40,0.00
