"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CS SUNNY","CT AGROLMOS"
1.00,16.86,8.22,18.02,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,18.59,18.68,18.00,0.00,5.80,14.26,48.82,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.63,22.86,78.98,3.48,26.23,0.00,18.45,144.35,17.96,39.42,0.60,0.00,0.00,0.00,2.40,21.10,12.82,6.00,8.40,10.80,7.73,20.00,1.20,11.81,14.11,9.48,0.00,0.00,1.06,1.20,0.00,75.40,0.00,5.35,111.18,97.10,37.60,0.30,2.00,79.43,252.10,203.81,11.00
2.00,17.30,8.22,18.48,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,19.08,18.87,18.00,0.00,5.80,15.15,55.28,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.70,21.65,78.16,3.48,26.03,0.00,18.45,144.44,17.96,39.63,0.60,0.00,0.00,0.00,2.40,26.90,12.82,6.00,8.40,10.80,7.73,20.00,1.20,12.05,14.25,9.48,0.00,0.00,1.08,1.20,0.00,77.73,0.00,6.14,111.41,97.20,39.40,0.40,2.00,79.78,252.32,203.91,11.00
3.00,17.14,8.22,18.62,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,18.05,18.92,18.00,0.00,5.80,15.89,60.66,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.79,21.43,77.00,3.48,25.80,0.00,18.45,133.18,17.96,39.60,0.60,0.00,0.00,0.00,2.40,41.20,12.82,6.00,8.40,10.80,7.73,20.00,1.20,12.15,14.20,9.49,0.00,0.00,1.07,1.20,0.00,78.79,0.00,6.70,111.16,94.90,48.10,0.40,2.00,79.88,252.36,203.97,11.00
4.00,16.74,8.22,18.45,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,17.34,18.87,18.00,0.00,5.80,16.58,65.67,7.40,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.85,21.54,77.17,3.48,25.42,0.00,18.45,141.57,17.96,39.53,0.60,0.00,0.00,0.00,2.40,55.30,12.82,6.00,8.40,10.80,7.73,20.00,1.20,12.19,14.08,9.49,0.00,0.00,1.09,1.20,0.00,80.33,0.00,7.18,110.40,94.10,64.20,0.40,2.00,79.91,252.36,203.99,11.00
5.00,16.11,8.22,17.98,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,17.46,18.86,18.00,0.00,5.80,16.66,69.06,7.30,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.88,21.68,77.80,3.48,25.38,0.00,18.45,144.00,17.96,39.23,0.60,18.76,18.76,18.76,2.40,73.20,12.82,6.00,8.40,10.80,7.73,20.00,1.20,11.83,13.77,9.49,0.00,0.00,1.08,0.83,0.00,82.08,0.00,7.77,110.32,97.80,81.30,0.40,2.00,79.92,252.33,204.00,11.00
6.00,15.26,8.22,16.87,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,18.26,18.83,18.00,0.00,5.80,16.53,71.92,7.10,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.86,21.83,78.15,3.48,25.18,0.00,18.45,144.41,17.96,38.88,0.60,18.75,18.75,18.75,2.40,84.80,12.82,6.00,8.40,10.80,7.73,20.00,1.20,11.34,13.40,9.49,0.00,0.00,1.08,0.82,0.00,81.30,0.00,8.39,110.62,101.10,100.80,0.30,2.00,79.89,252.16,203.99,11.00
7.00,14.12,8.22,15.49,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,18.85,18.84,18.00,0.00,5.80,17.01,72.54,7.10,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.85,22.32,78.43,3.48,25.15,0.00,18.45,144.23,17.96,38.46,0.60,18.74,18.74,18.74,2.40,96.60,12.82,6.00,8.40,10.80,7.73,20.00,1.20,10.75,12.57,9.49,0.00,0.00,1.08,0.82,0.00,79.72,0.00,8.40,110.79,103.30,111.10,0.20,2.00,79.86,250.75,203.96,11.00
8.00,12.74,8.22,13.73,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,18.54,18.78,18.00,0.00,5.80,17.69,72.43,7.20,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.77,22.93,78.63,3.48,25.14,0.00,18.45,144.30,17.96,38.17,0.60,18.74,18.74,18.74,2.40,102.10,12.82,6.00,8.40,10.80,7.73,20.00,1.20,10.12,11.59,9.49,0.00,0.00,0.91,0.82,0.00,79.04,0.00,8.22,110.37,105.20,114.30,0.20,2.00,79.74,241.99,203.90,11.00
9.00,11.24,8.22,11.54,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,17.66,18.49,18.00,0.00,5.80,18.48,72.05,5.60,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.53,23.14,78.81,3.48,25.22,0.00,18.45,144.42,17.96,36.87,0.60,18.74,18.74,18.74,2.40,108.30,12.82,6.00,8.40,10.80,7.73,20.00,1.20,9.06,10.18,9.49,0.00,0.00,0.88,0.82,0.00,78.96,0.00,8.20,108.20,106.30,115.70,0.10,2.00,78.96,213.46,203.65,11.00
10.00,8.59,8.22,9.28,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,16.56,18.08,18.00,0.00,5.80,19.30,71.59,5.60,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,15.03,23.22,78.17,3.48,25.56,0.00,18.45,144.21,17.96,34.28,0.60,18.74,18.74,18.74,2.40,109.50,12.82,6.00,8.40,10.80,7.73,20.00,1.20,7.86,8.62,9.49,0.00,0.00,0.83,0.82,0.00,79.36,0.00,8.23,104.42,107.30,113.30,0.10,2.00,76.02,174.56,198.99,11.00
11.00,5.64,8.22,6.82,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,14.95,17.24,18.00,0.00,5.80,19.66,71.99,5.60,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,14.10,23.18,77.30,3.48,25.88,0.00,18.45,138.93,17.96,30.35,0.60,18.74,18.74,18.74,2.40,115.30,12.82,6.00,8.40,10.80,7.73,20.00,1.20,6.91,7.22,9.49,0.00,0.00,0.70,0.82,0.00,79.88,0.00,7.96,97.36,107.90,114.10,0.10,2.00,65.20,89.30,174.87,11.00
12.00,3.01,8.22,4.40,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,10.85,15.64,18.00,0.00,5.80,19.86,72.68,7.30,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,12.81,23.09,76.90,3.48,25.97,0.00,18.45,104.79,17.96,23.54,0.60,18.73,18.73,18.73,2.40,116.20,12.82,6.00,8.40,10.80,7.73,20.00,1.20,6.03,5.88,9.49,0.00,0.00,0.50,0.82,0.00,79.60,0.00,7.58,83.86,108.20,120.30,0.10,2.00,43.81,31.57,107.72,11.00
13.00,1.06,8.22,2.94,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,1.67,12.25,18.00,0.00,5.80,19.18,72.86,7.90,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,8.19,23.26,76.66,3.48,26.12,0.00,18.45,57.47,17.96,13.46,0.60,18.73,18.73,18.73,2.40,116.80,12.82,6.00,8.40,10.00,7.73,20.00,1.20,5.70,4.91,9.49,0.00,0.00,0.43,0.82,0.00,79.05,0.00,7.24,51.36,107.90,122.40,0.10,2.00,18.46,18.42,36.50,11.00
14.00,0.32,8.22,1.74,14.00,1.45,0.00,7.80,9.30,3.50,0.00,3.40,19.00,0.04,6.73,18.00,0.00,5.80,18.21,72.86,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,2.12,23.52,76.69,3.48,26.24,0.00,18.45,24.31,17.96,4.13,0.60,18.71,18.71,18.71,2.40,117.10,12.82,6.00,8.40,10.80,7.73,20.00,1.20,5.56,4.07,9.49,0.00,0.00,0.30,0.81,0.00,78.21,0.00,6.91,17.42,107.70,122.50,0.00,2.00,3.72,2.22,3.16,11.00
15.00,0.04,8.22,0.55,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.02,1.80,18.00,0.00,5.80,17.92,72.37,8.00,2.50,5.20,2.80,18.45,16.31,10.68,13.59,1.40,0.20,23.41,76.82,3.48,26.35,0.00,18.45,3.74,17.96,0.59,0.60,19.42,19.42,19.42,2.40,116.60,12.82,6.00,8.40,10.80,7.73,20.00,1.20,4.89,3.59,9.49,0.00,0.00,0.10,1.20,0.00,77.27,0.00,6.27,4.68,108.10,116.60,0.00,2.00,0.25,0.00,0.02,11.00
16.00,0.00,8.27,0.08,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.01,0.27,18.00,0.00,5.80,17.85,71.72,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,23.18,75.69,3.48,26.53,0.00,18.45,0.34,17.96,0.01,0.60,19.42,19.42,19.42,2.40,115.00,12.82,6.00,8.40,10.80,7.73,20.00,1.20,4.04,3.22,9.50,0.00,0.00,0.05,1.20,0.00,76.86,0.00,5.54,0.69,108.00,109.70,0.00,2.00,0.00,0.00,0.00,11.00
17.00,0.00,8.22,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,16.86,69.01,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.83,74.13,3.48,26.71,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,110.10,12.82,6.00,8.40,10.80,7.73,20.00,1.20,3.02,2.70,9.50,0.00,0.00,0.00,1.20,0.00,76.63,0.00,5.01,0.00,106.40,99.90,0.00,2.00,0.00,0.00,0.00,11.00
18.00,0.00,8.26,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,15.56,65.62,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.43,71.12,3.48,26.73,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,103.60,12.82,6.00,8.40,10.80,7.73,20.00,1.20,1.94,2.12,9.49,0.00,0.00,0.00,1.20,0.00,76.14,0.00,4.54,0.00,104.50,89.10,0.00,2.00,0.00,0.00,0.00,11.00
19.00,0.00,9.76,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,14.95,62.49,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.19,67.62,3.48,26.77,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,92.50,12.82,6.00,8.40,10.80,7.73,20.00,1.20,1.54,1.74,9.49,0.00,0.00,0.00,1.20,53.95,75.55,2.79,4.16,0.00,101.80,75.70,0.00,2.00,0.00,0.00,0.00,11.00
20.00,0.00,10.21,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,14.57,59.46,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,22.00,64.12,3.48,26.83,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,80.70,12.82,6.00,8.40,10.80,7.73,20.00,1.20,1.37,1.42,9.49,0.00,0.00,0.00,1.20,52.73,74.55,2.67,3.80,0.00,99.10,62.00,0.00,2.00,0.00,0.00,0.00,11.00
21.00,0.00,9.01,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,13.56,56.85,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,20.75,60.62,3.48,26.89,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,67.10,12.82,6.00,8.40,10.80,7.73,20.00,1.20,1.22,1.20,9.49,0.00,0.00,0.00,1.20,51.65,73.40,2.51,3.40,0.00,96.80,47.70,0.00,2.00,0.00,0.00,0.00,11.00
22.00,0.00,9.22,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,12.32,54.37,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,19.14,56.74,3.48,26.94,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,53.90,12.82,6.00,8.40,10.80,7.73,20.00,1.20,1.08,1.01,9.49,0.00,0.00,0.00,1.20,50.60,72.13,2.34,2.98,0.00,94.20,34.80,0.00,2.00,0.00,0.00,0.00,11.00
23.00,0.00,9.96,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,12.37,53.24,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,17.99,52.72,3.48,26.98,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,42.10,12.82,6.00,8.40,10.80,7.73,20.00,1.20,0.94,0.98,9.49,0.00,0.00,0.00,1.20,48.06,70.81,2.16,2.67,0.00,90.90,26.20,0.00,2.00,0.00,0.00,0.00,11.00
24.00,0.00,10.15,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,12.85,52.54,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,16.98,50.16,3.48,26.96,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,32.40,12.82,6.00,8.40,10.80,7.73,20.00,1.20,0.80,1.00,9.49,0.00,0.00,0.00,1.20,45.01,66.20,1.98,2.38,0.00,87.50,18.90,0.00,2.00,0.00,0.00,0.00,11.00
25.00,0.00,10.86,0.00,14.00,1.45,0.00,7.80,9.30,3.40,0.00,3.40,19.00,0.00,0.00,18.00,0.00,5.80,13.79,50.00,8.00,2.50,15.53,2.80,18.45,16.31,10.68,13.59,1.40,0.00,17.01,48.09,3.48,26.95,0.00,18.45,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,28.80,12.82,6.00,8.40,10.80,7.73,20.00,1.20,0.82,1.29,9.49,0.00,0.00,0.00,1.20,41.90,60.50,1.76,2.16,0.00,84.20,15.40,0.00,2.00,0.00,0.00,0.00,11.00
