"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,28.90,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,90.04,5.13,2.82,140.34,109.49,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,167.73,67.50,67.10,67.88,20.62,184.17,188.35,0.00,0.00,74.91,53.40,39.50,46.49,48.92,30.67,30.56,30.55,37.26,37.27,110.26,110.22,183.26
2.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,100.70,5.13,2.82,140.34,108.95,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,185.00,24.06,67.10,67.88,24.06,184.17,188.35,0.00,0.00,74.91,53.40,42.91,52.76,48.92,30.67,30.56,30.55,37.40,37.41,110.26,110.22,187.72
3.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,84.61,5.13,2.82,140.34,104.23,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,166.56,67.50,67.10,67.88,20.62,184.17,188.35,0.00,0.00,74.91,53.40,41.18,49.64,48.92,30.67,30.56,30.55,37.26,37.27,110.26,110.22,181.38
4.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,76.36,5.13,2.82,140.34,102.30,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,153.56,25.68,67.10,67.88,25.68,180.23,184.41,0.00,0.00,74.91,53.40,41.18,49.65,48.92,30.67,30.56,30.55,37.26,37.27,88.52,88.48,177.23
5.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,74.90,5.13,2.82,140.34,102.79,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,149.69,67.50,67.10,67.88,20.62,173.29,177.46,0.00,0.00,74.91,53.40,37.59,42.94,48.92,30.67,30.56,30.55,37.12,37.12,89.95,89.92,177.15
6.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,74.26,5.13,2.82,140.34,101.82,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,151.13,33.72,67.10,67.88,23.85,180.24,184.42,0.00,0.00,74.91,53.40,44.55,48.61,48.92,30.67,30.56,30.55,37.40,37.41,86.79,86.75,175.85
7.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,70.44,5.13,2.82,140.34,100.12,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,146.75,24.51,67.10,67.88,24.51,175.33,179.50,0.00,0.00,74.91,53.40,40.52,48.41,48.92,30.67,30.56,30.55,37.12,37.12,66.55,66.54,174.24
8.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,61.59,5.13,2.82,140.34,96.35,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,0.00,0.00,28.05,67.10,67.88,21.23,184.17,188.35,0.00,0.00,74.91,53.40,46.18,54.52,48.92,30.67,30.56,30.55,37.40,37.41,92.65,92.61,169.50
9.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,60.00,5.13,2.82,140.34,93.52,95.00,39.88,35.37,192.00,13.33,1.97,6.88,76.69,6.39,0.00,74.78,5.46,17.30,144.33,0.00,23.30,67.10,67.88,23.30,164.54,168.70,0.00,0.00,74.91,53.40,41.18,49.64,48.92,30.67,30.56,30.55,37.26,37.27,110.26,0.00,165.02
10.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,60.00,5.13,2.82,140.34,89.78,95.00,39.88,35.37,192.00,13.33,1.97,6.88,76.69,6.39,0.00,49.42,5.46,11.43,144.33,0.00,23.30,67.10,67.88,23.30,131.08,135.35,0.00,0.00,70.87,49.21,43.83,45.46,48.92,30.67,30.56,30.55,37.11,37.12,0.00,0.00,157.60
11.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,0.00,14.92,60.00,5.13,2.82,140.34,86.85,95.00,39.88,35.37,192.00,13.33,1.97,6.88,76.69,6.39,0.00,44.06,5.46,10.19,0.00,0.00,23.30,67.10,67.88,23.30,125.83,130.19,0.00,0.00,70.15,48.38,41.73,50.64,48.92,30.67,30.56,30.55,37.40,37.41,0.00,0.00,153.24
