"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2"
1.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,45.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,95.55,3.46,19.79,220.60,0.00,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,85.00,63.17,43.73,110.32,203.40,19.44,20.27,22.80,16.00
2.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,45.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,95.55,3.46,19.79,220.60,0.00,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,85.00,63.17,43.73,110.32,203.40,19.44,20.27,16.80,22.00
3.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,45.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,85.58,3.46,19.79,220.60,0.00,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,63.17,85.00,43.73,110.32,203.40,19.44,20.27,22.80,16.00
4.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,45.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,76.67,3.46,19.79,220.60,0.00,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,75.00,66.62,66.54,57.93,30.70,30.59,0.00,63.17,85.00,43.73,110.32,203.40,19.44,20.27,22.80,16.00
5.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,57.79,3.46,19.66,220.60,0.00,67.57,67.16,40.50,40.50,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,0.00,63.17,85.00,71.06,110.32,203.40,19.44,20.27,16.80,22.58
6.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,57.79,3.46,19.66,220.60,0.00,67.57,67.16,45.92,35.09,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,0.00,85.00,63.17,71.06,110.32,203.40,19.44,20.27,16.80,22.58
7.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,58.37,3.46,19.79,220.60,0.00,67.57,67.16,44.05,44.05,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,0.00,85.00,63.17,58.14,110.32,203.40,19.44,20.27,16.80,22.58
8.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,45.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,58.37,3.46,19.79,220.60,0.00,67.57,67.16,37.95,37.95,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,0.00,63.17,85.00,44.60,110.32,203.40,19.44,20.27,16.80,22.58
9.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,0.00,3.46,6.28,197.34,191.61,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,63.17,85.00,81.13,110.32,203.40,19.44,20.27,16.80,22.58
10.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,164.07,112.47,132.84,18.00,216.79,33.23,4.22,6.88,87.77,0.00,6.39,9.98,58.37,3.46,19.79,0.00,220.60,67.57,34.85,35.12,67.39,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,30.58,85.00,67.40,71.06,110.32,203.40,19.44,20.27,16.80,22.58
11.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,112.47,132.84,18.00,216.79,33.23,4.22,6.88,83.14,0.00,6.39,9.98,58.37,3.46,19.79,0.00,208.94,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,57.93,30.70,30.59,30.58,67.40,85.00,71.06,110.32,203.40,19.44,20.27,16.80,22.58
12.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,112.47,132.84,45.00,216.79,33.23,4.22,6.88,83.14,0.00,6.39,9.98,52.12,3.46,18.34,0.00,155.13,67.57,67.16,35.47,35.47,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,67.78,85.00,50.78,110.32,203.40,19.44,20.27,16.80,22.58
13.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,84.59,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,38.69,132.84,45.00,216.79,33.23,4.22,0.00,83.14,0.00,6.39,9.98,0.00,3.46,6.28,0.00,144.18,20.60,35.92,36.11,36.11,184.35,197.33,184.41,5.67,74.99,67.06,66.62,66.54,57.93,30.70,30.59,30.58,63.17,85.00,110.37,110.32,203.40,19.44,20.27,22.80,22.58
14.00,78.57,29.98,67.20,627.79,204.43,9.09,9.95,110.48,19.21,0.00,41.90,0.00,142.44,5.13,2.82,152.00,45.22,132.84,18.00,216.79,0.00,4.22,0.00,83.14,0.00,6.39,9.98,0.00,3.46,6.28,0.00,144.18,36.26,66.85,67.63,20.60,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,63.25,85.00,20.60,110.32,203.40,19.44,20.27,16.80,22.58
15.00,78.57,29.98,67.20,595.97,192.24,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,20.30,132.84,34.08,216.79,0.00,4.22,0.00,83.14,0.00,6.39,9.98,0.00,3.46,6.28,0.00,0.00,20.60,50.03,50.79,50.79,184.35,197.33,184.41,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,87.36,110.37,110.32,203.40,19.44,20.27,22.80,22.58
16.00,78.57,29.98,67.20,596.93,194.38,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,5.15,132.84,45.00,216.79,33.23,4.22,0.00,83.14,0.00,6.39,9.98,0.00,3.15,6.28,0.00,0.00,0.00,0.00,42.76,42.76,163.24,176.42,163.30,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,85.00,110.37,110.32,203.40,19.44,20.27,22.80,22.58
17.00,78.57,29.98,67.20,596.93,194.38,0.00,0.00,110.48,0.00,2.04,41.90,0.00,142.44,5.13,2.82,152.00,5.15,132.84,18.00,216.79,33.23,4.22,0.00,83.14,16.00,6.39,9.98,0.00,3.15,6.28,0.00,144.18,20.60,66.55,67.33,20.60,170.59,164.87,153.53,5.67,74.99,67.06,59.28,66.54,57.93,30.70,30.59,30.58,85.00,63.25,20.60,110.32,203.40,19.44,20.27,16.80,22.58
18.00,78.57,29.98,67.20,596.93,194.38,9.09,9.95,110.48,19.21,2.04,41.90,0.00,142.44,5.13,2.82,152.00,5.15,132.84,18.00,216.79,33.23,4.22,0.00,83.14,16.00,6.39,9.98,0.00,3.15,6.28,0.00,144.18,20.60,67.16,61.22,20.60,160.85,184.91,160.91,5.67,74.99,67.06,59.28,0.00,57.93,30.70,30.59,30.58,65.39,85.00,20.60,110.32,203.40,19.44,20.27,16.80,22.58
