"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,23.41,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,17.50,31.08,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,21.68,64.40,3.45,25.98,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,53.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,11.80,12.60,18.96,0.00,1.45,82.25,81.94,10.01,5.24,0.00,86.55,55.00,0.00,2.12,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
2.00,0.00,23.33,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,18.50,30.37,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,20.87,63.21,3.45,25.88,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,45.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,11.50,12.50,18.96,0.00,1.45,79.04,78.71,10.11,4.89,0.00,82.41,50.00,0.00,2.08,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
3.00,0.00,23.32,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,19.80,28.70,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,20.28,62.31,3.45,26.00,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,39.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,10.90,12.20,18.96,0.00,1.45,65.36,66.09,8.38,4.37,0.00,82.11,47.00,0.00,2.08,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
4.00,0.00,23.53,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,20.80,27.41,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,20.10,60.33,3.45,25.97,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,35.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,10.50,12.10,18.96,0.00,1.45,59.39,61.87,7.98,4.25,0.00,84.35,44.00,0.00,2.08,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
5.00,0.00,23.30,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,21.40,27.18,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,20.00,59.93,3.45,26.04,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,32.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,10.50,12.00,18.96,0.00,1.45,52.03,55.83,6.80,3.68,0.00,84.09,42.00,0.00,2.04,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
6.00,0.00,23.39,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,21.70,28.22,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,19.61,58.04,3.45,25.99,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,29.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,10.70,12.00,18.96,0.00,1.45,50.92,53.18,6.95,3.62,0.00,81.60,40.00,0.00,2.04,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
7.00,0.00,23.37,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,22.10,27.85,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,19.19,55.33,3.45,26.10,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,26.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,10.80,12.50,18.96,0.00,1.45,47.37,48.66,6.16,3.28,0.00,77.31,38.00,0.00,2.04,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
8.00,0.00,23.39,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,22.80,28.65,8.08,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,17.20,52.10,3.45,26.19,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,24.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,10.90,12.70,18.96,0.00,1.45,48.94,50.59,6.27,3.26,0.00,66.06,36.00,0.00,2.04,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
9.00,0.00,23.26,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,23.50,29.91,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,16.34,48.10,3.45,26.23,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,23.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,11.00,12.50,18.96,0.00,1.45,45.07,47.76,6.09,3.12,0.00,63.94,34.00,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
10.00,0.00,23.44,0.00,14.00,0.00,7.00,4.70,17.69,2.70,0.00,0.00,0.00,0.00,0.00,9.00,7.60,24.20,32.18,8.07,5.80,15.55,2.50,19.24,19.24,11.66,15.55,0.00,0.00,15.51,46.56,3.45,26.20,10.69,18.46,0.00,0.00,0.00,0.60,10.69,10.69,11.66,0.00,22.00,10.69,13.61,5.00,10.70,0.00,14.58,1.10,11.20,12.50,18.95,0.00,1.44,44.87,49.17,5.91,3.14,0.00,62.90,33.00,0.00,2.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
