"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,66.46,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,67.31,7.46,4.00,81.71,112.47,88.47,18.00,120.00,16.00,6.88,44.69,0.00,6.39,0.00,48.06,5.47,14.53,228.68,0.00,48.95,0.00,42.07,48.95,184.35,197.33,184.41,0.00,66.94,45.00,40.72,31.94,72.66,0.00,0.00,0.00,87.20,87.36,41.81,82.08,193.20,20.46,20.42,22.16,21.95,5.06
2.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,66.36,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,40.46,5.47,12.77,228.68,0.00,33.05,0.00,33.05,41.29,184.35,197.33,184.41,0.00,66.94,45.00,50.10,61.07,72.66,0.00,0.00,0.00,87.20,87.36,42.15,93.49,192.27,20.46,20.42,22.16,21.95,5.06
3.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,67.84,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,40.73,5.47,12.84,228.68,0.00,26.28,0.00,38.34,42.77,184.35,197.33,184.41,0.00,66.94,45.00,49.63,60.27,72.66,0.00,0.00,0.00,87.20,36.05,70.99,63.83,193.00,20.46,20.42,22.16,21.95,5.06
4.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,65.19,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,38.80,5.47,12.39,228.68,0.00,51.72,0.00,0.00,38.66,184.35,197.33,184.41,0.00,66.94,45.00,50.48,61.69,72.66,0.00,0.00,0.00,87.20,30.58,64.43,70.49,191.32,20.46,20.42,22.16,21.95,5.06
5.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,65.36,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,40.49,5.47,12.78,228.68,0.00,46.99,0.00,22.02,46.90,184.35,197.33,184.41,0.00,69.59,0.00,50.29,62.08,72.66,0.00,0.00,0.00,45.56,45.76,65.65,65.63,191.36,20.46,20.42,22.16,21.95,5.06
6.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,108.61,19.21,3.37,41.90,65.51,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,35.02,5.47,11.51,228.68,0.00,34.45,0.00,40.15,34.45,184.35,197.33,184.41,0.00,66.94,30.90,49.35,58.43,72.66,0.00,0.00,0.00,46.62,85.00,50.52,96.32,191.63,20.46,20.42,22.16,21.95,5.06
7.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,66.95,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,36.56,5.47,11.87,228.68,0.00,43.95,0.00,26.39,38.87,184.35,197.33,184.41,0.00,66.94,30.90,48.55,59.93,72.66,0.00,0.00,0.00,53.67,53.99,77.57,68.73,186.84,20.46,20.42,22.16,21.95,5.06
8.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,69.32,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,37.51,5.47,12.09,228.68,0.00,53.87,0.00,33.73,21.95,184.35,197.33,184.41,0.00,66.94,30.90,49.66,60.24,72.66,0.00,0.00,0.00,87.20,20.60,91.63,0.00,188.97,20.46,20.42,22.16,21.95,5.06
9.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,73.97,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,38.90,5.47,12.41,228.68,0.00,44.16,0.00,44.22,21.89,184.35,197.33,184.41,0.00,66.94,30.90,49.45,61.07,72.66,0.00,0.00,0.00,87.20,20.60,91.63,0.00,191.05,20.46,20.42,22.16,21.95,5.06
10.00,78.57,29.98,67.20,650.00,211.66,4.37,4.58,110.48,19.21,3.37,41.90,78.94,7.46,4.00,81.71,112.47,88.47,18.00,120.00,0.00,6.88,44.69,0.00,6.39,0.00,43.49,5.47,13.47,228.68,0.00,30.63,0.00,46.08,43.32,184.35,197.33,184.41,0.00,66.94,52.52,57.15,55.42,72.66,0.00,0.00,0.00,42.19,42.34,59.27,59.26,193.08,20.46,20.42,22.16,21.95,5.06
