"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,19.84,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.00,0.00,3.10,0.00,7.40,21.70,4.10,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.00,7.00,27.90,2.42,27.00,3.80,10.00,0.00,16.99,0.00,0.60,6.50,7.00,7.00,1.20,10.19,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,15.03,15.79,18.00,0.00,0.00,0.00,1.23,13.30,20.20,0.74,0.59,0.00,14.20,8.48,0.00,1.16,0.00,0.00,5.00,0.00,11.00
2.00,0.00,19.83,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,0.02,0.02,3.10,0.00,7.40,20.00,5.40,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,0.04,7.90,27.90,2.42,27.00,3.80,10.00,0.69,16.99,0.03,0.60,6.50,7.00,7.00,1.20,9.12,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,15.14,15.93,18.00,0.00,0.00,0.00,1.23,11.70,19.70,0.83,0.67,0.00,15.00,9.21,0.00,1.12,1.85,0.00,5.00,0.00,11.00
3.00,3.55,20.45,0.00,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,1.02,0.93,3.10,0.00,7.40,18.50,6.90,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,3.11,8.20,27.40,2.42,27.00,3.80,10.00,22.45,16.99,3.01,0.60,6.50,7.00,7.00,1.20,8.56,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,15.20,16.04,18.00,0.00,0.00,0.03,1.23,10.30,18.40,0.92,0.75,7.96,15.00,10.11,0.00,1.16,17.85,23.34,5.00,0.00,11.00
4.00,8.53,20.39,0.27,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,1.59,4.84,3.10,0.00,7.40,17.10,8.60,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,9.92,8.60,27.10,2.42,27.00,3.80,10.00,65.38,16.99,13.48,0.60,6.50,7.00,7.00,1.20,9.57,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,15.09,16.04,18.00,0.00,0.00,0.07,1.23,9.10,17.30,0.99,0.81,31.56,14.50,11.57,0.00,1.16,44.77,87.71,5.00,0.00,11.00
5.00,10.79,20.55,3.07,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,3.14,12.03,3.10,0.00,7.40,15.90,10.50,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,12.10,9.10,27.50,2.42,27.00,3.80,10.00,108.23,16.99,24.21,0.60,6.50,7.00,7.00,1.20,10.51,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,15.13,16.03,18.00,0.00,0.00,0.08,1.23,8.50,16.90,1.09,0.92,57.42,12.10,12.52,0.00,1.12,63.54,153.93,5.00,0.00,11.00
6.00,11.96,20.63,7.14,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,8.08,15.96,3.10,0.00,7.40,14.90,12.30,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,13.15,9.50,28.10,2.42,27.00,3.80,10.00,128.29,16.99,30.90,0.60,6.50,7.00,7.00,1.20,11.22,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,15.61,15.95,18.00,0.00,0.00,0.12,1.23,8.20,16.40,1.28,1.17,67.45,10.10,11.97,0.00,1.12,70.38,217.53,5.00,0.00,11.00
7.00,12.64,20.32,10.19,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,13.88,17.19,3.10,0.00,7.40,14.20,13.70,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,13.78,9.50,29.30,2.42,27.00,3.80,10.00,135.87,16.99,33.75,0.60,6.50,7.00,7.00,0.00,11.63,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,16.08,15.97,18.00,0.00,0.00,0.59,1.23,8.90,15.80,1.53,1.47,72.97,9.00,12.20,0.10,1.12,74.28,250.00,5.00,0.00,11.00
8.00,13.38,19.99,12.57,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,16.59,17.73,3.10,0.00,7.40,13.30,15.50,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,13.98,9.40,30.50,2.42,27.00,3.80,10.00,137.54,16.99,34.41,0.60,6.50,7.00,7.00,0.00,11.16,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,16.56,16.31,18.00,0.00,0.00,0.80,1.23,10.30,15.80,1.93,1.96,75.18,8.10,14.78,0.20,1.12,75.50,250.00,5.00,0.00,11.00
9.00,14.14,19.87,14.43,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,17.74,17.93,3.10,0.00,7.40,12.00,18.30,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,14.07,9.30,31.50,2.42,27.00,3.80,10.00,137.68,16.99,34.67,0.60,6.50,7.00,7.00,0.00,10.82,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,17.01,16.63,18.00,0.00,0.00,0.99,1.23,13.90,17.20,2.38,2.40,75.86,8.00,17.10,0.20,1.08,75.82,250.00,5.00,0.00,11.00
10.00,14.69,19.76,15.93,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,18.34,17.89,3.10,0.00,7.40,11.30,22.10,0.00,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,14.05,9.30,32.90,2.42,27.00,3.80,10.00,137.38,16.99,34.78,0.60,6.50,7.00,7.00,0.00,10.87,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,17.38,16.94,18.00,0.00,0.00,1.11,1.23,17.30,18.50,2.93,2.70,76.21,8.20,18.65,0.30,1.08,76.01,250.00,5.00,0.00,11.00
11.00,15.19,19.89,17.16,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,18.61,17.80,3.10,0.00,7.40,12.00,28.60,1.40,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,14.02,9.80,35.60,2.42,27.00,3.80,10.00,136.87,16.99,34.77,0.60,6.50,7.00,7.00,0.00,11.57,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,17.47,17.17,18.00,0.00,0.00,1.21,1.23,20.00,20.00,3.46,2.97,76.49,9.20,21.23,0.30,1.08,76.16,250.00,5.00,0.00,11.00
12.00,15.69,19.88,18.09,14.00,4.20,0.00,3.00,3.90,1.82,0.40,3.40,19.26,18.80,17.74,3.10,0.00,7.40,13.10,34.40,3.10,5.00,4.80,4.50,18.45,10.00,5.00,7.00,2.80,13.99,10.30,37.90,2.42,27.00,3.80,10.00,136.65,16.99,34.78,0.60,6.50,7.00,7.00,0.00,14.23,6.30,8.00,17.00,2.00,10.80,7.88,5.00,1.20,16.90,17.16,18.00,0.00,0.00,1.23,1.23,22.40,21.30,3.88,3.19,76.88,10.00,26.84,0.30,1.04,76.60,250.00,5.00,0.00,11.00
