"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.72,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,3.30,20.37,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,9.32,22.93,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,23.69,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.97,9.20,18.90,0.00,1.00,17.17,26.72,0.47,0.70,0.00,44.52,15.87,0.00,2.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00
2.00,0.00,23.72,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,3.30,20.37,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,9.32,22.93,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,23.69,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.97,9.20,18.90,0.00,1.00,17.17,26.72,0.47,0.70,0.00,44.52,15.87,0.00,2.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00
3.00,0.00,23.92,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,3.32,18.26,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,9.35,22.08,3.30,25.50,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,19.59,12.83,19.44,8.00,10.70,0.00,17.49,2.40,6.08,9.40,18.90,0.00,1.00,15.59,24.74,0.41,0.63,0.00,44.70,13.39,0.00,2.00,0.00,0.00,5.00,0.00,22.00,0.00,0.00
4.00,0.00,23.82,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,3.63,17.88,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,9.19,21.78,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,16.76,12.83,19.44,8.00,10.70,0.00,17.49,2.40,6.08,9.21,18.90,0.00,1.00,14.85,24.19,0.41,0.57,0.00,44.82,11.73,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.81,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,3.93,17.43,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.99,21.34,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,14.70,12.83,19.44,8.00,10.70,0.00,17.49,2.40,6.03,9.02,18.90,0.00,1.00,14.04,23.58,0.40,0.51,0.00,45.03,10.46,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.82,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,4.21,16.82,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.64,20.49,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,14.95,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.85,8.85,18.90,0.00,1.00,13.01,22.72,0.36,0.43,0.00,45.50,10.37,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.78,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,4.53,16.19,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.40,19.82,3.30,25.50,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,15.20,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.70,8.67,18.90,0.00,1.00,11.81,21.43,0.33,0.36,0.00,46.00,10.31,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.91,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,4.98,15.51,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.52,19.66,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,15.45,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.60,8.47,18.90,0.00,1.00,10.13,18.81,0.29,0.32,0.00,46.58,10.34,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.79,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,5.40,14.94,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.76,20.20,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,15.61,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.51,8.27,19.00,0.00,1.00,8.93,16.55,0.25,0.27,0.00,47.01,10.74,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.84,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,5.71,14.66,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,9.35,22.80,3.30,25.40,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,15.46,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.49,8.10,18.90,0.00,1.00,9.17,15.36,0.21,0.24,0.00,46.99,12.21,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
11.00,0.00,23.75,0.00,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.00,0.00,17.49,0.00,8.40,6.14,14.52,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,9.89,25.00,3.30,25.60,19.44,18.46,0.00,17.88,0.00,0.00,19.44,19.44,19.44,1.20,15.37,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.49,8.13,18.90,0.00,1.00,9.50,14.68,0.18,0.21,0.00,47.43,13.48,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,2.08
12.00,0.00,23.62,0.01,14.00,4.20,7.10,12.24,19.14,3.71,0.40,3.40,16.00,0.63,0.22,17.49,0.00,8.40,6.90,14.77,8.10,10.20,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.29,10.28,26.02,3.30,25.60,19.44,18.46,5.20,17.88,1.77,0.00,19.44,19.44,19.44,1.20,15.44,12.83,19.44,8.00,10.70,0.00,17.49,2.40,5.58,8.74,18.90,0.00,1.00,10.08,15.53,0.21,0.19,3.85,49.26,14.15,0.00,2.00,0.59,2.88,11.00,0.00,22.00,0.00,4.15
