"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,16.98,19.79,16.35,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,13.45,16.57,3.10,2.80,7.50,29.00,34.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.93,29.00,78.00,2.10,27.25,3.20,11.59,125.00,15.46,33.00,0.60,9.00,9.00,10.00,1.15,113.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,15.00,9.50,1.22,0.39,106.00,93.00,12.28,8.84,98.00,87.00,81.00,0.20,1.04,75.00,244.00,10.63,182.00,12.14,0.41,50.52,86.00,21.52
2.00,16.25,19.70,15.68,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,13.36,16.63,3.10,5.30,7.50,29.00,41.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.88,29.00,77.00,2.10,27.05,3.20,11.59,125.00,15.46,34.00,0.60,9.00,9.00,10.00,1.15,113.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,15.00,9.50,1.22,0.37,108.00,95.00,12.26,9.01,98.00,86.00,76.00,0.10,1.04,75.00,245.00,10.63,182.00,12.14,0.42,51.00,87.00,22.13
3.00,15.79,19.51,15.06,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,12.64,16.67,3.10,5.30,7.50,30.00,44.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.79,29.00,76.00,2.10,26.89,3.20,11.59,126.00,15.46,34.00,0.60,9.00,9.00,10.00,1.15,115.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,16.00,9.50,1.22,0.36,109.00,97.00,12.12,8.73,97.00,86.00,81.00,0.10,1.03,76.00,246.00,10.63,183.00,12.14,0.42,51.12,87.00,22.27
4.00,14.10,19.35,13.61,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,12.67,16.68,3.10,5.30,7.50,30.00,48.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.76,29.00,75.00,2.10,26.72,3.20,11.59,126.00,15.46,34.00,0.60,9.00,9.00,10.00,1.15,117.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,16.00,9.50,1.03,0.35,105.00,98.00,12.88,9.47,97.00,87.00,82.00,0.10,1.02,76.00,246.00,10.63,183.00,12.14,0.43,51.41,87.00,22.05
5.00,13.32,19.29,12.50,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,11.55,16.63,3.10,5.30,7.50,29.00,49.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.68,27.00,73.00,2.10,26.73,3.20,11.59,126.00,15.46,34.00,0.60,9.00,9.00,10.00,1.15,110.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,16.00,9.50,1.00,0.34,106.00,98.00,12.41,8.90,96.00,87.00,89.00,0.10,1.02,75.00,246.00,10.63,183.00,12.14,0.43,51.57,87.00,20.62
6.00,10.79,19.04,10.50,13.53,4.50,7.60,3.10,6.10,1.40,0.00,3.50,15.46,11.07,16.50,3.10,5.30,7.50,29.00,51.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.55,27.00,71.00,2.10,26.67,3.20,11.59,124.00,15.46,34.00,0.60,9.00,9.00,10.00,1.15,113.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,16.00,9.50,0.93,0.74,102.00,98.00,12.45,8.64,95.00,87.00,91.00,0.10,1.04,75.00,244.00,10.63,181.00,12.14,0.42,51.44,86.00,20.20
7.00,9.71,18.97,8.91,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,9.56,16.27,0.00,5.30,7.50,30.00,52.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,12.31,26.00,69.00,2.10,26.69,3.20,11.59,120.00,15.46,32.00,0.60,9.00,9.00,10.00,1.15,114.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,18.00,16.00,9.50,0.78,1.43,98.00,98.00,12.95,9.34,92.00,86.00,97.00,0.00,1.09,72.00,237.00,10.63,176.00,12.14,0.39,51.41,84.00,19.13
8.00,6.51,19.19,6.29,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,8.18,15.70,0.00,5.30,7.50,30.00,52.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,11.74,26.00,67.00,2.10,26.74,3.20,11.59,111.00,15.46,26.00,0.60,9.00,9.00,10.00,1.15,116.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.57,2.05,93.00,93.00,13.37,9.13,83.00,85.00,99.00,0.00,1.17,61.00,211.00,10.63,151.00,12.14,0.33,48.28,72.00,12.72
9.00,5.24,19.46,4.55,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,4.02,14.47,0.00,5.30,7.50,28.00,52.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,10.67,24.00,64.00,2.10,26.92,3.20,11.59,72.00,15.46,16.00,0.60,9.00,9.00,10.00,1.15,115.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.49,2.16,88.00,91.00,12.35,8.95,59.00,81.00,93.00,0.00,1.24,39.00,146.00,10.63,107.00,12.14,0.26,34.37,48.00,15.65
10.00,1.85,19.37,1.76,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,1.35,11.07,0.00,5.30,7.50,28.00,52.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,6.15,21.00,62.00,2.10,27.05,3.20,11.59,30.00,15.46,6.00,0.60,9.00,9.00,10.00,1.15,115.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.34,2.16,82.00,88.00,12.11,8.91,26.00,78.00,82.00,0.00,1.31,17.00,64.00,10.63,47.00,12.14,0.17,17.24,21.00,8.91
11.00,1.02,19.32,0.68,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.12,3.90,0.00,10.72,7.50,24.00,49.00,0.00,5.30,5.90,5.00,18.55,9.90,3.00,4.50,3.00,1.24,20.00,59.00,2.10,27.15,3.20,11.59,5.00,15.46,1.00,0.60,9.00,9.00,10.00,1.15,114.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.12,2.16,75.00,84.00,12.18,8.98,5.00,73.00,73.00,0.00,1.35,4.00,13.00,10.63,9.00,12.14,0.07,4.61,4.00,1.47
12.00,0.00,19.29,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.19,0.00,10.53,7.50,24.00,47.00,0.00,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.02,19.00,55.00,2.10,27.40,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,113.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,17.00,15.00,9.50,0.06,2.16,69.00,79.00,11.79,8.93,0.00,69.00,65.00,0.00,1.39,0.00,0.00,10.63,0.00,12.14,0.03,0.00,0.00,0.00
13.00,0.00,19.16,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,0.00,9.90,7.50,17.00,43.00,6.00,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,18.00,52.00,2.10,27.62,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,112.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,16.00,15.00,9.50,0.00,2.16,62.00,72.00,11.12,8.58,0.00,63.00,55.00,0.00,1.41,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
14.00,0.00,18.94,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,0.00,9.86,7.50,17.00,39.00,7.10,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,17.00,48.00,2.10,27.82,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,111.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,16.00,14.00,9.50,0.00,2.16,54.00,65.00,10.75,7.19,0.00,57.00,44.00,0.00,1.44,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
15.00,0.00,18.94,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,9.95,7.50,15.00,35.00,7.70,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,16.00,46.00,2.10,27.92,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,99.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,15.00,14.00,9.50,0.00,2.16,51.00,62.00,9.13,6.69,0.00,53.00,39.00,0.00,1.45,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
16.00,0.00,18.82,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,10.63,7.50,15.00,32.00,7.60,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,14.00,43.00,2.10,28.04,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,87.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,15.00,14.00,9.50,0.00,2.15,47.00,59.00,8.93,7.14,0.00,48.00,33.00,0.00,1.46,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
17.00,0.00,18.90,0.00,13.53,4.50,7.60,3.10,6.10,2.00,0.00,3.50,15.46,0.00,0.00,3.10,11.01,7.50,13.00,26.00,7.60,5.30,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,13.00,41.00,2.10,28.14,3.20,11.59,0.00,15.46,0.00,0.60,9.00,9.00,10.00,1.15,73.00,4.70,18.00,7.00,10.43,8.12,3.80,2.30,14.00,13.00,9.50,0.00,2.12,42.00,55.00,7.92,5.80,0.00,46.00,33.00,0.00,1.47,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
