"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,69.36,28.57,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,97.05,7.25,3.89,160.40,111.81,103.92,46.81,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,38.92,0.00,181.62,167.82,5.67,67.36,45.00,44.56,40.31,49.35,25.67,25.57,25.56,0.00,86.85,20.76,109.69,134.28,20.34,12.84,18.20,18.04,3.87
2.00,69.19,28.50,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,99.76,7.25,3.89,160.40,93.60,112.18,18.00,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,67.00,0.00,177.54,163.13,5.67,67.36,45.00,44.27,40.27,49.35,25.67,25.57,25.56,0.00,86.85,20.79,109.69,143.63,20.34,12.84,18.20,18.04,3.87
3.00,70.99,29.24,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,102.54,7.25,3.89,160.40,91.66,115.89,18.00,98.05,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,40.50,0.00,193.98,181.12,5.67,0.00,61.83,47.16,42.75,49.35,25.67,25.57,25.56,0.00,85.00,20.73,109.69,144.69,20.34,12.81,18.20,18.04,3.87
4.00,69.25,28.52,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,102.94,7.25,3.89,160.40,90.82,110.10,18.01,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,40.50,112.21,130.58,112.22,5.67,67.36,52.85,39.58,43.79,49.35,25.67,25.57,25.56,0.00,85.00,20.73,109.69,144.48,20.34,12.81,18.20,18.04,3.87
5.00,72.37,29.81,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,108.02,7.25,3.89,160.40,91.02,116.42,18.00,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,40.50,122.81,142.17,122.83,5.67,67.36,52.85,49.36,43.94,49.35,25.67,25.57,25.56,0.00,85.00,20.73,109.69,145.74,20.34,12.84,18.20,18.04,3.87
6.00,72.37,29.80,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,124.35,7.25,3.89,160.40,91.26,111.74,24.88,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,33.63,124.50,143.88,124.53,5.67,67.36,53.13,47.58,43.97,49.35,25.67,25.57,25.56,0.00,85.00,20.73,109.69,145.77,20.34,12.84,18.20,18.04,3.87
7.00,72.37,29.81,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,127.17,7.25,3.89,160.40,89.77,127.95,19.55,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,38.95,183.28,196.19,0.00,5.67,67.90,58.17,53.68,43.57,49.35,25.67,25.57,25.56,0.00,85.00,20.73,109.69,146.20,20.34,12.89,18.20,18.04,3.87
8.00,72.37,29.81,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,122.04,7.25,3.89,160.40,87.49,113.09,18.36,98.00,13.52,6.88,87.23,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,40.14,142.32,160.16,142.37,5.67,67.36,52.86,48.46,43.98,49.35,25.67,25.57,25.56,0.00,85.00,20.73,109.69,143.50,20.34,12.73,18.20,18.04,3.87
9.00,72.37,29.81,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,118.73,7.25,3.89,160.40,85.39,94.10,46.81,98.00,13.52,6.88,87.23,0.00,6.39,0.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,45.87,144.07,161.64,144.12,4.66,67.36,52.86,51.40,41.05,49.35,23.93,23.84,23.84,0.00,86.85,20.74,109.69,141.43,20.34,17.50,18.20,18.04,3.87
10.00,71.33,29.38,66.81,643.50,208.33,3.68,3.86,43.72,18.18,3.65,29.71,14.85,107.53,7.25,3.89,160.40,82.78,66.91,46.81,98.00,13.52,6.88,87.23,0.00,6.39,0.00,79.46,4.41,19.68,0.00,0.00,67.18,66.77,0.00,67.00,122.23,141.58,122.25,2.99,67.36,45.00,48.69,36.31,49.35,15.34,15.33,15.33,0.00,86.85,63.73,109.69,136.88,20.34,12.78,18.20,18.04,3.87
