"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.93,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.38,14.85,5.20,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.75,68.40,3.50,25.80,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,55.72,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.80,1.02,18.90,0.00,0.00,0.00,1.00,63.62,76.21,1.80,2.30,0.00,75.68,51.28,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,23.93,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.38,14.85,5.20,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.72,68.11,3.50,25.80,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,57.82,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.80,1.02,18.90,0.00,0.00,0.00,1.00,63.62,76.21,1.80,2.30,0.00,74.98,51.28,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,23.77,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.44,14.63,5.10,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.66,67.36,3.50,25.80,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,57.67,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.81,0.90,18.90,0.00,0.00,0.00,1.00,63.69,76.54,1.73,2.26,0.00,74.92,50.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.79,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.51,14.70,4.90,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.56,66.13,3.50,25.70,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,56.50,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.82,0.85,18.90,0.00,0.00,0.00,1.00,61.74,75.59,1.54,2.04,0.00,74.87,49.99,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.91,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.59,14.79,4.90,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.49,65.38,3.50,25.70,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,56.08,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.80,0.81,18.90,0.00,0.00,0.00,1.00,58.92,73.71,1.36,1.80,0.00,74.96,50.18,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.91,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.65,14.89,4.90,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.44,65.11,3.50,25.60,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,57.89,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.74,0.76,18.90,0.00,0.00,0.00,1.00,53.52,69.04,1.16,1.47,0.00,75.05,52.46,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.78,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,6.79,14.96,4.90,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,21.38,64.47,3.50,25.70,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,60.60,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.67,0.71,18.90,0.00,0.00,0.00,1.00,49.76,65.79,1.02,1.22,0.00,75.22,54.19,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.91,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,7.16,19.66,4.90,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,22.30,63.45,3.50,25.80,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,62.00,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.60,0.67,18.90,0.00,0.00,0.00,1.00,50.91,66.78,1.08,1.23,0.00,75.38,54.31,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.75,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,7.66,20.09,4.90,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,22.31,62.94,3.50,25.60,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,62.81,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.62,0.84,18.90,0.00,0.00,0.00,1.00,52.07,67.83,1.13,1.29,0.00,76.10,54.22,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.83,0.00,14.00,4.20,6.70,9.00,20.00,3.20,0.40,3.40,18.00,0.00,0.00,17.49,0.00,9.00,8.54,19.33,8.10,10.98,15.35,4.70,20.00,20.00,20.00,20.00,1.40,0.00,22.43,62.95,3.50,25.50,19.44,18.17,0.00,0.00,0.00,0.60,20.00,20.00,20.00,1.20,61.87,12.83,21.00,8.20,10.70,8.30,20.00,1.20,0.90,1.64,18.90,0.00,0.00,0.00,1.00,53.25,69.04,1.14,1.46,0.00,76.83,53.54,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
