"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,13.65,22.76,7.63,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.00,15.42,9.00,0.00,10.00,5.10,2.10,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.89,0.30,1.35,2.27,26.80,14.56,19.11,118.42,17.96,27.80,0.60,6.00,6.00,7.00,1.20,1.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,10.40,12.90,18.90,0.00,0.00,0.95,1.00,0.85,0.59,0.06,0.17,86.41,0.00,1.00,0.20,1.33,66.05,206.00,15.00
2.00,14.17,23.01,9.07,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.72,15.37,9.00,0.00,10.00,5.40,2.70,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.90,0.30,1.60,2.27,26.70,14.56,19.11,118.02,17.96,27.44,0.60,6.00,6.00,7.00,1.20,1.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,11.10,13.30,18.90,0.00,0.00,1.06,1.00,1.22,1.31,0.09,0.12,86.28,0.00,1.00,0.30,1.32,66.23,206.00,15.00
3.00,14.51,22.76,11.02,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,16.26,15.25,9.00,0.00,10.00,5.30,5.30,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.85,0.40,2.07,2.27,26.60,14.56,19.11,117.41,17.96,26.79,0.60,6.00,6.00,7.00,1.20,1.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,11.60,13.60,18.90,0.00,0.00,1.15,1.00,1.97,2.69,0.22,0.13,86.06,0.00,1.00,0.30,1.32,66.56,205.00,15.00
4.00,14.56,23.00,13.02,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,16.22,15.09,9.00,0.00,10.00,5.20,9.90,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.74,0.40,2.75,2.27,26.50,14.56,19.11,116.23,17.96,25.34,0.60,6.00,6.00,7.00,1.20,0.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,12.00,13.80,18.90,0.00,0.00,1.18,1.00,2.86,4.28,0.38,0.18,85.57,0.00,1.00,0.30,1.25,67.12,206.00,15.00
5.00,14.39,22.77,13.66,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.57,14.97,9.00,0.00,10.00,5.10,14.60,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.61,0.50,3.60,2.27,26.40,14.56,19.11,114.76,17.96,23.44,0.60,6.00,6.00,7.00,1.20,1.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,12.30,14.20,18.90,0.00,0.00,1.17,1.00,3.21,3.75,0.44,0.23,84.93,0.10,2.00,0.40,1.25,67.89,207.00,15.00
6.00,14.41,22.73,14.05,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.32,15.01,9.00,0.00,10.00,5.30,19.20,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.63,0.50,4.62,2.27,26.30,14.56,19.11,115.37,17.96,22.60,0.60,6.00,6.00,7.00,1.20,1.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,12.80,14.60,18.90,0.00,0.00,1.19,1.00,3.38,2.52,0.47,0.28,85.31,0.10,3.00,0.40,1.24,68.14,208.00,15.00
7.00,14.30,22.69,13.07,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.28,15.06,9.00,0.00,10.00,6.70,23.30,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.69,0.80,5.51,2.27,26.30,14.56,19.11,116.45,17.96,23.04,0.60,6.00,6.00,7.00,1.20,3.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,13.50,15.10,18.90,0.00,0.00,1.18,1.00,3.44,3.28,0.59,0.38,85.75,0.20,6.00,0.40,1.26,68.14,209.00,15.00
8.00,13.99,22.52,10.85,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.40,15.12,9.00,0.00,10.00,7.90,26.90,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.77,0.90,6.26,2.27,26.20,14.56,19.11,117.65,17.96,24.14,0.60,6.00,6.00,7.00,1.20,7.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,14.10,15.50,18.90,0.00,0.00,1.17,1.00,3.47,4.70,0.74,0.48,86.14,0.30,10.00,0.40,1.24,68.01,211.00,15.00
9.00,13.54,22.47,8.61,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.64,15.20,9.00,0.00,10.00,8.40,28.70,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.85,0.80,6.64,2.27,26.10,14.56,19.11,119.06,17.96,25.71,0.60,6.00,6.00,7.00,1.20,11.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,14.30,15.80,18.90,0.00,0.00,1.17,1.00,3.72,4.63,0.70,0.56,86.62,0.20,13.00,0.30,1.25,67.72,212.00,15.00
10.00,13.05,22.25,7.23,14.00,4.20,8.20,4.30,9.55,2.50,0.00,3.30,0.00,15.68,15.26,9.00,0.00,10.00,8.60,30.00,7.90,11.17,15.53,2.50,17.48,13.69,5.50,7.70,2.80,12.90,0.60,6.64,2.27,25.80,14.56,19.11,119.99,17.96,26.77,0.60,6.00,6.00,7.00,1.20,17.00,10.00,10.19,19.42,4.60,10.70,8.10,11.17,2.40,14.50,16.10,18.90,0.00,0.00,0.99,1.00,4.05,4.06,0.60,0.64,86.86,0.10,15.00,0.20,1.22,67.14,212.00,15.00
