"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,73.10,29.95,67.13,626.00,203.65,7.51,7.88,110.37,19.14,0.00,26.42,14.92,88.55,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,85.48,3.45,19.77,157.71,0.00,22.04,59.73,60.40,22.04,184.17,179.83,184.23,5.67,74.91,76.30,48.53,45.76,53.64,29.13,29.01,29.01,52.81,52.81,110.26,110.22,146.00
2.00,73.10,29.95,67.13,626.00,203.65,7.51,7.88,106.30,19.14,0.00,26.42,14.92,83.57,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,85.48,3.45,19.77,151.93,0.00,40.92,63.49,40.92,26.52,173.23,186.04,173.30,2.90,74.91,76.30,47.65,46.64,53.64,14.85,14.85,14.85,59.73,25.77,110.26,110.22,146.00
3.00,72.05,29.95,67.13,626.00,203.65,7.51,7.88,103.25,19.14,0.00,26.42,14.92,81.71,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,78.56,3.45,18.17,148.89,0.00,47.19,29.15,29.16,47.13,163.68,176.02,163.74,2.19,74.91,76.30,46.74,47.55,53.64,11.21,11.21,11.21,21.48,49.89,109.54,108.31,146.00
4.00,72.19,29.95,67.13,626.00,203.65,7.51,7.88,101.96,19.14,0.00,26.42,14.92,81.71,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,74.57,3.45,17.25,147.66,0.00,37.12,0.00,67.88,37.12,159.84,171.89,159.90,2.01,74.91,76.30,47.30,46.82,53.64,10.31,10.31,10.31,31.81,31.81,109.16,76.50,146.00
5.00,72.87,29.95,67.13,626.00,203.65,7.51,7.88,100.37,19.14,0.00,26.42,14.92,77.44,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,71.44,3.45,16.52,145.42,0.00,45.85,0.00,45.94,45.80,181.19,119.17,181.26,1.63,74.91,75.00,42.59,50.29,53.64,25.08,0.00,0.00,36.49,21.93,107.17,57.92,146.00
6.00,73.48,29.95,67.13,626.00,203.65,7.51,7.88,101.15,19.14,0.00,26.42,14.92,85.06,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,74.61,3.45,17.26,146.20,0.00,21.21,0.00,59.33,58.85,184.17,77.67,184.23,1.49,74.91,76.30,42.94,51.54,53.64,22.89,0.00,0.00,38.68,20.92,109.90,61.25,146.00
7.00,73.03,29.95,67.13,626.00,203.65,7.51,7.88,101.90,19.14,0.00,26.42,14.92,79.62,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,73.49,3.45,17.00,147.81,0.00,26.33,0.00,67.88,46.51,160.17,172.25,160.23,0.00,74.91,75.00,49.30,46.38,53.64,0.00,0.00,0.00,32.51,32.51,110.26,0.00,146.00
8.00,72.66,29.95,67.13,626.00,203.65,7.51,7.88,100.45,19.14,0.00,26.42,14.92,82.07,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,71.09,3.45,16.44,145.94,0.00,35.48,0.00,35.48,66.12,158.63,170.58,158.69,0.00,74.91,76.30,45.60,47.56,53.64,0.00,0.00,0.00,20.97,40.47,110.26,0.00,146.00
9.00,74.17,29.95,67.13,626.00,203.65,7.51,7.88,100.74,19.14,0.00,26.42,14.92,84.35,5.13,2.82,0.00,112.36,88.38,21.75,23.52,158.13,0.00,1.97,6.88,0.00,6.39,0.00,72.02,3.45,16.66,146.44,0.00,46.05,0.00,46.14,46.01,182.44,127.74,182.51,0.00,74.91,75.00,48.24,47.18,53.64,0.00,0.00,0.00,31.68,31.68,110.26,0.00,146.00
10.00,74.31,29.95,67.13,626.00,203.65,7.51,7.88,93.39,19.14,0.00,26.42,14.92,81.71,5.13,2.82,0.00,112.36,88.38,21.75,22.66,158.13,0.00,1.97,6.88,0.00,6.39,0.00,65.91,3.45,15.25,144.33,0.00,20.62,0.00,43.44,43.33,168.78,127.88,168.85,0.00,74.91,75.00,45.74,48.55,53.64,0.00,0.00,0.00,20.62,46.78,110.26,0.00,146.00
