"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,13.44,16.71,13.99,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.39,18.48,12.00,0.00,5.60,10.40,41.33,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.21,20.98,61.31,2.25,26.50,8.00,17.00,143.45,17.07,39.24,0.60,19.51,19.51,19.51,1.20,28.27,7.50,17.56,3.00,9.00,0.00,4.00,2.40,13.62,15.10,18.90,0.00,0.00,0.74,1.00,16.47,21.17,3.34,1.64,110.17,82.00,43.08,0.30,2.00,74.29,234.38,11.00,209.00,0.00,0.29,42.82
2.00,15.07,16.69,15.12,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.01,18.38,12.00,0.00,5.60,9.90,47.33,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.17,21.18,64.79,2.25,26.30,8.00,17.00,143.88,17.07,39.54,0.60,19.51,19.51,19.51,1.20,36.27,7.50,17.56,3.00,9.00,0.00,4.00,2.40,14.14,15.52,18.90,0.00,0.00,0.83,1.00,30.13,34.07,3.34,1.64,111.06,85.35,53.14,0.30,2.00,74.74,237.03,11.00,210.00,0.00,0.32,43.84
3.00,16.33,14.63,15.95,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.40,18.39,12.00,0.00,5.60,9.68,53.92,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.20,21.39,68.47,2.25,26.10,8.00,17.00,144.20,17.07,39.81,0.60,19.51,19.51,19.51,1.20,45.82,7.50,17.56,3.00,9.00,0.00,4.00,2.40,14.63,15.86,18.90,0.00,0.00,0.90,1.00,44.96,48.08,4.73,2.24,111.66,89.04,63.45,0.30,2.00,74.64,238.91,11.00,209.00,0.00,0.33,46.36
4.00,17.21,13.92,16.56,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.94,18.39,12.00,0.00,5.60,10.27,62.25,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.29,21.59,70.64,2.25,26.00,8.00,17.00,144.32,17.07,39.95,0.60,19.51,19.51,19.51,1.20,58.75,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.01,16.00,18.90,0.00,0.00,0.92,1.00,58.63,60.98,4.73,2.24,111.94,92.38,74.63,0.40,2.00,75.34,239.85,11.00,208.00,0.00,0.33,48.87
5.00,17.78,13.89,16.59,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,18.24,18.29,12.00,0.00,5.60,11.08,69.14,1.80,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.33,21.72,72.21,2.25,25.70,8.00,17.00,143.97,17.07,39.94,0.60,19.51,19.51,19.51,1.20,72.90,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.30,16.12,18.90,0.00,0.00,0.91,1.00,68.77,70.55,7.39,3.80,111.62,95.29,86.15,0.40,2.00,77.29,240.16,11.00,208.00,0.00,0.33,48.88
6.00,18.08,13.61,16.56,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.65,18.29,12.00,0.00,5.60,12.52,71.74,3.10,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.27,21.59,73.21,2.25,25.60,8.00,17.00,140.41,17.07,39.81,0.60,19.51,19.51,19.51,1.20,89.64,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.33,16.15,18.90,0.00,0.00,0.93,1.00,72.33,73.64,7.39,3.80,111.18,96.07,97.46,0.40,2.00,78.66,240.22,11.00,208.00,0.00,0.34,48.90
7.00,17.96,13.62,16.48,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,16.54,18.35,12.00,0.00,5.60,13.82,73.83,2.90,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.29,21.31,74.10,2.25,25.30,8.00,17.00,143.23,17.07,39.43,0.60,19.51,19.51,19.51,1.20,107.16,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.34,16.17,18.90,0.00,0.00,0.92,1.00,80.16,80.43,11.12,5.93,110.96,96.24,108.63,0.40,2.00,79.47,241.88,11.00,206.00,0.00,0.34,49.11
8.00,17.42,13.49,16.13,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,16.40,18.34,12.00,0.00,5.60,14.69,74.42,2.90,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.28,21.02,73.87,2.25,25.20,8.00,17.00,144.48,17.07,38.86,0.60,19.51,19.51,19.51,1.20,114.40,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.29,16.19,18.90,0.00,0.00,0.92,1.00,87.98,87.23,11.12,5.93,110.75,95.83,114.51,0.30,2.00,79.85,243.93,11.00,204.00,0.00,0.35,49.32
9.00,15.99,13.44,15.32,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.16,18.25,12.00,0.00,5.60,15.63,74.93,2.90,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.16,20.89,73.29,2.25,25.00,8.00,17.00,144.48,17.07,37.79,0.60,19.51,19.51,19.51,1.20,118.18,7.50,17.56,3.00,9.00,0.00,4.00,2.40,15.16,16.15,18.90,0.00,0.00,0.92,1.00,91.54,90.32,11.99,5.93,110.75,95.28,118.60,0.20,2.00,79.68,243.44,11.00,199.00,0.00,0.35,49.34
10.00,14.28,13.72,14.33,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.65,18.25,12.00,0.00,5.60,16.74,75.21,3.20,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,15.07,21.11,73.28,2.25,25.00,8.00,17.00,144.47,17.07,35.68,0.60,19.51,19.51,19.51,1.20,120.72,7.50,17.56,3.00,9.00,0.00,4.00,2.40,14.81,15.98,18.90,0.00,0.00,0.77,1.00,92.46,91.31,11.99,5.93,110.56,94.22,121.78,0.20,2.00,79.57,240.95,11.00,194.00,0.00,0.34,49.36
11.00,12.58,13.45,13.13,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,17.40,18.06,12.00,0.00,5.60,17.72,75.21,3.10,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.89,21.53,73.47,2.25,25.20,8.00,17.00,144.27,17.07,33.49,0.60,19.51,19.51,19.51,1.20,122.82,7.50,17.56,3.00,9.00,0.00,4.00,2.40,14.41,15.76,18.90,0.00,0.00,0.75,1.00,92.04,91.23,15.01,8.63,108.98,93.02,124.63,0.10,2.00,79.44,237.10,11.00,185.00,0.00,0.33,46.02
12.00,11.34,12.72,11.59,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,16.00,17.59,12.00,0.00,5.60,18.28,74.39,0.60,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.58,21.92,74.08,2.25,25.60,8.00,17.00,142.15,17.07,30.35,0.60,19.51,19.51,19.51,1.20,124.38,7.50,17.56,3.00,9.00,0.00,4.00,2.40,13.87,15.40,18.90,0.00,0.00,0.70,1.00,94.50,93.40,15.01,8.63,106.39,92.05,127.11,0.10,2.00,79.12,231.11,11.00,176.00,0.00,0.32,42.68
13.00,10.19,12.61,9.85,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,12.74,16.92,12.00,0.00,5.60,18.60,73.54,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.02,22.30,74.83,2.25,25.60,8.00,17.00,137.28,17.07,24.59,0.60,19.51,19.51,19.51,1.20,125.74,7.50,17.56,3.00,9.00,0.00,4.00,2.40,13.02,14.80,18.90,0.00,0.00,0.59,1.00,97.89,96.28,15.02,8.63,102.42,91.17,129.47,0.10,2.00,78.51,221.93,11.00,143.00,0.00,0.29,42.19
14.00,8.33,12.60,5.78,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,7.73,15.66,12.00,0.00,5.60,18.17,72.64,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,13.14,22.69,75.51,2.25,25.80,8.00,17.00,129.15,17.07,20.34,0.60,19.51,19.51,19.51,1.20,126.11,7.50,17.56,3.00,9.00,0.00,4.00,2.40,11.26,13.47,18.90,0.00,0.00,0.43,1.00,97.27,96.58,15.02,8.63,95.51,91.66,129.95,0.10,2.00,76.99,207.53,11.00,109.00,0.00,0.25,41.71
15.00,4.96,12.70,0.71,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,2.95,13.49,12.00,0.00,5.60,17.96,71.91,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,11.67,23.08,76.20,2.25,26.00,8.00,17.00,108.04,17.07,14.89,0.60,19.51,19.51,19.51,1.20,126.11,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.98,12.52,18.90,0.00,0.00,0.37,1.00,95.25,95.94,15.03,8.63,83.72,92.79,129.79,0.10,2.00,71.68,181.09,11.00,55.00,0.00,0.20,35.18
