"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,75.08,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,61.99,0.00,19.79,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,62.36,62.05,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
2.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,75.38,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,60.92,0.00,19.54,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,56.01,52.12,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
3.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,72.88,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,56.89,0.00,18.61,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,64.03,63.86,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
4.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,76.43,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,56.05,0.00,18.42,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,63.99,63.82,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
5.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,78.54,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,58.10,0.00,18.89,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,64.94,64.82,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
6.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,76.06,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,55.88,0.00,18.38,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,63.81,63.64,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
7.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,71.11,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,55.16,0.00,18.21,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,59.07,66.32,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
8.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,73.27,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,52.09,0.00,17.50,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,62.36,62.05,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
9.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,39.73,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,13.16,0.00,8.49,228.68,228.42,67.57,67.16,67.94,67.39,0.00,0.00,0.00,5.67,74.99,76.38,62.24,62.16,81.64,30.70,30.59,30.58,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
10.00,78.57,29.98,67.20,650.00,73.29,6.28,6.59,110.48,19.21,4.79,41.90,0.00,39.73,7.38,3.96,164.07,112.47,88.74,47.08,225.00,31.78,6.88,87.77,0.00,6.39,9.00,4.63,0.00,6.51,228.68,228.42,25.79,52.42,52.84,25.79,0.00,0.00,0.00,5.67,74.99,76.38,54.10,54.03,81.64,25.67,25.57,25.56,87.20,87.36,110.37,110.32,203.40,20.46,20.42,22.16,21.95,5.06
