"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.00,19.67,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,8.00,7.00,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,17.94,44.78,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,33.00,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,9.12,12.21,18.00,0.00,0.00,0.00,1.23,53.21,60.32,6.44,2.95,0.00,68.48,31.00,0.00,1.20,0.00,0.00,6.00
2.00,0.00,20.07,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,5.02,5.07,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,21.44,55.63,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,28.20,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.13,13.29,18.00,0.00,0.00,0.00,1.23,49.71,69.14,2.58,1.81,0.00,84.87,27.21,0.00,1.16,0.00,0.00,6.00
3.00,0.00,20.69,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,5.22,5.61,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,21.18,54.80,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,25.15,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.13,13.23,18.00,0.00,0.00,0.00,1.23,48.14,68.62,2.49,1.67,0.00,84.01,25.10,0.00,1.16,0.00,0.00,6.00
4.00,0.00,20.62,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,5.32,6.17,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,20.71,53.52,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,22.57,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.14,13.14,18.00,0.00,0.00,0.00,1.23,47.98,68.92,2.50,1.71,0.00,83.04,22.50,0.00,1.16,0.00,0.00,6.00
5.00,0.00,20.92,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,5.19,7.39,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,20.05,50.43,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,19.31,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.01,13.01,18.00,0.00,0.00,0.00,1.23,45.85,68.26,2.37,1.66,0.00,80.75,19.66,0.00,1.12,0.00,0.00,6.00
6.00,0.00,21.02,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,4.99,8.83,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,19.33,46.73,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,15.83,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,9.85,12.86,18.00,0.00,0.00,0.00,1.23,43.06,67.28,2.20,1.59,0.00,78.03,16.74,0.00,1.12,0.00,0.00,6.00
7.00,0.00,21.05,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,5.25,9.84,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,18.09,42.76,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,13.01,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.11,13.10,18.00,0.00,0.00,0.00,1.23,39.73,65.02,1.84,1.34,0.00,74.42,14.59,0.00,1.12,0.00,0.00,6.00
8.00,0.00,21.16,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,5.67,10.72,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,16.66,38.69,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,10.41,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.51,13.47,18.00,0.00,0.00,0.00,1.23,36.21,62.34,1.42,1.02,0.00,70.51,12.70,0.00,1.12,0.00,0.00,6.00
9.00,0.00,21.22,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,6.45,10.74,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,15.10,35.51,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,7.82,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.54,13.61,18.00,0.00,0.00,0.00,1.23,28.80,54.83,1.06,0.75,0.00,66.06,9.93,0.00,1.08,0.00,0.00,6.00
10.00,0.00,21.22,0.00,14.00,4.20,7.40,3.80,5.90,1.51,0.40,3.30,19.00,0.00,0.00,4.00,0.00,6.60,7.34,10.48,0.00,4.50,6.10,1.80,19.50,10.00,4.00,5.50,2.80,0.00,13.48,32.61,2.30,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.50,5.00,5.20,2.40,5.23,7.10,8.00,18.45,3.00,10.70,0.00,6.50,1.20,10.45,13.68,18.00,0.00,0.00,0.00,1.23,20.09,45.72,0.73,0.50,0.00,61.42,6.87,0.00,1.08,0.00,0.00,6.00
