"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,19.02,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,7.19,7.86,8.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,0.00,0.12,9.01,0.00,28.10,3.20,10.84,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,0.84,4.90,16.00,4.00,10.43,7.62,3.40,2.30,14.34,14.03,9.50,0.00,0.37,0.58,0.73,3.79,1.16,0.00,0.78,0.00,0.10,1.51,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,19.39,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,8.86,8.10,8.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,0.00,0.40,9.67,0.00,28.20,3.20,10.82,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,2.84,4.90,16.00,4.00,10.43,7.62,3.40,2.30,14.83,14.71,9.50,0.00,0.37,2.01,2.63,3.91,1.35,0.00,1.95,0.00,0.20,1.50,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
3.00,0.00,19.44,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,11.30,8.40,8.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,0.00,0.82,10.56,0.00,28.20,3.20,10.83,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,5.67,4.90,16.00,4.00,10.43,7.62,3.40,2.30,14.69,14.57,9.50,0.00,0.37,4.05,5.37,3.36,1.79,0.00,3.62,3.90,0.20,1.48,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.12
4.00,0.02,19.29,0.03,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.02,0.00,3.10,7.20,14.18,8.75,8.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,0.00,1.30,11.59,0.00,28.30,3.20,10.83,0.00,14.49,0.09,0.60,8.00,8.00,8.00,2.30,9.00,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.12,14.79,9.50,0.00,0.37,6.46,8.61,3.30,1.88,0.00,5.59,3.82,0.30,1.47,0.00,0.00,10.63,0.26,12.14,0.00,0.00,0.00,0.79
5.00,0.95,19.19,0.75,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.63,0.00,0.00,7.20,17.22,9.10,6.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,0.14,1.81,12.67,0.00,28.30,3.20,10.83,4.00,14.49,1.23,0.60,8.00,8.00,8.00,2.30,12.50,4.90,16.00,4.00,10.43,7.62,3.40,2.30,14.67,14.35,9.50,0.04,0.37,8.98,12.02,3.24,1.88,2.88,7.66,2.34,0.30,1.46,1.97,0.43,10.63,6.00,12.14,0.00,0.00,0.60,0.90
6.00,2.46,19.42,2.50,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,1.27,1.88,0.00,7.20,20.10,9.45,5.30,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,2.35,2.30,13.70,0.00,28.30,3.20,10.85,23.00,14.49,5.91,0.60,8.00,8.00,8.00,2.30,15.83,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.51,14.77,9.50,0.07,0.37,11.39,15.27,2.36,2.04,16.56,9.63,0.87,0.30,1.44,8.02,22.39,10.63,40.84,12.14,0.03,0.69,16.07,1.57
7.00,3.69,19.16,4.41,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,3.09,7.87,0.00,7.20,22.53,9.75,7.40,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,7.85,2.71,14.58,0.00,28.30,3.20,10.84,50.00,14.49,14.83,0.60,8.00,8.00,8.00,2.30,18.66,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.72,15.24,9.50,0.08,0.37,13.43,18.01,1.96,2.43,36.00,11.30,5.10,0.40,1.42,19.47,83.63,10.63,100.30,12.14,0.07,11.28,46.19,5.30
8.00,7.04,19.62,7.17,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,4.46,12.90,0.00,7.20,24.21,9.99,8.10,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,10.66,3.00,15.24,0.00,28.20,3.20,10.83,80.00,9.20,22.42,0.60,8.00,8.00,8.00,2.30,20.66,4.90,16.00,4.00,10.43,7.62,3.40,2.30,16.14,15.46,9.50,0.12,0.37,14.86,19.91,2.96,2.49,57.60,12.47,9.33,0.40,1.42,32.67,152.20,10.63,149.70,12.14,0.13,22.16,74.95,11.60
9.00,8.15,18.17,8.73,13.53,1.40,7.30,4.00,9.00,1.20,0.00,3.50,15.46,7.27,14.39,0.00,7.20,24.04,11.03,8.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,11.50,3.11,15.95,0.00,28.00,3.20,10.82,99.00,9.20,26.88,0.60,8.00,8.00,8.00,2.30,20.85,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.62,14.92,9.50,0.58,0.37,15.83,21.20,4.64,3.19,71.28,13.07,14.79,0.40,1.40,44.83,201.72,10.63,166.79,12.14,0.19,32.23,84.61,11.73
10.00,10.95,17.88,10.95,13.53,1.40,7.30,4.00,9.00,1.20,0.00,3.50,15.46,8.31,15.15,0.00,7.20,23.62,13.50,8.00,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,11.91,3.36,17.63,0.00,27.80,3.20,10.82,107.00,9.20,28.31,0.60,8.00,8.00,8.00,2.30,21.29,4.90,16.00,4.00,10.43,7.62,3.40,2.30,16.11,14.99,9.50,0.79,0.37,18.15,24.30,3.35,3.52,77.04,14.52,20.25,0.40,1.39,54.02,218.65,10.63,173.26,12.14,0.25,35.96,89.15,11.96
