"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,78.57,30.10,0.00,646.80,211.44,3.64,9.95,110.91,9.64,3.99,41.50,8.17,44.76,4.76,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.28,75.00,66.88,66.80,81.95,30.82,30.70,30.70,55.69,45.86,110.80,110.50,100.00
2.00,78.57,30.10,0.00,641.94,196.44,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.28,75.00,66.88,66.80,81.95,30.82,30.70,30.70,56.43,46.34,110.80,110.50,100.00
3.00,78.57,30.10,0.00,637.44,180.72,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.89,76.27,66.88,66.80,81.95,30.82,30.70,30.70,52.19,43.64,110.80,110.76,100.00
4.00,78.57,30.10,0.00,639.51,187.84,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.28,75.00,66.88,66.80,81.95,30.82,30.70,30.70,49.85,42.19,110.80,110.76,100.00
5.00,78.57,30.10,0.00,643.76,202.88,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.89,76.27,66.88,66.80,81.95,30.82,30.70,30.70,49.80,42.15,110.80,110.76,100.00
6.00,78.57,30.10,0.00,645.42,208.27,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.90,76.28,66.88,66.80,81.95,30.82,30.70,30.70,48.56,41.38,110.80,110.50,100.00
7.00,78.57,30.10,0.00,646.80,211.44,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.90,76.28,66.88,66.80,81.95,30.82,30.70,30.70,83.94,0.00,110.80,110.76,100.00
8.00,78.57,30.10,0.00,646.80,211.44,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.90,76.28,66.88,66.80,81.95,30.82,30.70,30.70,0.00,65.72,110.80,110.76,100.00
9.00,78.57,30.10,0.00,646.80,211.44,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.89,76.27,66.88,66.80,81.95,30.82,30.70,30.70,0.00,61.96,110.80,110.76,100.00
10.00,78.57,30.10,0.00,646.80,211.44,3.64,9.95,110.91,9.64,3.99,41.50,11.87,65.00,6.92,6.83,3.75,164.71,112.91,88.82,25.50,47.27,225.41,33.32,3.89,4.66,87.66,0.00,6.39,9.98,47.67,9.76,19.87,229.57,0.00,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,74.89,76.27,66.88,66.80,81.95,30.82,30.70,30.70,40.79,36.47,110.80,110.76,100.00
