"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,15.17,22.75,15.59,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,14.10,15.97,19.00,0.00,9.40,22.80,68.49,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,22.70,73.70,3.33,0.00,19.51,20.00,117.63,19.00,30.45,0.60,19.51,19.51,19.51,0.00,96.10,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,9.06,10.98,9.00,0.00,0.00,1.13,1.00,48.70,96.00,4.52,7.50,90.32,113.10,85.70,0.40,2.00,67.63,220.00
2.00,14.75,22.80,14.43,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,13.93,16.01,19.00,0.00,9.40,23.51,70.01,8.00,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,22.90,75.00,3.33,0.00,19.51,20.00,117.63,19.00,30.53,0.60,19.51,19.51,19.51,0.00,100.30,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,8.47,10.04,9.00,0.00,0.00,1.12,1.00,44.74,95.80,4.52,7.70,90.75,113.40,90.00,0.40,2.00,67.55,220.00
3.00,14.12,22.66,12.30,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,13.81,16.04,19.00,0.00,9.40,24.35,70.99,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,23.00,76.20,3.33,0.00,19.51,20.00,117.63,19.00,30.61,0.60,19.51,19.51,19.51,0.00,107.50,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,7.98,9.14,9.00,0.00,0.00,1.12,1.00,39.62,95.00,4.37,7.80,90.49,114.00,96.20,0.30,2.00,67.34,220.00
4.00,13.52,22.64,10.18,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,13.73,16.07,19.00,0.00,9.40,24.85,71.61,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,23.20,76.60,3.33,0.00,19.51,20.00,117.63,19.00,30.91,0.60,19.51,19.51,19.51,0.00,113.90,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,7.79,8.35,9.00,0.00,0.00,0.95,1.00,39.44,94.60,4.33,7.90,90.11,114.40,100.60,0.20,2.00,66.46,220.00
5.00,12.90,22.66,8.53,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,13.49,16.04,19.00,0.00,9.40,25.24,72.11,8.00,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,23.40,76.70,3.33,0.00,19.51,20.00,117.63,19.00,30.57,0.60,19.51,19.51,19.51,0.00,118.00,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,7.56,7.84,9.00,0.00,0.00,0.92,1.00,40.15,95.30,4.29,8.00,89.49,114.40,105.60,0.20,2.00,64.42,220.00
6.00,12.19,22.67,6.68,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,12.56,15.97,19.00,0.00,9.40,25.35,71.69,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,23.50,76.50,3.33,0.00,19.51,20.00,117.63,19.00,28.82,0.60,19.51,19.51,19.51,0.00,121.10,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,7.25,8.14,9.00,0.00,0.00,0.86,1.00,40.04,95.80,4.14,8.00,86.10,114.60,108.80,0.10,2.00,61.22,220.00
7.00,11.34,22.77,4.28,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,10.70,15.71,19.00,0.00,9.40,25.36,70.96,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,23.60,76.20,3.33,0.00,19.51,20.00,96.66,19.00,24.71,0.60,19.51,19.51,19.51,0.00,121.30,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,6.97,8.33,9.00,0.00,0.00,0.72,1.00,46.99,95.70,3.97,7.90,71.00,115.70,110.00,0.10,2.00,50.01,210.00
8.00,10.31,22.80,2.00,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,6.67,14.93,19.00,0.00,9.40,25.00,70.30,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,8.88,23.70,75.50,3.33,0.00,19.51,20.00,50.22,19.00,9.00,0.60,19.51,19.51,19.51,0.00,120.40,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,6.81,8.23,9.00,0.00,0.00,0.52,1.00,74.88,95.50,4.83,7.70,42.00,116.20,109.03,0.10,2.00,29.33,172.40
9.00,8.38,22.59,0.47,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,1.88,12.22,19.00,0.00,9.40,24.51,69.66,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,4.16,23.70,74.50,3.33,0.00,19.51,20.00,34.50,19.00,5.37,0.60,19.51,19.51,19.51,0.00,121.10,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,6.49,7.78,9.00,0.00,0.00,0.45,1.00,78.40,94.90,6.40,7.10,30.79,115.20,108.14,0.10,2.00,12.85,113.56
10.00,2.69,22.67,0.04,17.00,0.00,7.30,13.00,19.12,3.40,0.00,3.50,0.00,0.15,5.75,19.00,0.00,9.40,23.77,69.08,7.90,9.90,15.61,5.00,20.00,20.00,15.00,18.54,0.00,0.26,23.40,72.70,3.33,0.00,19.51,20.00,3.15,19.00,1.09,0.60,19.51,19.51,19.51,0.00,121.00,12.88,21.00,19.51,8.00,10.80,0.00,20.00,0.00,5.66,6.30,9.00,0.00,0.00,0.31,1.00,77.30,94.40,5.80,6.40,2.71,113.90,101.65,0.10,2.00,2.85,43.81
