"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,14.11,16.22,14.77,0.00,4.20,8.30,7.20,5.30,1.40,0.00,2.50,0.00,16.04,17.13,12.68,0.00,5.60,15.57,23.50,0.00,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.43,25.70,76.40,2.32,27.00,10.00,14.63,131.63,17.95,34.72,0.60,19.51,19.51,19.51,1.20,23.98,7.80,10.24,3.50,10.80,8.41,3.90,2.40,7.95,10.53,18.00,0.00,0.00,0.74,1.00,36.64,49.41,1.34,2.29,103.11,118.20,29.22,0.30,2.00,79.89,252.40,11.00,204.00,18.50,0.30,45.16
2.00,15.85,16.00,15.93,0.00,4.20,8.30,7.20,5.30,1.40,0.00,2.50,0.00,16.21,16.96,12.68,0.00,5.60,13.60,25.98,0.00,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.47,25.80,77.90,2.32,27.00,10.00,14.63,134.19,17.95,37.53,0.60,19.51,19.51,19.51,1.20,40.13,7.80,10.24,3.50,10.80,8.41,3.90,2.40,9.70,11.96,18.00,0.00,0.00,0.83,1.00,86.55,57.99,2.05,3.33,105.52,119.80,45.77,0.30,2.00,79.98,252.40,11.00,204.00,18.50,0.33,49.29
3.00,17.00,15.55,17.08,0.00,4.20,8.30,7.20,5.30,1.40,0.00,2.50,0.00,16.69,16.46,12.68,0.00,5.60,12.10,29.65,0.00,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.40,25.50,78.20,2.32,27.00,10.00,14.63,137.22,17.95,38.96,0.60,19.51,19.51,19.51,1.20,56.66,7.80,10.24,3.50,10.80,8.41,3.90,2.40,11.18,13.15,18.00,0.00,0.00,0.90,1.00,96.03,66.38,2.75,4.40,108.21,120.90,62.34,0.30,2.00,79.99,252.40,11.00,204.00,25.00,0.34,47.12
4.00,17.83,14.58,17.95,0.00,4.20,8.30,7.20,5.30,1.40,0.00,2.50,0.00,17.32,15.93,12.68,0.00,5.60,11.98,36.88,0.00,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.38,25.70,79.20,2.32,27.00,10.00,14.63,138.43,17.95,39.80,0.60,19.51,19.51,19.51,1.20,74.32,7.80,10.24,3.50,10.80,8.41,3.90,2.40,11.85,13.61,18.00,0.00,0.00,0.92,1.00,104.23,74.21,3.46,5.57,109.86,120.30,78.96,0.40,2.00,80.00,252.40,11.00,204.00,25.00,0.34,50.01
5.00,18.43,11.93,18.15,0.00,4.20,8.30,7.20,5.30,1.40,0.00,2.50,0.00,17.77,15.48,12.68,0.00,5.60,12.31,43.75,1.80,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.38,26.00,80.50,2.32,27.00,10.00,14.63,137.31,17.95,39.78,0.60,19.51,19.51,19.51,1.20,90.31,7.80,10.24,3.50,10.80,8.41,3.90,2.40,12.42,14.02,18.00,0.00,0.00,0.91,1.00,102.00,81.25,4.08,6.60,109.50,119.20,93.70,0.40,2.00,80.00,252.40,11.00,204.00,25.00,0.34,49.53
6.00,18.68,11.99,18.11,0.00,4.20,8.30,7.20,5.30,1.50,0.00,2.50,0.00,17.41,15.34,12.68,0.00,5.60,13.95,49.54,3.10,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.32,25.80,81.10,2.32,27.00,10.00,14.63,135.56,17.95,39.32,0.60,19.51,19.51,19.51,1.20,101.34,7.80,10.24,3.50,10.80,8.41,3.90,2.40,12.69,14.28,18.00,0.00,0.00,0.93,1.00,103.49,85.90,4.46,7.24,109.39,116.00,102.76,0.40,2.00,80.00,252.40,11.00,204.00,25.00,0.35,49.77
7.00,18.54,11.96,17.94,0.00,4.20,8.30,7.20,5.30,1.50,0.00,2.50,0.00,16.44,15.34,12.68,0.00,5.60,15.63,54.45,2.90,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.31,25.40,81.70,2.32,27.00,10.00,14.63,141.01,17.95,38.75,0.60,19.51,19.51,19.51,1.20,110.45,7.80,10.24,3.50,10.80,8.41,3.90,2.40,12.89,14.55,18.00,0.00,0.00,0.92,1.00,107.79,90.23,3.63,7.87,109.45,112.50,110.21,0.40,2.00,80.00,252.40,11.00,204.00,25.00,0.35,49.46
8.00,17.92,12.07,17.41,0.00,4.20,8.30,7.20,5.30,1.50,0.00,2.50,0.00,16.43,15.24,12.68,0.00,5.60,17.42,56.69,2.90,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,14.20,25.30,81.80,2.32,27.00,10.00,14.63,142.46,17.95,38.78,0.60,19.51,19.51,19.51,1.20,113.79,7.80,10.24,3.50,10.80,8.41,3.90,2.40,12.88,14.84,18.00,0.00,0.00,0.92,1.00,104.78,93.58,5.00,8.50,107.49,109.60,112.82,0.30,2.00,80.00,252.40,11.00,204.00,25.00,0.35,48.91
9.00,16.36,11.93,16.19,0.00,4.20,8.30,7.20,5.30,1.50,0.00,2.50,0.00,17.28,15.03,12.68,0.00,5.60,18.79,58.59,2.90,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,13.85,23.58,78.66,2.32,27.00,10.00,14.63,134.07,17.95,39.68,0.60,19.51,19.51,19.51,1.20,116.93,7.80,10.24,3.50,10.80,8.41,3.90,2.40,12.74,14.90,18.00,0.00,0.00,0.92,1.00,91.53,96.56,3.14,9.04,101.85,107.20,115.36,0.20,2.00,80.00,252.40,11.00,204.00,25.00,0.36,46.23
10.00,14.56,12.00,14.89,0.00,4.20,8.30,7.20,5.30,1.50,0.00,2.50,0.00,17.94,15.28,12.68,0.00,5.60,18.95,63.08,3.20,4.00,9.60,4.00,10.00,17.56,10.00,13.66,1.40,13.92,23.89,79.21,2.32,27.00,10.00,14.63,124.46,17.95,39.79,0.60,19.51,19.51,19.51,1.20,119.46,7.80,10.24,3.50,10.80,8.41,3.90,2.40,12.19,14.30,18.00,0.00,0.00,0.77,1.00,95.98,98.40,4.67,9.31,94.87,105.40,117.69,0.20,2.00,80.00,252.40,11.00,204.00,25.00,0.35,42.68
