"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,2.00,23.77,3.65,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,6.62,6.60,17.49,0.00,8.00,3.90,5.10,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,7.77,11.68,25.56,3.46,25.83,19.44,18.46,72.98,17.88,15.77,0.00,19.44,19.44,19.44,2.40,8.68,12.83,19.92,8.20,10.70,8.49,17.49,0.00,1.89,3.13,18.00,0.05,1.00,12.06,24.12,0.30,0.40,51.64,44.94,4.03,0.00,2.00,30.25,116.70,11.00,71.02,22.00,0.07,23.90
2.00,4.44,23.94,5.42,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,11.53,9.25,17.49,0.00,8.00,4.29,5.09,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,9.87,11.29,27.16,3.46,25.67,19.44,18.46,94.77,17.88,20.10,0.00,19.44,19.44,19.44,2.40,6.69,12.83,19.92,8.20,10.70,8.49,17.49,0.00,2.55,3.45,18.00,0.08,1.00,10.77,22.31,0.37,0.57,68.44,48.34,4.18,0.00,2.00,42.56,163.50,11.00,115.08,22.00,0.11,31.38
3.00,6.95,23.96,7.36,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,15.25,10.67,17.49,0.00,8.00,4.59,5.20,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,10.90,11.18,29.14,3.46,25.59,19.44,18.46,110.30,17.88,23.32,0.00,19.44,19.44,19.44,2.40,4.70,12.83,19.92,8.20,10.70,8.49,17.49,0.00,3.27,4.09,18.00,0.37,1.00,9.82,21.10,0.46,0.77,80.40,52.11,4.07,0.10,2.00,54.37,199.93,11.00,152.13,22.00,0.15,38.85
4.00,9.40,23.74,9.54,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,17.02,12.17,17.49,0.00,8.00,4.65,5.63,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,11.99,11.93,32.32,3.46,25.54,19.44,18.46,118.87,17.88,25.54,0.00,19.44,19.44,19.44,2.40,2.68,12.83,19.92,8.20,10.70,8.49,17.49,0.00,4.14,5.74,18.00,0.50,1.00,9.88,21.67,0.61,1.01,86.93,57.04,3.19,0.20,2.00,63.27,219.55,11.00,171.66,22.00,0.19,36.65
5.00,11.60,23.51,11.38,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,17.74,13.56,17.49,0.00,8.00,4.59,6.43,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,13.00,12.73,35.83,3.46,25.43,19.44,18.46,121.29,17.88,25.26,0.00,19.44,19.44,19.44,2.40,1.52,12.83,19.92,8.20,10.70,8.49,17.49,0.00,5.01,7.28,18.00,0.62,1.00,11.31,23.86,0.92,1.39,89.70,61.54,3.26,0.20,2.00,69.24,235.15,11.00,183.96,22.00,0.24,34.46
6.00,13.40,23.64,12.97,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,18.09,15.11,17.49,0.00,8.00,4.15,8.28,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,13.59,13.71,40.35,3.46,25.47,19.44,18.46,123.79,17.88,24.74,0.00,19.44,19.44,19.44,2.40,2.88,12.83,19.92,8.20,10.70,8.49,17.49,0.00,5.91,8.47,18.00,0.70,1.00,16.83,30.95,1.66,2.22,92.43,64.75,6.15,0.30,2.00,72.57,242.37,11.00,190.44,22.00,0.26,32.43
7.00,14.84,23.80,14.13,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,18.60,16.19,17.49,0.00,8.00,3.89,10.54,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,13.92,14.63,44.81,3.46,25.30,19.44,18.46,125.79,17.88,24.06,0.00,19.44,19.44,19.44,2.40,6.14,12.83,19.92,8.20,10.70,8.49,17.49,0.00,6.71,9.42,18.00,0.76,1.00,24.04,39.34,2.29,3.02,94.70,67.83,11.95,0.30,2.00,74.37,242.04,11.00,189.30,22.00,0.29,30.40
8.00,16.05,23.90,14.93,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,19.10,16.74,17.49,0.00,8.00,4.17,14.05,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,13.92,15.37,49.04,3.46,25.32,19.44,18.46,124.95,17.88,23.12,0.00,19.44,19.44,19.44,2.40,15.10,12.83,19.92,8.20,10.70,8.49,17.49,0.00,7.24,9.60,18.00,0.78,1.00,36.33,51.62,2.58,3.75,95.04,70.53,26.46,0.30,2.00,75.31,238.07,11.00,181.84,22.00,0.30,27.08
9.00,16.91,23.86,15.04,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,19.30,16.85,17.49,0.00,8.00,4.63,18.10,8.10,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,13.29,16.11,52.85,3.46,25.11,19.44,18.46,115.30,17.88,20.80,0.00,19.44,19.44,19.44,2.40,27.28,12.83,19.92,8.20,10.70,8.49,17.49,0.00,7.69,9.63,18.00,0.77,1.00,47.64,62.60,2.95,4.40,90.01,73.16,41.77,0.40,2.00,73.44,226.96,11.00,166.96,22.00,0.32,23.76
10.00,17.47,23.82,14.78,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,19.16,16.80,17.49,0.00,8.00,5.62,23.73,8.00,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,12.87,16.84,55.37,3.46,25.00,19.44,18.46,89.51,17.88,18.12,0.00,19.44,19.44,19.44,2.40,49.11,12.83,19.92,8.20,10.70,8.49,17.49,0.00,7.87,9.20,18.00,0.78,1.00,56.02,69.66,3.57,4.81,83.82,75.60,59.43,0.40,2.00,72.91,205.33,11.00,171.89,22.00,0.32,17.78
11.00,17.70,23.84,14.18,14.00,4.20,6.00,11.08,19.14,1.78,0.40,3.30,16.00,18.47,16.52,17.49,0.00,8.00,6.60,28.74,8.00,9.80,15.16,5.00,20.00,19.24,19.44,19.44,1.40,12.79,17.65,58.40,3.46,24.75,19.44,18.46,82.72,17.88,15.53,0.00,19.44,19.44,19.44,2.40,70.96,12.83,19.92,8.20,10.70,8.49,17.49,0.00,8.09,8.93,18.00,0.77,1.00,63.49,75.74,4.10,5.31,77.91,78.53,77.76,0.40,2.00,73.03,194.67,11.00,169.13,22.00,0.31,11.80
