"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,72.37,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,50.02,7.36,3.95,141.00,111.81,73.04,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,11.43,4.41,4.02,0.00,0.00,0.00,49.83,0.00,20.73,182.56,80.83,182.63,3.42,0.00,0.00,47.92,44.52,48.81,0.00,21.14,21.13,0.00,85.00,109.73,0.00,202.13,10.17,20.30,22.03,21.82,3.87
2.00,72.37,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,50.02,7.36,3.95,141.00,58.21,96.95,46.81,95.02,13.52,6.88,76.68,16.00,6.39,9.00,20.79,4.41,6.17,0.00,0.00,26.91,36.63,0.00,21.52,183.28,181.21,183.34,3.82,0.00,0.00,49.37,43.08,48.81,0.00,24.15,24.14,0.00,85.00,20.73,66.69,78.58,10.17,20.30,19.57,11.46,3.87
3.00,72.37,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,50.02,7.36,3.95,141.00,58.21,94.45,46.81,95.02,13.52,6.88,76.68,36.00,6.39,9.00,25.46,4.41,7.25,0.00,0.00,47.99,27.01,0.00,20.75,183.28,196.19,183.34,3.10,0.00,0.00,49.09,43.36,48.81,0.00,18.65,18.65,0.00,85.00,20.75,98.77,78.58,10.17,20.30,15.57,15.46,3.87
4.00,72.37,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,50.02,7.36,3.95,141.00,58.21,102.01,46.81,95.02,13.52,6.88,76.68,36.00,6.39,9.00,37.64,4.41,10.05,0.00,0.00,67.18,27.10,0.00,20.77,183.28,196.19,183.34,2.38,0.00,31.09,49.12,43.33,48.81,0.00,0.00,26.22,0.00,85.00,20.73,108.68,78.58,10.17,20.30,15.57,15.46,3.87
5.00,72.37,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,50.02,7.36,3.95,141.00,58.21,116.94,46.81,95.02,13.52,6.88,76.68,36.00,6.39,9.00,73.55,4.41,18.32,0.00,0.00,67.18,29.25,0.00,29.25,183.28,196.19,183.34,1.35,0.00,52.55,50.09,42.35,48.81,0.00,0.00,10.36,0.00,85.00,20.73,109.68,78.58,10.17,20.30,15.57,15.46,3.87
6.00,74.24,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,100.72,7.36,3.95,141.00,69.18,132.07,46.81,95.02,13.52,6.88,76.68,16.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,36.01,0.00,22.49,183.28,196.19,183.34,3.03,74.55,61.84,54.93,42.24,48.81,0.00,18.10,18.10,0.00,85.00,20.73,109.69,119.14,10.17,20.30,15.57,15.46,3.87
7.00,78.57,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,141.62,7.36,3.95,141.00,87.13,132.07,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,22.03,0.00,36.47,183.28,196.19,183.34,4.63,74.55,61.84,63.85,44.60,48.81,0.00,30.41,30.40,0.00,85.00,20.73,109.69,171.79,10.17,20.30,15.57,15.46,3.87
8.00,78.57,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,141.62,7.36,3.95,141.00,94.65,132.07,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,22.04,0.00,36.46,183.28,196.19,183.34,4.63,74.55,61.84,66.24,46.38,48.81,0.00,30.41,30.40,0.00,85.00,20.73,109.69,195.08,10.17,20.30,15.57,15.46,3.87
9.00,78.57,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,141.62,7.36,3.95,141.00,87.67,132.07,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,26.01,67.55,26.05,183.28,196.19,183.34,4.63,74.55,61.84,63.66,44.47,48.81,0.00,30.41,30.40,0.00,85.00,27.17,109.69,169.20,10.17,20.30,15.57,15.46,3.87
10.00,78.57,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,141.62,7.36,3.95,141.00,83.04,132.07,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,32.72,67.55,21.59,183.28,196.19,183.34,4.63,74.55,61.84,63.60,44.53,48.81,0.00,30.41,30.40,0.00,85.00,24.92,109.69,159.63,10.17,20.30,15.57,15.46,3.87
11.00,74.66,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,131.52,7.36,3.95,141.00,74.82,132.07,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,30.25,67.55,30.37,183.28,196.19,183.34,4.63,74.55,61.84,50.06,43.37,48.81,0.00,30.41,30.40,0.00,85.00,40.82,109.69,140.19,10.17,20.30,15.57,15.46,3.87
12.00,72.40,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,120.99,7.36,3.95,141.00,73.34,132.07,45.00,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,42.54,67.55,20.73,183.28,196.19,183.34,4.11,74.55,61.84,49.39,44.00,48.81,0.00,26.43,26.42,0.00,86.85,38.19,109.69,135.81,10.17,20.30,15.57,15.46,3.87
13.00,73.12,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,121.60,7.36,3.95,141.00,73.10,132.07,46.81,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,32.06,67.55,32.09,183.28,196.19,183.34,4.61,74.55,61.84,51.84,41.62,48.81,0.00,30.28,30.28,0.00,85.00,37.30,109.69,135.48,10.17,20.30,15.57,15.46,3.87
14.00,72.76,29.81,66.81,650.00,210.44,8.26,4.07,65.90,18.88,3.65,33.87,127.69,7.36,3.95,141.00,71.74,132.07,45.00,95.02,13.52,6.88,76.68,0.00,6.39,9.00,79.46,4.41,19.68,0.00,0.00,67.18,20.73,67.55,60.00,183.28,196.19,183.34,3.47,71.97,61.84,49.42,44.00,48.81,0.00,21.47,21.47,0.00,86.85,20.73,109.69,131.19,10.17,20.30,15.57,15.46,3.87
