"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,57.29,6.10,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,6.88,87.66,114.11,6.39,9.98,85.48,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
2.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,57.29,6.10,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,6.88,87.66,114.11,6.39,9.98,85.48,10.17,19.87,229.57,229.31,67.83,67.42,68.21,24.39,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
3.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,57.29,6.10,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,6.88,87.66,114.11,6.39,9.98,73.01,10.17,16.97,229.57,229.31,27.86,64.36,65.13,27.86,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
4.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,50.63,5.39,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,6.08,87.66,114.11,6.39,9.98,50.45,10.17,11.73,229.57,229.31,62.27,0.00,62.63,21.37,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
5.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,51.51,5.48,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,6.19,87.66,114.11,6.39,9.98,61.70,10.17,14.34,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
6.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,46.98,5.00,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,5.64,87.66,114.11,6.39,9.98,41.38,10.17,9.62,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
7.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,44.76,4.76,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,5.38,87.66,111.77,6.39,9.98,0.00,10.17,0.00,229.57,229.31,54.09,0.00,54.33,20.51,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
8.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,44.76,4.76,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,5.38,87.66,104.18,6.39,9.98,0.00,10.17,0.00,229.57,229.30,67.83,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
9.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,44.76,4.76,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,5.38,87.66,97.03,6.39,9.98,0.00,10.17,0.00,229.56,229.30,20.51,53.95,54.46,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
10.00,78.57,30.10,67.46,597.07,195.18,7.96,0.00,109.07,19.29,3.81,34.87,5.01,57.29,6.10,8.11,4.45,164.71,112.91,133.36,44.28,47.27,257.02,31.08,1.84,6.88,87.66,114.11,6.39,9.98,0.00,10.17,0.00,229.57,229.31,21.75,64.66,65.44,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.95,30.82,30.70,30.70,87.54,84.00,110.50,110.76
