"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,103.32,44.06,32.93,200.30,13.33,1.97,6.88,87.69,6.39,9.98,62.56,3.45,14.47,228.46,228.19,67.50,62.99,67.88,0.00,184.17,197.14,0.00,0.00,67.01,30.93,34.18,34.17,52.79,30.67,30.56,30.55,48.77,48.80,87.98,87.95,203.20,19.40,0.00
2.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,103.32,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,70.99,3.45,16.42,228.46,228.19,0.00,53.40,54.00,0.00,0.00,197.14,184.23,0.00,67.01,30.93,37.93,49.71,52.79,30.67,30.56,30.55,48.62,48.66,61.63,61.61,203.20,19.40,0.00
3.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,103.32,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,69.05,3.45,15.97,228.46,228.19,67.20,66.79,22.48,22.72,151.89,163.16,151.95,0.00,67.01,30.93,25.28,25.28,52.79,30.67,30.56,30.55,48.62,48.66,92.17,92.13,203.20,19.40,0.00
4.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,103.32,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,69.69,3.45,16.12,228.46,228.19,64.57,50.70,64.94,0.00,175.45,188.33,175.52,0.00,67.01,30.93,0.00,52.23,52.79,30.67,30.56,30.55,48.48,48.51,85.97,85.94,203.20,19.40,0.00
5.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,105.83,44.06,35.37,200.30,13.33,1.97,6.88,87.69,6.39,9.98,81.52,3.45,18.86,228.46,228.19,67.23,66.83,61.16,0.00,184.17,197.14,184.23,0.00,70.77,50.39,0.00,61.16,52.79,30.67,30.56,30.55,48.77,48.80,81.56,81.53,203.20,19.40,0.00
6.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,0.00,62.67,6.47,3.55,163.91,112.36,110.33,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,67.25,66.84,65.94,0.00,184.17,197.14,184.23,0.00,72.13,71.02,0.00,66.22,52.79,30.67,30.56,30.55,48.62,48.66,64.87,64.86,203.20,19.40,0.00
7.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,62.67,6.47,3.55,163.91,112.36,107.23,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,0.00,67.10,67.88,0.00,184.17,197.14,184.23,0.00,74.91,76.30,39.85,37.18,52.79,30.67,30.56,30.55,48.62,48.66,70.61,70.59,203.20,19.40,0.00
8.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,70.73,6.47,3.55,163.91,112.36,103.32,44.06,34.24,200.30,25.41,1.97,6.88,87.69,6.39,9.98,84.70,3.45,19.59,228.46,228.19,44.20,66.95,67.73,0.00,184.17,197.14,184.23,0.00,72.29,71.69,28.69,28.69,52.79,30.67,30.56,30.55,48.48,48.51,60.13,60.12,203.20,19.40,0.00
9.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,86.18,6.47,3.55,163.91,112.36,127.61,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,61.02,60.64,27.86,60.85,184.17,197.14,184.23,0.00,74.91,76.30,48.58,48.53,52.79,30.67,30.56,30.55,48.63,48.65,107.31,107.26,203.20,19.40,0.00
10.00,0.00,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.09,4.01,27.16,14.92,102.27,6.47,3.55,163.91,112.36,132.71,44.06,35.37,200.30,25.41,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,228.46,228.19,55.82,62.91,63.67,63.14,184.17,197.14,184.23,0.00,74.91,76.30,59.09,59.01,52.79,30.67,30.56,30.55,48.77,48.80,110.26,110.22,203.20,19.40,0.00
