"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,22.89,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.04,17.01,0.00,8.00,0.74,34.21,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,17.71,62.69,3.39,24.80,18.89,17.94,0.03,17.42,0.00,0.60,18.89,18.89,18.89,2.40,114.74,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,97.03,108.92,0.00,0.00,0.00,72.08,119.86,0.00,2.00,0.02,0.00,11.00,0.00,22.00,0.00,1.93
2.00,0.00,22.87,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,0.66,31.36,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,16.85,59.29,3.39,25.00,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,103.76,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,91.90,104.93,0.00,0.00,0.00,67.56,108.10,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,22.88,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,0.58,28.62,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,16.06,55.58,3.39,25.10,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,91.18,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,87.47,101.54,0.00,0.00,0.00,63.05,94.93,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.23,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,0.81,27.17,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,15.28,51.78,3.39,25.20,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,78.20,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,82.65,97.35,0.00,0.00,0.00,60.04,83.96,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.02,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,1.03,26.32,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,13.78,47.98,3.39,25.20,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,64.93,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,77.72,92.86,0.00,0.00,0.00,56.93,73.59,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,23.14,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,1.05,24.78,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,12.03,43.37,3.39,25.30,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,55.15,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,75.39,89.78,0.00,0.00,0.00,54.62,64.72,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,23.21,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,1.07,23.13,1.00,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,11.04,38.57,3.39,25.50,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,46.57,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.00,18.90,0.00,2.00,73.36,87.09,0.00,0.00,0.00,52.50,56.26,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,23.08,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,1.09,20.49,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,10.29,35.26,3.39,25.60,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,41.59,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,0.60,18.90,0.00,2.00,70.73,83.80,0.00,0.00,0.00,48.19,48.99,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,23.11,0.00,14.00,4.20,6.50,10.77,18.62,1.78,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,1.11,17.54,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,9.20,32.36,3.39,25.30,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,37.91,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,1.03,18.90,0.00,2.00,67.80,78.41,0.00,0.00,0.00,43.28,42.22,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,23.05,0.00,14.00,4.20,6.50,10.77,18.62,2.00,0.40,3.30,18.24,0.00,0.00,17.01,0.00,8.00,1.23,15.39,6.30,10.39,13.41,4.80,18.70,18.70,18.89,18.89,1.40,0.00,7.98,29.16,3.39,25.20,18.89,17.94,0.00,17.42,0.00,0.60,18.89,18.89,18.89,2.40,33.33,12.47,18.89,8.00,10.70,6.76,19.44,2.40,0.00,1.38,18.90,0.00,2.00,64.27,74.92,0.00,0.00,0.00,40.57,35.45,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
