"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,23.33,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,18.91,42.30,8.01,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,14.82,51.80,3.53,24.40,19.44,18.46,0.00,5.70,0.12,0.60,14.58,14.58,15.55,2.00,99.70,12.83,17.49,6.60,10.70,0.00,18.46,0.00,9.87,10.07,18.90,0.00,0.34,67.90,78.80,12.06,6.79,0.00,17.50,72.50,0.00,3.16,0.00,0.00,11.00,0.00,17.50,0.00,0.34,0.00
2.00,0.00,23.40,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,12.16,37.20,8.02,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.00,51.80,3.53,24.70,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,94.20,12.83,17.49,6.60,10.70,0.00,18.46,0.00,9.00,9.26,18.90,0.00,0.34,77.80,78.70,12.44,6.65,0.00,17.60,69.70,0.00,3.16,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
3.00,0.00,23.38,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,9.22,36.40,8.01,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.15,51.47,3.53,24.90,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,93.40,12.83,17.49,6.60,10.70,0.00,18.46,0.00,8.08,9.22,18.90,0.00,0.33,78.50,78.30,11.83,6.17,0.00,20.95,70.20,0.00,3.16,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
4.00,0.00,23.26,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,9.78,34.50,8.01,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.43,51.66,3.53,25.30,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,92.50,12.83,17.49,6.60,10.70,0.00,18.46,0.00,7.50,8.99,18.90,0.00,0.34,84.20,77.90,12.08,6.38,0.00,20.70,70.70,0.00,3.12,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
5.00,0.00,23.26,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,10.88,36.10,8.01,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.56,51.46,3.53,25.30,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,88.40,12.83,17.49,6.60,10.70,0.00,18.46,0.00,6.92,8.64,19.00,0.00,0.31,85.70,77.30,10.80,5.21,0.00,20.60,68.80,0.00,3.16,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
6.00,0.00,23.43,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,9.84,42.70,8.01,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.55,51.43,3.53,25.20,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,84.40,12.83,17.49,6.60,10.70,0.00,18.46,0.00,7.01,9.38,19.00,0.00,0.29,87.10,76.70,10.81,5.35,0.00,20.40,66.90,0.00,3.12,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
7.00,0.00,23.39,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,8.62,35.20,8.03,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.57,50.47,3.53,25.30,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,80.70,12.83,17.49,6.60,10.70,0.00,18.46,0.00,7.42,9.56,19.00,0.00,0.26,86.20,76.00,10.60,4.97,0.00,26.60,63.60,0.00,3.04,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
8.00,0.00,23.50,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,8.30,33.60,8.03,7.00,15.55,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.61,49.37,3.53,25.30,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,77.10,12.83,17.49,6.60,10.70,0.00,18.46,0.00,7.48,9.62,18.90,0.00,0.23,85.30,75.20,10.78,4.93,0.00,26.60,60.20,0.00,3.00,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
9.00,0.00,23.28,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,9.33,30.30,8.02,7.00,3.80,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.53,49.11,3.53,25.30,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,72.70,12.83,17.49,6.60,10.70,0.00,18.46,0.00,7.78,9.87,18.90,0.00,0.21,86.10,75.00,8.62,3.78,0.00,36.70,59.30,0.00,2.96,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
10.00,0.00,23.31,0.00,0.00,4.50,7.00,5.30,19.14,0.00,0.00,3.20,0.00,0.00,0.00,13.61,0.00,7.80,9.35,34.00,7.97,7.00,3.80,5.00,19.44,19.44,16.03,19.44,1.30,0.00,15.43,48.92,3.53,25.30,19.44,18.46,0.00,5.70,0.00,0.60,14.58,14.58,15.55,2.00,68.30,12.83,17.49,6.60,10.70,0.00,18.46,0.00,7.76,9.75,18.90,0.00,0.18,86.80,74.80,9.19,3.78,0.00,30.00,58.40,0.00,2.88,0.00,0.00,11.00,0.00,17.50,0.00,0.00,0.00
