"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,16.00,6.39,9.98,95.55,9.72,19.79,0.00,228.42,67.57,67.16,67.94,41.29,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,87.20,87.36,76.99,110.32,155.00,20.46,20.42,22.16,21.95,0.00
2.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,16.00,6.39,9.98,95.55,9.72,19.79,0.00,228.42,67.57,67.16,67.94,67.39,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,87.20,87.36,51.22,110.32,155.00,20.46,20.42,22.16,21.95,0.00
3.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,26.00,6.39,9.98,95.55,9.72,19.79,0.00,228.42,67.57,67.16,67.94,38.38,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,87.20,87.36,79.89,110.32,155.00,20.46,20.42,22.16,21.95,0.00
4.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,26.00,6.39,9.98,95.29,9.72,19.79,0.00,228.42,67.57,67.16,67.94,31.95,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,87.20,87.36,86.33,110.32,155.00,20.46,20.42,22.16,21.95,0.00
5.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,36.00,6.39,9.98,93.77,9.72,19.79,0.00,228.42,67.57,67.16,67.94,20.60,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,87.20,87.36,97.68,110.32,155.00,20.46,20.42,22.16,21.95,0.00
6.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,36.00,6.39,9.98,94.15,9.72,19.79,0.00,215.27,67.57,67.16,67.94,20.60,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
7.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,36.00,6.39,9.98,95.07,9.72,19.79,0.00,220.60,67.57,67.16,53.64,28.68,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,85.00,87.36,110.37,110.32,155.00,20.46,20.42,22.16,21.95,0.00
8.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,36.00,6.39,9.98,95.55,9.72,19.79,0.00,228.42,67.57,67.16,58.28,24.04,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,85.00,87.36,103.01,110.32,155.00,20.46,20.42,22.16,21.95,0.00
9.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,40.01,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,26.00,6.39,9.98,95.55,9.72,19.79,0.00,228.42,67.57,67.16,56.05,26.27,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,85.00,87.36,103.01,110.32,155.00,20.46,20.42,22.16,21.95,0.00
10.00,78.57,29.98,67.20,650.00,211.66,6.48,6.80,110.48,19.21,3.37,41.90,0.00,64.36,6.56,3.52,80.39,112.47,125.00,47.08,230.00,13.48,6.88,43.89,26.00,6.39,9.98,95.55,9.72,19.79,0.00,228.42,67.57,67.16,67.94,20.60,184.35,197.33,184.41,5.67,74.99,76.38,0.00,0.00,81.64,30.70,30.59,30.58,87.20,87.36,97.68,110.32,155.00,20.46,20.42,22.16,21.95,0.00
