"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,0.00,14.59,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,15.73,56.22,8.00,3.80,15.08,2.50,17.90,17.73,11.32,15.09,1.44,0.00,22.00,64.60,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,81.40,12.45,21.00,6.00,10.80,8.30,12.25,2.40,1.24,1.05,18.00,0.00,0.00,0.00,1.00,93.70,110.30,6.76,5.27,0.00,79.40,69.90,0.00,2.00,0.00,0.00,11.00,0.00
2.00,0.00,16.95,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,14.98,51.36,8.00,3.80,15.08,2.50,17.90,17.73,11.32,15.09,1.44,0.00,21.00,61.20,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,68.40,12.45,21.00,6.00,10.80,8.30,12.25,2.40,1.02,1.09,18.00,0.00,0.00,0.00,1.00,88.60,107.40,6.42,4.84,0.00,75.20,56.00,0.00,2.00,0.00,0.00,11.00,0.00
3.00,0.00,18.14,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,13.96,45.74,8.10,3.80,15.08,2.50,17.90,17.73,11.32,15.09,1.44,0.00,20.00,57.90,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,56.80,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.87,0.79,18.00,0.00,0.00,0.00,1.00,83.40,104.70,5.94,4.29,0.00,71.00,44.00,0.00,2.00,0.00,0.00,11.00,0.00
4.00,0.00,17.88,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,13.06,40.90,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,19.30,54.90,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,46.90,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.74,0.55,18.00,0.00,0.00,0.00,1.00,80.90,101.60,5.39,3.75,0.00,66.70,34.30,0.00,2.00,0.00,0.00,11.00,0.00
5.00,0.00,17.51,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,12.47,38.39,8.00,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,18.70,51.90,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,37.50,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.65,0.50,18.00,0.00,0.00,0.00,1.00,79.40,98.30,4.65,3.23,0.00,62.30,25.30,0.00,2.00,0.00,0.00,11.00,0.00
6.00,0.00,17.86,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,11.89,36.58,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,17.30,47.10,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,31.10,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.61,0.46,18.00,0.00,0.00,0.00,1.00,76.80,95.20,3.97,2.77,0.00,60.90,19.90,0.00,2.00,0.00,0.00,11.00,0.00
7.00,0.00,17.55,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,11.34,36.89,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,15.60,41.60,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,25.70,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.71,0.46,18.00,0.00,0.00,0.00,1.00,73.90,92.20,3.44,2.44,0.00,60.40,15.60,0.00,2.00,0.00,0.00,11.00,0.00
8.00,0.00,17.43,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,11.06,36.32,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,14.80,37.90,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,21.80,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.78,0.48,18.00,0.00,0.00,0.00,1.00,67.70,86.80,2.94,2.13,0.00,60.90,11.70,0.00,2.00,0.00,0.00,11.00,0.00
9.00,0.00,17.27,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,11.57,33.10,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,14.20,34.80,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,18.40,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.75,0.53,18.00,0.00,0.00,0.00,1.00,60.60,80.90,2.50,1.86,0.00,61.50,7.80,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,17.19,0.00,14.00,0.00,7.60,6.40,8.32,2.64,0.40,3.50,20.00,0.00,0.00,16.97,0.00,6.80,11.94,30.38,8.10,3.80,3.40,2.50,17.90,17.73,11.32,15.09,1.44,0.00,13.70,32.50,3.39,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,13.80,12.45,21.00,6.00,10.80,8.30,12.25,2.40,0.71,0.54,18.00,0.00,0.00,0.00,1.00,55.70,74.00,2.07,1.60,0.00,62.20,5.20,0.00,2.00,0.00,0.00,11.00,0.00
