"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,3.01,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.27,0.00,0.00,1.85,2.42,0.00,0.00,0.00,0.12,0.00,4.84,4.83,1.43,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.34,2.32
2.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,1.75,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.27,0.00,0.00,1.85,2.01,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
3.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,1.54,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.00,0.00,0.00,1.85,1.50,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
4.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.85,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.49,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
5.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.43,0.00,0.08,3.47,2.38,2.53,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
6.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.32,0.00,0.08,3.47,2.38,2.16,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.43,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
7.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.07,0.41,0.00,0.00,0.17,0.32,0.00,0.08,3.47,2.38,1.63,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
8.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.05,0.41,0.00,0.00,0.17,0.32,0.00,0.08,3.47,2.38,1.60,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
9.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.44,0.00,0.08,3.47,2.38,2.23,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
10.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.75,0.00,0.08,3.47,2.38,2.79,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
11.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,1.20,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.00,0.00,0.00,1.85,1.52,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
12.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.57,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.00,0.00,0.00,1.85,0.69,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
13.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.48,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,1.35,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
14.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.17,0.32,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,0.68,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,0.43,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.00,0.00,1.85,1.85,2.32,2.32
15.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.11,1.18,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,1.70,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,1.11,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.25,0.00,1.85,1.85,2.34,2.32
16.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.11,0.93,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,1.70,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,1.22,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.25,0.00,1.85,1.85,2.34,2.32
17.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.11,1.06,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,2.40,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,1.30,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.25,0.00,1.85,1.85,2.34,2.32
18.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.11,1.06,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,2.42,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,0.00,1.33,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.25,0.00,1.85,1.85,2.34,2.32
19.00,1.65,0.63,1.42,13.59,4.01,0.00,0.00,2.34,0.41,0.00,0.00,0.11,1.10,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.19,0.32,0.00,0.00,1.85,2.42,0.00,0.00,0.00,0.12,0.00,4.84,4.83,0.00,0.00,1.13,1.12,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.34,0.00,0.25,0.00,1.85,1.85,2.34,2.33
