"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.000,0.000,3.334,4.081,0.000,12.024,0.000,0.000,9.507,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,124.077,0.318,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,9.507,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,78.413,0.318,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,9.507,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,66.023,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,9.507,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,60.378,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,6.569,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,57.318,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,2.796,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,55.516,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,0.529,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,54.405,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
8.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,0.523,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,53.702,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,3.468,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,53.248,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
10.000,0.000,3.732,4.081,0.000,12.024,0.000,0.000,9.322,5.797,0.000,14.368,0.000,0.000,8.000,0.017,85.139,0.000,0.000,14.093,0.000,52.953,0.000,0.000,0.000,2.701,0.000,0.010,0.000,0.000,0.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.456,0.000,0.000,0.000,0.000,0.000,0.000,0.000
