"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,21.82,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,0.00,7.20,20.42,33.86,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,8.23,18.52,0.00,27.90,3.20,12.04,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,76.66,4.80,10.00,2.50,10.43,8.67,4.00,2.30,14.96,13.62,9.50,0.00,1.41,24.72,27.68,2.52,1.72,0.00,24.74,83.61,0.00,1.56,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,21.83,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,0.00,7.20,19.40,37.73,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,9.12,20.32,0.00,27.90,3.20,12.03,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,67.20,4.80,10.00,2.50,10.43,8.67,4.00,2.30,14.65,13.46,9.50,0.00,1.39,27.20,29.50,2.54,1.69,0.00,27.53,66.91,0.00,1.56,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,23.61,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,0.00,7.20,18.69,40.43,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,9.06,19.94,0.00,27.90,3.20,12.01,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,63.33,4.80,10.00,2.50,10.43,8.67,4.00,2.30,14.17,13.18,9.50,0.00,1.39,29.29,31.02,2.51,1.59,0.00,29.46,52.76,0.00,1.55,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,23.57,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,0.00,7.20,18.53,40.50,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,8.91,19.02,0.00,27.90,3.20,12.00,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,54.10,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.71,12.91,9.50,0.00,1.37,30.70,32.05,2.51,1.62,0.00,29.22,42.89,0.00,1.54,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,23.86,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,18.15,40.67,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,8.73,17.92,0.00,27.90,3.20,11.98,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,43.09,4.80,10.00,2.50,10.43,8.67,4.00,2.30,13.24,12.67,9.50,0.00,1.34,29.99,31.45,2.35,1.52,0.00,28.66,40.62,0.00,1.52,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,23.70,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,17.69,40.87,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,8.58,17.00,0.00,27.80,3.20,11.96,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,33.87,4.80,10.00,2.50,10.43,8.67,4.00,2.30,12.77,12.43,9.50,0.00,1.32,28.29,30.03,2.38,1.59,0.00,27.99,35.19,0.00,1.50,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,23.70,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,17.30,41.04,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,8.97,17.49,0.00,27.80,3.20,11.94,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,30.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,12.76,12.49,9.50,0.00,1.28,26.26,28.32,2.33,1.55,0.00,27.42,28.71,0.00,1.49,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,23.75,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,17.14,43.28,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,8.29,16.32,0.00,27.80,3.20,11.93,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,26.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,12.74,12.55,9.50,0.00,1.25,24.57,26.90,2.41,1.52,0.00,28.62,23.28,0.00,1.46,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,23.63,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,16.99,40.90,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,7.78,14.94,0.00,27.80,3.20,11.93,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,24.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,12.73,12.59,9.50,0.00,1.22,25.11,27.68,2.20,1.38,0.00,27.45,21.00,0.00,1.44,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,23.78,0.00,13.53,4.20,7.50,3.30,8.30,1.20,0.00,3.50,14.49,0.00,0.00,3.10,7.20,16.83,38.52,8.00,4.80,15.46,5.00,18.55,9.90,4.00,6.00,1.40,0.00,7.28,13.55,0.00,27.90,3.20,11.91,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,22.00,4.80,10.00,2.50,10.43,8.67,4.00,2.30,12.72,12.61,9.50,0.00,1.19,23.89,26.16,2.21,1.27,0.00,26.28,20.00,0.00,1.42,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
