"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI"
1.00,0.29,18.99,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.11,4.00,0.00,6.60,7.80,18.29,1.50,4.30,6.30,1.90,18.06,13.79,3.50,5.50,2.80,0.00,0.34,1.74,2.10,27.00,5.00,12.62,0.13,17.86,0.00,0.60,4.20,4.70,4.70,2.40,55.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,11.51,13.34,18.00,0.00,0.00,0.11,1.23,0.93,3.10,0.57,0.49,0.14,0.80,53.00,0.00,1.36,0.06,2.40,6.00
2.00,0.00,19.21,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,6.75,23.41,2.40,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,0.17,1.47,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,51.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,9.72,11.77,18.00,0.00,0.00,0.05,1.23,0.39,1.60,0.46,0.48,0.00,0.80,50.00,0.00,1.32,0.00,0.00,6.00
3.00,0.00,19.37,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,5.43,25.48,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,0.26,1.26,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,47.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,8.45,10.68,18.00,0.00,0.00,0.00,1.23,0.25,1.40,0.36,0.48,0.00,0.90,44.00,0.00,1.32,0.00,0.00,6.00
4.00,0.00,19.53,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,4.50,24.85,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,0.43,1.06,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,42.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,7.34,9.74,18.00,0.00,0.00,0.00,1.23,0.24,1.60,0.27,0.49,0.00,0.90,35.00,0.00,1.32,0.00,0.00,6.00
5.00,0.00,19.44,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,3.71,22.27,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,0.91,1.66,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,34.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,7.06,9.86,18.00,0.00,0.00,0.00,1.23,0.22,3.00,0.26,0.47,0.00,0.90,27.00,0.00,1.36,0.00,0.00,6.00
6.00,0.00,18.99,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,3.42,17.12,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,1.49,2.53,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,24.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,7.04,10.32,18.00,0.00,0.00,0.00,1.23,0.20,5.20,0.27,0.44,0.00,0.70,20.00,0.00,1.32,0.00,0.00,6.00
7.00,0.00,19.41,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,3.30,16.06,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,1.82,3.52,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,15.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,7.36,10.92,18.00,0.00,0.00,0.00,1.23,0.19,10.10,0.28,0.42,0.00,0.60,13.00,0.00,1.32,0.00,0.00,6.00
8.00,0.00,19.50,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,3.20,20.01,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,2.06,4.54,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,10.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,7.79,11.55,18.00,0.00,0.00,0.00,1.23,0.18,13.50,0.28,0.40,0.00,0.50,8.00,0.00,1.32,0.00,0.00,6.00
9.00,0.00,19.59,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,3.14,20.22,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,2.00,5.10,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,6.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,8.32,12.11,18.00,0.00,0.00,0.00,1.23,0.18,12.40,0.30,0.38,0.00,0.30,5.00,0.00,1.32,0.00,0.00,6.00
10.00,0.00,19.60,0.00,0.00,4.20,7.70,3.80,4.70,1.51,0.40,3.50,19.00,0.00,0.00,4.00,0.00,6.60,3.31,16.45,8.00,4.30,15.53,1.90,18.06,13.79,3.50,5.50,2.80,0.00,1.84,5.52,2.10,27.00,5.00,12.62,0.00,17.86,0.00,0.60,4.20,4.70,4.70,2.40,5.00,7.50,7.50,18.25,2.50,10.70,8.13,7.00,1.20,8.89,12.65,18.00,0.00,0.00,0.00,1.23,0.19,11.40,0.32,0.35,0.00,0.20,4.00,0.00,1.32,0.00,0.00,6.00
