"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,1.90,23.80,1.10,0.00,4.20,0.00,12.20,19.22,3.60,0.00,2.60,14.00,7.90,7.93,17.07,10.93,8.00,0.70,3.30,7.90,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,7.85,3.80,10.30,2.90,0.00,19.51,19.22,31.59,0.00,19.80,0.00,19.51,19.51,19.51,2.40,0.00,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,6.70,11.10,18.00,1.01,1.62,0.02,1.23,3.50,1.20,0.20,0.10,21.31,16.20,0.00,0.00,2.00,8.12
2.00,4.50,23.64,3.00,0.00,4.20,0.00,12.20,19.22,3.60,0.00,2.60,14.00,12.40,13.45,17.07,10.93,8.00,0.60,3.10,7.90,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,11.95,4.20,11.70,2.90,0.00,19.51,19.22,68.13,0.00,31.90,0.00,19.51,19.51,19.51,2.40,0.00,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,7.20,11.40,18.00,1.01,1.62,0.04,1.23,3.70,2.50,0.20,0.30,56.69,17.80,0.00,0.00,2.00,27.33
3.00,7.30,23.81,6.00,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,15.40,16.08,17.07,10.93,8.00,0.50,3.10,7.90,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,13.94,4.80,13.50,2.90,0.00,19.51,19.22,122.11,0.00,36.30,0.00,19.51,19.51,19.51,2.40,1.20,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,7.70,11.50,18.00,1.01,1.62,0.05,1.23,5.20,2.80,0.30,0.50,90.12,10.50,1.20,0.00,2.00,52.46
4.00,10.00,23.82,8.40,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,18.20,17.60,17.07,10.93,8.00,0.50,3.20,7.90,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,14.78,5.30,16.00,2.90,0.00,19.51,19.22,134.63,0.00,37.50,0.00,19.51,19.51,19.51,2.40,2.50,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,8.30,11.80,18.00,1.01,1.62,0.08,1.23,6.60,3.30,0.50,0.70,100.32,12.50,2.50,0.00,0.00,69.35
5.00,12.20,23.76,10.60,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,19.30,18.10,17.07,10.93,8.00,0.40,3.30,7.90,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,15.22,5.70,18.80,2.90,0.00,19.51,19.22,135.00,0.00,37.90,0.00,19.51,19.51,19.51,2.40,2.80,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,8.90,12.10,18.00,1.01,1.62,0.37,1.23,8.10,4.50,0.60,0.80,104.06,15.50,3.30,0.10,0.00,74.35
6.00,14.10,23.91,12.40,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,18.90,18.36,17.07,10.93,8.00,0.40,4.70,4.10,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,15.34,5.90,20.60,2.90,0.00,19.51,19.22,138.40,0.00,38.10,0.00,19.51,19.51,19.51,2.40,3.12,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,9.70,12.50,18.00,1.01,1.62,0.51,1.23,10.00,4.50,0.90,1.00,106.07,19.80,3.50,0.20,0.00,76.43
7.00,15.50,23.60,13.80,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,18.30,18.17,17.07,10.93,8.00,0.40,6.70,0.00,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,15.30,6.10,22.20,2.90,0.00,19.51,19.22,139.00,0.00,38.10,0.00,19.51,19.51,19.51,2.40,2.64,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,10.40,12.90,18.00,1.01,1.62,0.63,1.23,13.10,5.50,1.30,1.20,107.29,25.70,4.00,0.20,0.00,77.22
8.00,16.60,23.82,14.70,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,18.80,18.10,17.07,10.93,8.00,0.80,11.00,0.00,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,15.16,6.80,25.10,2.90,0.00,19.51,19.22,140.20,0.00,37.90,0.00,19.51,19.51,19.51,2.40,1.75,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,10.80,13.20,18.00,1.01,1.62,0.70,1.23,16.50,6.50,1.40,1.60,109.40,30.50,7.50,0.30,0.00,77.84
9.00,17.40,23.94,14.90,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,19.60,18.09,17.07,10.93,8.00,1.40,16.10,1.00,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,15.25,7.70,28.30,2.90,0.00,19.51,19.22,141.40,0.00,37.60,0.00,19.51,19.51,19.51,2.40,15.50,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,11.10,13.40,18.00,1.01,1.62,0.77,1.23,20.90,8.30,1.40,2.00,109.40,36.80,12.10,0.30,0.00,78.46
10.00,17.80,23.84,14.70,0.00,4.20,0.00,12.20,19.22,3.60,0.00,3.40,14.00,19.90,18.40,17.07,10.93,8.00,2.60,20.60,7.80,11.22,14.44,5.00,19.32,19.32,19.51,19.51,2.80,15.34,8.60,30.00,2.90,0.00,19.51,19.22,140.30,0.00,36.80,0.00,19.51,19.51,19.51,2.40,27.50,12.88,0.00,19.51,8.40,0.00,7.12,0.00,1.20,11.00,13.40,18.00,1.01,1.62,0.78,1.23,25.20,11.60,1.60,2.30,108.90,39.90,17.70,0.30,0.00,78.70
