"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,14.95,19.89,17.04,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,13.11,15.30,3.10,0.00,7.20,11.00,49.90,1.40,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,12.91,7.03,17.80,2.45,27.00,3.80,11.00,132.30,19.00,34.15,0.60,4.00,4.50,4.50,1.20,11.90,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.71,16.14,18.00,0.00,0.00,1.21,1.00,38.97,50.05,4.36,3.55,73.88,24.50,19.71,0.30,1.00,76.16,232.48,5.00,0.00,11.00
2.00,15.21,19.88,17.77,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,12.74,15.67,3.10,0.00,7.20,11.60,57.40,3.10,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,12.58,7.66,22.60,2.45,27.00,3.80,11.00,132.47,19.00,34.17,0.60,4.00,4.50,4.50,1.20,17.59,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.79,16.09,18.00,0.00,0.00,1.24,1.00,43.08,52.65,5.37,4.03,74.74,29.10,26.80,0.30,1.00,76.60,232.29,5.00,0.00,11.00
3.00,15.19,19.81,18.04,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,11.41,15.91,3.10,0.00,7.20,12.70,61.60,3.10,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.98,9.10,29.30,2.45,27.00,3.80,11.00,132.87,19.00,34.12,0.60,4.00,4.50,4.50,1.20,25.83,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.92,16.26,18.00,0.00,0.00,1.22,1.00,47.61,56.87,6.36,4.79,75.48,34.60,34.54,0.40,1.00,77.11,230.29,5.00,0.00,11.00
4.00,15.23,19.83,18.04,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,11.93,15.82,3.10,0.00,7.20,14.00,64.80,3.10,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.49,10.37,35.50,2.45,27.00,3.80,11.00,132.95,19.00,33.79,0.60,4.00,4.50,4.50,1.20,36.51,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,15.07,16.49,18.00,0.00,0.00,1.25,1.00,51.74,60.57,7.34,5.64,75.69,39.90,45.33,0.40,0.96,77.40,230.68,5.00,0.00,11.00
5.00,15.08,19.60,17.71,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,12.99,15.63,3.10,0.00,7.20,15.20,65.80,0.50,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.12,11.11,40.30,2.45,27.00,3.80,11.00,132.74,19.00,33.47,0.60,4.00,4.50,4.50,1.20,54.53,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,15.12,16.49,18.00,0.00,0.00,1.23,1.00,54.65,62.71,8.14,6.34,75.64,44.80,65.27,0.40,1.00,77.65,232.89,5.00,0.00,11.00
6.00,14.66,19.15,17.00,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,13.10,15.69,3.10,0.00,7.20,16.50,66.10,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.25,12.10,44.50,2.45,27.00,3.80,11.00,132.57,19.00,33.02,0.60,4.00,4.50,4.50,1.20,71.19,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,15.14,16.41,18.00,0.00,0.00,1.23,1.00,57.19,64.93,8.89,6.98,75.47,49.80,84.39,0.40,0.96,77.78,234.11,5.00,0.00,11.00
7.00,14.01,18.71,15.89,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,12.79,15.85,3.10,0.00,7.20,16.90,66.90,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.61,13.84,47.50,2.45,27.00,3.80,11.00,132.01,19.00,32.47,0.60,4.00,4.50,4.50,1.20,83.75,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,15.10,16.49,18.00,0.00,0.00,1.23,1.00,58.55,67.37,9.51,7.53,75.11,55.40,101.06,0.30,0.96,77.78,232.10,5.00,0.00,11.00
8.00,13.24,18.43,14.42,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,11.77,15.73,3.10,0.00,7.20,17.10,68.00,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.53,15.56,50.50,2.45,27.00,3.80,11.00,130.08,19.00,31.69,0.60,4.00,4.50,4.50,1.20,96.39,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,15.05,16.62,18.00,0.00,0.00,1.04,1.00,60.33,69.90,10.09,8.04,73.94,60.90,115.93,0.20,0.96,77.31,229.80,5.00,0.00,11.00
9.00,12.54,18.75,12.62,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,10.77,15.36,3.10,0.00,7.20,17.30,68.10,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,11.26,17.23,53.70,2.45,27.00,3.80,11.00,125.83,19.00,30.43,0.60,4.00,4.50,4.50,1.20,109.29,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.99,16.67,18.00,0.00,0.00,1.01,1.00,63.32,72.69,10.37,8.47,71.49,66.20,125.38,0.20,0.96,75.95,227.65,5.00,0.00,11.00
10.00,11.60,18.54,10.22,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,9.79,14.11,3.10,0.00,7.20,17.60,68.00,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,9.98,18.87,57.10,2.45,27.00,3.80,11.00,113.92,19.00,28.60,0.60,4.00,4.50,4.50,1.20,119.50,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.92,16.69,18.00,0.00,0.00,0.94,1.00,66.43,75.73,10.56,8.86,66.13,71.60,133.21,0.10,1.00,73.10,220.95,5.00,0.00,11.00
11.00,10.76,18.41,7.40,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,7.87,12.30,3.10,0.00,7.20,17.80,68.00,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,6.94,20.40,61.00,2.45,27.00,3.80,11.00,94.29,19.00,24.49,0.60,4.00,4.50,4.50,1.20,121.61,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.88,16.55,18.00,0.00,0.00,0.79,1.00,69.88,79.48,10.76,9.14,56.04,77.60,136.20,0.10,1.08,65.91,196.31,5.00,0.00,11.00
12.00,9.84,18.35,4.51,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,2.32,8.96,3.10,0.00,7.20,17.80,68.10,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,2.83,21.80,64.30,2.45,27.00,3.80,11.00,62.57,19.00,15.79,0.60,4.00,4.50,4.50,1.20,123.22,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.84,16.35,18.00,0.00,0.00,0.57,1.00,72.62,82.91,10.96,9.38,32.89,83.00,138.27,0.10,1.16,46.62,156.08,5.00,0.00,11.00
13.00,8.71,18.55,1.98,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.07,4.99,3.10,0.00,7.20,17.90,68.00,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.46,22.79,65.90,2.45,27.00,3.80,11.00,26.78,19.00,5.75,0.60,4.00,4.50,4.50,1.20,123.29,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,14.26,15.98,18.00,0.00,0.00,0.49,1.00,73.23,85.39,11.14,9.63,12.92,86.80,137.59,0.10,1.28,22.30,86.17,5.00,0.00,11.00
14.00,5.89,18.60,0.20,14.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,1.67,3.10,0.00,7.20,18.00,67.90,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.01,23.63,67.30,2.45,27.00,3.80,11.00,5.79,19.00,0.48,0.60,4.00,4.50,4.50,1.20,123.23,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,13.50,15.56,18.00,0.00,0.00,0.34,1.00,74.14,87.87,11.30,9.89,2.68,90.40,135.33,0.10,1.32,6.30,16.88,5.00,0.00,11.00
15.00,0.50,18.65,0.00,0.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.13,3.10,0.00,7.20,17.50,67.20,0.00,5.00,4.90,4.50,18.45,10.00,5.00,7.00,2.80,0.00,24.07,67.90,2.45,27.00,3.80,11.00,0.16,19.00,0.00,0.60,4.00,4.50,4.50,1.20,122.75,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,12.78,14.93,18.00,0.00,0.00,0.12,1.00,83.00,90.33,11.17,9.75,0.07,93.20,128.31,0.00,1.32,0.39,0.41,5.00,0.00,11.00
16.00,0.00,18.45,0.00,0.00,2.90,0.00,3.00,5.30,1.82,0.00,3.40,19.24,0.00,0.00,3.10,0.00,7.20,16.90,66.30,0.00,5.00,15.53,4.50,18.45,10.00,5.00,7.00,2.80,0.00,24.45,68.40,2.45,27.00,3.80,11.00,0.00,19.00,0.00,0.60,4.00,4.50,4.50,1.20,122.01,6.00,6.00,16.00,1.80,10.80,7.31,4.80,1.20,12.08,14.22,18.00,0.00,0.00,0.06,1.00,77.65,92.30,10.94,9.48,0.00,95.60,121.32,0.00,1.36,0.00,0.00,5.00,0.00,11.00
