"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,9.20,16.08,12.13,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,15.36,18.42,19.00,0.00,4.00,22.40,53.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.60,22.30,74.15,2.79,27.00,18.85,17.44,144.47,17.44,33.50,0.60,18.85,18.85,18.85,2.40,121.50,12.45,16.02,5.00,9.00,7.75,13.67,2.40,7.90,7.90,18.00,0.00,0.00,0.88,1.00,110.20,103.50,10.15,8.13,103.70,118.30,127.00,0.10,2.00,80.00,239.38,11.00,202.08
2.00,7.00,16.21,10.16,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,15.03,17.99,19.00,0.00,4.00,22.50,55.50,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,15.06,23.10,74.75,2.79,27.00,18.85,17.44,144.19,17.44,30.80,0.60,18.85,18.85,18.85,2.40,123.20,12.45,16.02,5.00,9.00,7.75,13.67,2.40,7.80,7.70,18.00,0.00,0.00,0.83,1.00,109.10,102.60,9.77,7.95,97.70,118.30,128.70,0.10,2.00,79.80,213.68,11.00,192.18
3.00,4.50,15.94,7.84,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,14.35,17.11,19.00,0.00,4.00,22.30,56.90,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,14.21,23.90,75.37,2.79,27.00,18.85,17.44,136.89,17.44,26.60,0.60,18.85,18.85,18.85,2.40,125.00,12.45,16.02,5.00,9.00,7.75,13.67,2.40,7.50,7.20,18.00,0.00,0.00,0.70,1.00,108.30,102.10,9.69,7.95,88.30,118.60,131.10,0.10,2.00,76.40,146.56,11.00,162.40
4.00,2.30,15.91,5.26,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,9.30,15.38,19.00,0.00,4.00,21.70,57.60,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,12.32,24.60,76.04,2.79,27.00,18.85,17.44,105.55,17.44,19.20,0.60,18.85,18.85,18.85,2.40,125.20,12.45,16.02,5.00,9.00,7.75,13.67,2.40,7.00,6.80,18.00,0.00,0.00,0.50,1.00,107.20,102.10,9.59,7.94,68.40,119.10,129.40,0.10,2.00,62.23,73.72,11.00,99.80
5.00,0.70,15.97,3.32,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.90,11.58,19.00,0.00,4.00,20.90,58.00,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,7.99,25.20,76.88,2.79,27.00,18.85,17.44,63.64,17.44,10.90,0.60,18.85,18.85,18.85,2.40,124.70,12.45,16.02,5.00,9.00,7.75,13.67,2.40,6.60,6.50,18.00,0.00,0.00,0.43,1.00,106.10,102.30,9.47,7.89,38.10,119.70,126.40,0.10,2.00,35.67,47.08,11.00,31.04
6.00,0.30,15.97,1.66,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,6.32,19.00,0.00,4.00,20.60,59.60,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,2.26,26.00,77.65,2.79,27.00,18.85,17.44,21.39,17.44,3.30,0.60,18.85,18.85,18.85,2.40,123.60,12.45,16.02,5.00,9.00,7.75,13.67,2.40,6.10,6.00,18.00,0.00,0.00,0.30,1.00,103.80,100.70,9.31,7.77,10.00,118.70,124.30,0.00,2.00,13.28,1.09,11.00,0.82
7.00,0.00,16.21,0.46,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,2.00,19.00,0.00,4.00,20.50,61.30,8.00,3.30,3.40,2.50,17.90,16.58,9.00,13.00,1.40,0.26,26.80,78.26,2.79,27.00,18.85,17.44,4.99,17.44,0.40,0.60,18.85,18.85,18.85,2.40,122.20,12.45,16.02,5.00,9.00,7.75,13.67,2.40,5.60,5.50,18.00,0.00,0.00,0.10,1.00,101.40,98.70,9.06,7.43,1.30,117.40,122.40,0.00,2.00,3.41,0.00,11.00,0.00
8.00,0.00,18.10,0.06,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.26,19.00,0.00,4.00,19.80,61.10,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,26.90,78.14,2.79,27.00,18.85,17.44,0.35,17.44,0.00,0.60,18.85,18.85,18.85,2.40,116.70,12.45,16.02,5.00,9.00,7.75,13.67,2.40,5.30,5.20,18.00,0.00,0.00,0.05,1.00,97.70,97.60,8.74,7.03,0.00,115.60,114.70,0.00,2.00,0.33,0.00,11.00,0.00
9.00,0.00,18.99,0.00,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.00,19.00,0.00,4.00,18.90,60.10,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,26.70,75.89,2.79,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,109.80,12.45,16.02,5.00,9.00,7.75,13.67,2.40,4.90,4.90,18.00,0.00,0.00,0.00,1.00,93.70,96.90,8.24,6.48,0.00,113.80,105.10,0.00,2.00,0.00,0.00,11.00,0.00
10.00,0.00,18.77,0.00,16.00,0.00,7.50,6.40,7.72,2.64,0.00,3.40,20.00,0.00,0.00,19.00,0.00,4.00,19.00,58.90,8.00,3.30,15.08,2.50,17.90,16.58,9.00,13.00,1.40,0.00,25.80,73.11,2.79,27.00,18.85,17.44,0.00,17.44,0.00,0.60,18.85,18.85,18.85,2.40,97.00,12.45,16.02,5.00,9.00,7.75,13.67,2.40,4.40,4.40,18.00,0.00,0.00,0.00,1.00,89.90,95.00,7.82,5.99,0.00,110.10,89.10,0.00,2.00,0.00,0.00,11.00,0.00
