"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,23.08,0.00,14.00,4.20,7.00,10.77,18.62,3.48,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,2.24,6.17,6.60,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,8.63,19.32,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,16.19,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.05,5.44,18.90,0.00,2.00,25.32,51.51,0.81,0.91,0.00,45.31,16.28,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
2.00,0.00,23.08,0.00,14.00,4.20,7.00,10.77,18.62,3.48,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,2.24,6.17,6.60,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,8.63,19.32,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,16.19,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.05,5.44,18.90,0.00,2.00,25.32,51.51,0.81,0.91,0.00,45.31,16.28,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
3.00,0.00,23.08,0.00,14.00,4.20,7.00,10.77,18.62,3.20,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,2.35,5.39,6.60,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,8.30,17.05,3.51,25.30,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,12.58,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.22,5.64,18.90,0.00,2.00,21.38,46.04,0.64,0.68,0.00,43.27,7.97,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
4.00,0.00,23.30,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,2.85,4.83,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.96,16.34,3.51,25.30,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,11.29,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.25,4.67,18.90,0.00,2.00,19.25,42.38,0.61,0.70,0.00,42.58,6.90,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
5.00,0.00,23.11,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,3.32,4.61,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.65,15.61,3.51,25.30,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,10.18,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.25,3.94,18.90,0.00,2.00,17.54,39.44,0.55,0.68,0.00,41.88,6.40,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
6.00,0.00,23.12,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,3.68,5.36,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.46,14.78,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,9.65,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.18,3.93,18.90,0.00,2.00,17.05,38.70,0.41,0.52,0.00,41.16,7.61,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
7.00,0.00,23.08,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,4.03,5.82,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.32,14.24,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,9.09,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.17,4.07,18.90,0.00,2.00,16.43,37.61,0.29,0.40,0.00,40.30,8.35,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
8.00,0.00,23.19,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,4.34,5.42,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.35,14.55,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,8.46,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.31,4.66,18.90,0.00,2.00,15.46,35.44,0.19,0.37,0.00,39.08,7.69,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
9.00,0.00,23.11,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,4.60,5.10,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.38,14.90,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,7.75,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.40,5.13,18.90,0.00,2.00,14.08,32.88,0.12,0.34,0.00,37.66,6.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
10.00,0.00,22.98,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,4.71,5.02,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,7.41,15.40,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,6.81,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.37,5.23,18.90,0.00,2.00,11.49,29.13,0.14,0.31,0.00,35.65,5.17,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
