"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,19.15,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,4.40,41.20,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,17.45,44.81,2.30,28.12,3.12,13.00,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,114.99,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.81,9.02,18.40,0.00,0.51,30.76,35.69,11.55,6.00,0.00,45.50,97.58,0.00,1.56,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
2.00,0.00,18.97,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,5.01,38.60,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,17.70,45.41,2.30,28.12,3.12,12.79,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,110.30,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.29,8.94,18.40,0.00,0.51,31.82,38.07,12.09,5.96,0.00,47.21,91.75,0.00,1.56,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
3.00,0.00,19.27,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,5.78,35.44,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,17.87,46.18,2.30,28.12,3.12,12.52,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,104.54,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.02,8.66,18.40,0.00,0.50,33.23,41.13,12.35,5.95,0.00,49.41,84.49,0.00,1.52,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
4.00,0.00,18.99,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,6.65,32.27,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,17.93,47.05,2.30,28.12,3.12,12.49,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,98.05,6.00,4.00,1.80,10.80,8.30,4.70,2.30,7.67,8.66,18.40,0.00,0.50,34.85,44.64,12.49,5.84,0.00,51.93,76.29,0.00,1.52,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
5.00,0.00,19.01,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,7.57,27.95,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,18.41,47.99,2.30,28.12,3.12,12.48,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,91.21,6.00,4.00,1.80,10.80,8.30,4.70,2.30,7.98,8.91,18.40,0.00,0.50,36.59,48.37,12.36,5.59,0.00,54.62,67.61,0.00,1.52,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
6.00,0.00,19.18,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,8.50,23.63,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,18.95,48.92,2.30,28.12,3.12,12.46,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,84.36,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.00,8.99,18.40,0.00,0.50,38.34,52.11,12.72,5.57,0.00,57.31,58.93,0.00,1.48,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
7.00,0.00,19.11,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,9.37,22.55,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,19.19,49.80,2.30,28.12,3.12,12.20,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,77.88,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.34,9.05,18.40,0.00,0.50,39.96,55.62,10.83,4.06,0.00,59.84,50.73,0.00,1.44,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
8.00,0.00,19.27,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,10.13,21.48,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,19.42,50.56,2.30,28.12,3.12,12.29,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,72.11,6.00,4.00,1.80,10.00,8.30,4.70,2.30,8.46,9.06,18.40,0.00,0.49,41.37,58.67,10.73,4.10,0.00,62.04,43.47,0.00,1.40,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
9.00,0.00,19.19,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,10.75,19.76,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,19.24,51.16,2.30,28.12,3.12,12.31,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,67.42,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.73,9.12,18.40,0.00,0.49,42.43,61.05,10.25,3.65,0.00,63.75,37.63,0.00,1.40,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
10.00,0.00,19.13,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,13.00,0.00,0.00,0.00,6.60,5.20,11.15,18.03,8.00,2.50,15.46,2.50,19.29,0.00,2.50,4.50,1.30,0.00,18.89,51.54,2.30,28.12,3.12,12.32,0.00,14.98,0.00,0.60,3.20,3.20,3.50,2.30,64.17,6.00,4.00,1.80,10.80,8.30,4.70,2.30,8.72,9.22,18.40,0.00,0.49,43.04,62.52,10.14,3.46,0.00,64.80,33.69,0.00,1.36,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
